#           k/h    P           
 0.69746906E-02 0.80159814E+04
 0.70526195E-02 0.80631074E+04
 0.71314187E-02 0.81100117E+04
 0.72110984E-02 0.81566851E+04
 0.72916686E-02 0.82031162E+04
 0.73731388E-02 0.82492861E+04
 0.74555194E-02 0.82951895E+04
 0.75388206E-02 0.83408086E+04
 0.76230522E-02 0.83861357E+04
 0.77082254E-02 0.84311514E+04
 0.77943499E-02 0.84758477E+04
 0.78814365E-02 0.85202051E+04
 0.79694968E-02 0.85642168E+04
 0.80585405E-02 0.86078643E+04
 0.81485789E-02 0.86511357E+04
 0.82396232E-02 0.86940166E+04
 0.83316853E-02 0.87364941E+04
 0.84247757E-02 0.87785508E+04
 0.85189063E-02 0.88201758E+04
 0.86140884E-02 0.88613535E+04
 0.87103341E-02 0.89020664E+04
 0.88076554E-02 0.89423047E+04
 0.89060646E-02 0.89820469E+04
 0.90055726E-02 0.90212861E+04
 0.91061918E-02 0.90600000E+04
 0.92079360E-02 0.90981758E+04
 0.93108173E-02 0.91357979E+04
 0.94148479E-02 0.91728506E+04
 0.95200399E-02 0.92118799E+04
 0.96264081E-02 0.92478066E+04
 0.97339647E-02 0.92831172E+04
 0.98427236E-02 0.93177939E+04
 0.99526970E-02 0.93518213E+04
 0.10063899E-01 0.93851807E+04
 0.10176343E-01 0.94178594E+04
 0.10290044E-01 0.94498428E+04
 0.10405016E-01 0.94811064E+04
 0.10521271E-01 0.95116396E+04
 0.10638827E-01 0.95414238E+04
 0.10757695E-01 0.95704424E+04
 0.10877891E-01 0.95986777E+04
 0.10999431E-01 0.96261152E+04
 0.11122328E-01 0.96527314E+04
 0.11246598E-01 0.96785166E+04
 0.11372258E-01 0.97034492E+04
 0.11499321E-01 0.97275137E+04
 0.11627804E-01 0.97506924E+04
 0.11757722E-01 0.97729678E+04
 0.11889092E-01 0.97943232E+04
 0.12021929E-01 0.98147393E+04
 0.12156251E-01 0.98333555E+04
 0.12292074E-01 0.98518076E+04
 0.12429414E-01 0.98692666E+04
 0.12568288E-01 0.98857168E+04
 0.12708715E-01 0.99011436E+04
 0.12850710E-01 0.99155264E+04
 0.12994292E-01 0.99288496E+04
 0.13139478E-01 0.99410977E+04
 0.13286287E-01 0.99522510E+04
 0.13434735E-01 0.99622939E+04
 0.13584842E-01 0.99712109E+04
 0.13736627E-01 0.99789854E+04
 0.13890107E-01 0.99855996E+04
 0.14045302E-01 0.99910371E+04
 0.14202232E-01 0.99952842E+04
 0.14360914E-01 0.99983242E+04
 0.14521369E-01 0.10000141E+05
 0.14683617E-01 0.10000720E+05
 0.14847678E-01 0.10000352E+05
 0.15013573E-01 0.99984277E+04
 0.15181321E-01 0.99952236E+04
 0.15350942E-01 0.99907246E+04
 0.15522460E-01 0.99849160E+04
 0.15695892E-01 0.99777852E+04
 0.15871264E-01 0.99693203E+04
 0.16048595E-01 0.99595098E+04
 0.16227907E-01 0.99483369E+04
 0.16409222E-01 0.99357949E+04
 0.16592564E-01 0.99218730E+04
 0.16777953E-01 0.99065557E+04
 0.16965415E-01 0.98898389E+04
 0.17154971E-01 0.98717129E+04
 0.17346645E-01 0.98521621E+04
 0.17540460E-01 0.98310801E+04
 0.17736441E-01 0.98086650E+04
 0.17934611E-01 0.97848047E+04
 0.18134996E-01 0.97594990E+04
 0.18337619E-01 0.97327383E+04
 0.18542506E-01 0.97045234E+04
 0.18749684E-01 0.96748525E+04
 0.18959174E-01 0.96437217E+04
 0.19171007E-01 0.96111250E+04
 0.19385206E-01 0.95770703E+04
 0.19601798E-01 0.95415527E+04
 0.19820811E-01 0.95045811E+04
 0.20042270E-01 0.94661523E+04
 0.20266203E-01 0.94263096E+04
 0.20492639E-01 0.93849902E+04
 0.20721605E-01 0.93422373E+04
 0.20953128E-01 0.92980527E+04
 0.21187240E-01 0.92524502E+04
 0.21423966E-01 0.92054414E+04
 0.21663338E-01 0.91570391E+04
 0.21905383E-01 0.91072539E+04
 0.22150133E-01 0.90561035E+04
 0.22397619E-01 0.90036064E+04
 0.22647869E-01 0.89497764E+04
 0.22900915E-01 0.88946348E+04
 0.23156788E-01 0.88381895E+04
 0.23415521E-01 0.87804893E+04
 0.23677144E-01 0.87215430E+04
 0.23941690E-01 0.86613789E+04
 0.24209192E-01 0.86000205E+04
 0.24479683E-01 0.85374990E+04
 0.24753196E-01 0.84738418E+04
 0.25029765E-01 0.84090830E+04
 0.25309425E-01 0.83432539E+04
 0.25592210E-01 0.82763887E+04
 0.25878152E-01 0.82085283E+04
 0.26167290E-01 0.81397017E+04
 0.26459660E-01 0.80699512E+04
 0.26755296E-01 0.79993188E+04
 0.27054233E-01 0.79278457E+04
 0.27356513E-01 0.78555757E+04
 0.27662169E-01 0.77825557E+04
 0.27971240E-01 0.77088306E+04
 0.28283766E-01 0.76344507E+04
 0.28599782E-01 0.75594634E+04
 0.28919330E-01 0.74839224E+04
 0.29242447E-01 0.74078784E+04
 0.29569175E-01 0.73313867E+04
 0.29899552E-01 0.72545015E+04
 0.30233623E-01 0.71772808E+04
 0.30571425E-01 0.70997808E+04
 0.30913001E-01 0.70220596E+04
 0.31258393E-01 0.69441738E+04
 0.31607646E-01 0.68661895E+04
 0.31960800E-01 0.67881602E+04
 0.32317903E-01 0.67101523E+04
 0.32678992E-01 0.66322207E+04
 0.33044115E-01 0.65544336E+04
 0.33413321E-01 0.64768486E+04
 0.33786651E-01 0.63995278E+04
 0.34164149E-01 0.63225337E+04
 0.34545869E-01 0.62459243E+04
 0.34931853E-01 0.61697656E+04
 0.35322148E-01 0.60941104E+04
 0.35716806E-01 0.60190229E+04
 0.36115870E-01 0.59445581E+04
 0.36519397E-01 0.58707759E+04
 0.36927432E-01 0.57977305E+04
 0.37340023E-01 0.57254746E+04
 0.37757225E-01 0.56540635E+04
 0.38179088E-01 0.55835474E+04
 0.38605668E-01 0.55139746E+04
 0.39037012E-01 0.54453940E+04
 0.39473172E-01 0.53778501E+04
 0.39914209E-01 0.53113843E+04
 0.40360175E-01 0.52460405E+04
 0.40811121E-01 0.51818525E+04
 0.41267108E-01 0.51188579E+04
 0.41728187E-01 0.50570864E+04
 0.42194419E-01 0.49965684E+04
 0.42665862E-01 0.49373291E+04
 0.43142568E-01 0.48793896E+04
 0.43624602E-01 0.48227705E+04
 0.44112023E-01 0.47674858E+04
 0.44604890E-01 0.47135459E+04
 0.45103267E-01 0.46609580E+04
 0.45607205E-01 0.46097246E+04
 0.46116780E-01 0.45598447E+04
 0.46632044E-01 0.45113101E+04
 0.47153067E-01 0.44641138E+04
 0.47679912E-01 0.44182378E+04
 0.48212644E-01 0.43736631E+04
 0.48751328E-01 0.43303647E+04
 0.49296029E-01 0.42883140E+04
 0.49846817E-01 0.42474751E+04
 0.50403759E-01 0.42078086E+04
 0.50966922E-01 0.41692700E+04
 0.51536381E-01 0.41318110E+04
 0.52112199E-01 0.40953757E+04
 0.52694455E-01 0.40599036E+04
 0.53283211E-01 0.40253308E+04
 0.53878549E-01 0.39915867E+04
 0.54480538E-01 0.39585969E+04
 0.55089254E-01 0.39262827E+04
 0.55704769E-01 0.38945603E+04
 0.56327160E-01 0.38633425E+04
 0.57222035E-01 0.38197444E+04
 0.58116909E-01 0.37805247E+04
 0.59011783E-01 0.37390776E+04
 0.59906658E-01 0.36982231E+04
 0.60801532E-01 0.36576948E+04
 0.61696403E-01 0.36172458E+04
 0.62591277E-01 0.35766538E+04
 0.63486151E-01 0.35357207E+04
 0.64381026E-01 0.34942766E+04
 0.65275900E-01 0.34521709E+04
 0.66170774E-01 0.34092864E+04
 0.67065649E-01 0.33655276E+04
 0.67960523E-01 0.33208259E+04
 0.68855397E-01 0.32751389E+04
 0.69750272E-01 0.32284478E+04
 0.70645146E-01 0.31807598E+04
 0.71540013E-01 0.31321006E+04
 0.72434887E-01 0.30825186E+04
 0.73329762E-01 0.30320681E+04
 0.74224636E-01 0.29808606E+04
 0.75119510E-01 0.29289834E+04
 0.76014385E-01 0.28765486E+04
 0.76909259E-01 0.28236814E+04
 0.77804133E-01 0.27705139E+04
 0.78699008E-01 0.27171870E+04
 0.79593882E-01 0.26638445E+04
 0.80488756E-01 0.26106343E+04
 0.81383631E-01 0.25577026E+04
 0.82278505E-01 0.25051958E+04
 0.83173379E-01 0.24532581E+04
 0.84068254E-01 0.24020256E+04
 0.84963121E-01 0.23516318E+04
 0.85857995E-01 0.23022014E+04
 0.86752869E-01 0.22538499E+04
 0.87647744E-01 0.22066843E+04
 0.88542618E-01 0.21608010E+04
 0.89437492E-01 0.21162825E+04
 0.90332367E-01 0.20732080E+04
 0.91227241E-01 0.20316409E+04
 0.92122115E-01 0.19916331E+04
 0.93016990E-01 0.19532255E+04
 0.93911864E-01 0.19164470E+04
 0.94806738E-01 0.18813163E+04
 0.95701613E-01 0.18478408E+04
 0.96596487E-01 0.18160187E+04
 0.97491361E-01 0.17858375E+04
 0.98386228E-01 0.17572756E+04
 0.99281102E-01 0.17303038E+04
 0.10017598E+00 0.17048831E+04
 0.10107085E+00 0.16809685E+04
 0.10196573E+00 0.16585068E+04
 0.10286060E+00 0.16374391E+04
 0.10375547E+00 0.16177017E+04
 0.10465035E+00 0.15992241E+04
 0.10554522E+00 0.15819337E+04
 0.10644010E+00 0.15657515E+04
 0.10733497E+00 0.15505980E+04
 0.10822985E+00 0.15363887E+04
 0.10912472E+00 0.15230389E+04
 0.11001959E+00 0.15104618E+04
 0.11091446E+00 0.14985698E+04
 0.11180934E+00 0.14872762E+04
 0.11270421E+00 0.14764937E+04
 0.11359908E+00 0.14661364E+04
 0.11449396E+00 0.14561199E+04
 0.11538883E+00 0.14463628E+04
 0.11628371E+00 0.14367854E+04
 0.11717858E+00 0.14273126E+04
 0.11807346E+00 0.14178718E+04
 0.11896833E+00 0.14083956E+04
 0.11986320E+00 0.13988213E+04
 0.12075808E+00 0.13890914E+04
 0.12165295E+00 0.13791533E+04
 0.12254783E+00 0.13689606E+04
 0.12344270E+00 0.13584730E+04
 0.12433757E+00 0.13476567E+04
 0.12523244E+00 0.13364840E+04
 0.12612732E+00 0.13249331E+04
 0.12702219E+00 0.13129895E+04
 0.12791707E+00 0.13006445E+04
 0.12881194E+00 0.12878955E+04
 0.12970681E+00 0.12747462E+04
 0.13060169E+00 0.12612058E+04
 0.13149656E+00 0.12472891E+04
 0.13239144E+00 0.12330159E+04
 0.13328631E+00 0.12184103E+04
 0.13418119E+00 0.12035007E+04
 0.13507606E+00 0.11883199E+04
 0.13597094E+00 0.11729036E+04
 0.13686581E+00 0.11572892E+04
 0.13776068E+00 0.11415175E+04
 0.13865556E+00 0.11256309E+04
 0.13955043E+00 0.11096722E+04
 0.14044531E+00 0.10936854E+04
 0.14134018E+00 0.10777144E+04
 0.14223506E+00 0.10618026E+04
 0.14312993E+00 0.10459935E+04
 0.14402479E+00 0.10303284E+04
 0.14491966E+00 0.10148472E+04
 0.14581454E+00 0.99958923E+03
 0.14670941E+00 0.98458948E+03
 0.14760429E+00 0.96988251E+03
 0.14849916E+00 0.95549927E+03
 0.14939404E+00 0.94146747E+03
 0.15028891E+00 0.92781274E+03
 0.15118378E+00 0.91455743E+03
 0.15207866E+00 0.90172058E+03
 0.15297353E+00 0.88931793E+03
 0.15386841E+00 0.87736237E+03
 0.15476328E+00 0.86586334E+03
 0.15565816E+00 0.85482758E+03
 0.15655303E+00 0.84425848E+03
 0.15744790E+00 0.83415637E+03
 0.15834278E+00 0.82451947E+03
 0.15923765E+00 0.81534210E+03
 0.16013253E+00 0.80661719E+03
 0.16102740E+00 0.79833417E+03
 0.16192228E+00 0.79048132E+03
 0.16281715E+00 0.78304395E+03
 0.16371202E+00 0.77600592E+03
 0.16460690E+00 0.76934894E+03
 0.16550177E+00 0.76305298E+03
 0.16639665E+00 0.75709760E+03
 0.16729152E+00 0.75145996E+03
 0.16818640E+00 0.74611713E+03
 0.16908127E+00 0.74104431E+03
 0.16997615E+00 0.73621722E+03
 0.17087100E+00 0.73161005E+03
 0.17176588E+00 0.72719739E+03
 0.17266075E+00 0.72295380E+03
 0.17355563E+00 0.71885339E+03
 0.17445050E+00 0.71487103E+03
 0.17534538E+00 0.71098199E+03
 0.17624025E+00 0.70716162E+03
 0.17713512E+00 0.70338702E+03
 0.17803000E+00 0.69963531E+03
 0.17892487E+00 0.69588562E+03
 0.17981975E+00 0.69211755E+03
 0.18071462E+00 0.68831244E+03
 0.18160950E+00 0.68445312E+03
 0.18250437E+00 0.68052368E+03
 0.18339925E+00 0.67651050E+03
 0.18429412E+00 0.67240131E+03
 0.18518899E+00 0.66818555E+03
 0.18608387E+00 0.66385449E+03
 0.18697874E+00 0.65940173E+03
 0.18787362E+00 0.65482196E+03
 0.18876849E+00 0.65011230E+03
 0.18966337E+00 0.64527130E+03
 0.19055824E+00 0.64029956E+03
 0.19145311E+00 0.63519928E+03
 0.19234799E+00 0.62997375E+03
 0.19324286E+00 0.62462866E+03
 0.19413774E+00 0.61917041E+03
 0.19503261E+00 0.61360712E+03
 0.19592749E+00 0.60794757E+03
 0.19682235E+00 0.60220197E+03
 0.19771722E+00 0.59638153E+03
 0.19861209E+00 0.59049792E+03
 0.19950697E+00 0.58456354E+03
 0.20040184E+00 0.57859113E+03
 0.20129672E+00 0.57259393E+03
 0.20219159E+00 0.56658539E+03
 0.20308647E+00 0.56057886E+03
 0.20398134E+00 0.55458789E+03
 0.20487621E+00 0.54862543E+03
 0.20577109E+00 0.54270459E+03
 0.20666596E+00 0.53683752E+03
 0.20756084E+00 0.53103650E+03
 0.20845571E+00 0.52531287E+03
 0.20935059E+00 0.51967712E+03
 0.21024546E+00 0.51413928E+03
 0.21301180E+00 0.49773273E+03
 0.21581456E+00 0.48236942E+03
 0.21865419E+00 0.46823483E+03
 0.22153117E+00 0.45543109E+03
 0.22444601E+00 0.44397122E+03
 0.22739920E+00 0.43378024E+03
 0.23039125E+00 0.42470300E+03
 0.23342268E+00 0.41651761E+03
 0.23649399E+00 0.40895441E+03
 0.23960570E+00 0.40171982E+03
 0.24275836E+00 0.39452298E+03
 0.24595250E+00 0.38710297E+03
 0.24918868E+00 0.37925458E+03
 0.25246742E+00 0.37084842E+03
 0.25578931E+00 0.36184290E+03
 0.25915492E+00 0.35228650E+03
 0.26256481E+00 0.34230881E+03
 0.26601955E+00 0.33210181E+03
 0.26951978E+00 0.32189398E+03
 0.27306601E+00 0.31192038E+03
 0.27665895E+00 0.30239392E+03
 0.28029916E+00 0.29347989E+03
 0.28398722E+00 0.28527795E+03
 0.28772387E+00 0.27781339E+03
 0.29150966E+00 0.27103711E+03
 0.29534525E+00 0.26483560E+03
 0.29923132E+00 0.25904834E+03
 0.30316851E+00 0.25349181E+03
 0.30715752E+00 0.24798587E+03
 0.31119901E+00 0.24237971E+03
 0.31529367E+00 0.23657310E+03
 0.31944221E+00 0.23052898E+03
 0.32364532E+00 0.22427541E+03
 0.32790375E+00 0.21789645E+03
 0.33221823E+00 0.21151335E+03
 0.33658946E+00 0.20526044E+03
 0.34101820E+00 0.19925980E+03
 0.34550521E+00 0.19360025E+03
 0.35005128E+00 0.18832326E+03
 0.35465714E+00 0.18341853E+03
 0.35932362E+00 0.17882993E+03
 0.36405149E+00 0.17446898E+03
 0.36884156E+00 0.17023489E+03
 0.37369469E+00 0.16603542E+03
 0.37861165E+00 0.16180502E+03
 0.38359332E+00 0.15751646E+03
 0.38864052E+00 0.15318275E+03
 0.39375412E+00 0.14885008E+03
 0.39893502E+00 0.14458305E+03
 0.40418410E+00 0.14044687E+03
 0.40950224E+00 0.13649104E+03
 0.41489035E+00 0.13273811E+03
 0.42034936E+00 0.12918037E+03
 0.42588019E+00 0.12578472E+03
 0.43148381E+00 0.12250348E+03
 0.43716112E+00 0.11928860E+03
 0.44291317E+00 0.11610439E+03
 0.44874090E+00 0.11293572E+03
 0.45464531E+00 0.10978946E+03
 0.46062738E+00 0.10668898E+03
 0.46668819E+00 0.10366440E+03
 0.47282872E+00 0.10074155E+03
 0.47905007E+00 0.97933739E+02
 0.48535326E+00 0.95238625E+02
 0.49173939E+00 0.92640388E+02
 0.49820957E+00 0.90116707E+02
 0.50476485E+00 0.87646713E+02
 0.51140642E+00 0.85217903E+02
 0.51813537E+00 0.82828697E+02
 0.52495283E+00 0.80486847E+02
 0.53185999E+00 0.78204399E+02
 0.53885806E+00 0.75991638E+02
 0.54594821E+00 0.73852615E+02
 0.55313164E+00 0.71784027E+02
 0.56040955E+00 0.69777107E+02
 0.56778324E+00 0.67821938E+02
 0.57525396E+00 0.65911247E+02
 0.58282298E+00 0.64042686E+02
 0.59049159E+00 0.62218399E+02
 0.59826112E+00 0.60442589E+02
 0.60613286E+00 0.58718494E+02
 0.61410820E+00 0.57046421E+02
 0.62218845E+00 0.55423561E+02
 0.63037503E+00 0.53845535E+02
 0.67884243E+00 0.45652035E+02
 0.73103625E+00 0.38660816E+02
 0.78724313E+00 0.32697609E+02
 0.84777158E+00 0.27619640E+02
 0.91295379E+00 0.23302738E+02
 0.98314768E+00 0.19638618E+02
 0.10587386E+01 0.16532120E+02
 0.11401414E+01 0.13902011E+02
 0.12278029E+01 0.11678473E+02
 0.13222045E+01 0.98005438E+01
 0.14238642E+01 0.82166605E+01
 0.15333402E+01 0.68822374E+01
 0.16512336E+01 0.57592654E+01
 0.17781912E+01 0.48152604E+01
 0.19149102E+01 0.40225449E+01
 0.20621412E+01 0.33575170E+01
 0.22206922E+01 0.28001814E+01
 0.23914335E+01 0.23335264E+01
 0.25753026E+01 0.19431630E+01
 0.27733088E+01 0.16169099E+01
 0.29865391E+01 0.13444700E+01
 0.32161639E+01 0.11171566E+01
 0.34634435E+01 0.92764938E+00
 0.37297359E+01 0.76978451E+00
 0.40165024E+01 0.63837832E+00
 0.43253174E+01 0.52907532E+00
 0.46578765E+01 0.43822363E+00
 0.50160046E+01 0.36276108E+00
 0.54016681E+01 0.30012244E+00
 0.58169837E+01 0.24816205E+00
 0.62642317E+01 0.20508747E+00
 0.67458668E+01 0.16940086E+00
 0.72645335E+01 0.13985246E+00
 0.78230786E+01 0.11540099E+00
 0.84245682E+01 0.95178477E-01
 0.90723047E+01 0.78462653E-01
 0.97698431E+01 0.64652935E-01
 0.10521012E+02 0.53249851E-01
 0.11329937E+02 0.43838825E-01
 0.12201057E+02 0.36075640E-01
 0.13139154E+02 0.29674809E-01
 0.14149379E+02 0.24399739E-01
 0.15237276E+02 0.20054372E-01
 0.16408819E+02 0.16476464E-01
 0.17670437E+02 0.13531710E-01
 0.19029055E+02 0.11109096E-01
 0.20492134E+02 0.91168592E-02
 0.22067705E+02 0.74791904E-02
 0.23764414E+02 0.61335196E-02
 0.25591579E+02 0.50281999E-02
 0.27559227E+02 0.41206409E-02
 0.29678162E+02 0.33757370E-02
 0.31960014E+02 0.27645517E-02
 0.34417309E+02 0.22632568E-02
 0.37063538E+02 0.18522377E-02
 0.39913227E+02 0.15153505E-02
 0.42982018E+02 0.12393164E-02
 0.46286758E+02 0.10132175E-02
 0.49845589E+02 0.82808052E-03
 0.53678047E+02 0.67653292E-03
 0.57805168E+02 0.55252021E-03
 0.62249607E+02 0.45107183E-03
 0.67035767E+02 0.36810816E-03
 0.72189919E+02 0.30028261E-03
 0.77740349E+02 0.24485067E-03
 0.83717545E+02 0.19956222E-03
 0.90154297E+02 0.16257321E-03
 0.97085953E+02 0.13237288E-03
 0.10455056E+03 0.10772378E-03
