#           k/h    P           
 0.15350942E-01 0.80931201E+04
 0.15522460E-01 0.80641289E+04
 0.15695892E-01 0.80338755E+04
 0.15871264E-01 0.80023574E+04
 0.16048595E-01 0.79695732E+04
 0.16227907E-01 0.79355239E+04
 0.16409222E-01 0.79002080E+04
 0.16592564E-01 0.78636294E+04
 0.16777953E-01 0.78257881E+04
 0.16965415E-01 0.77866875E+04
 0.17154971E-01 0.77463311E+04
 0.17346645E-01 0.77047246E+04
 0.17540460E-01 0.76617466E+04
 0.17736441E-01 0.76176519E+04
 0.17934611E-01 0.75723306E+04
 0.18134996E-01 0.75257881E+04
 0.18337619E-01 0.74780376E+04
 0.18542506E-01 0.74290938E+04
 0.18749684E-01 0.73789678E+04
 0.18959174E-01 0.73276758E+04
 0.19171007E-01 0.72752305E+04
 0.19385206E-01 0.72216558E+04
 0.19601798E-01 0.71669653E+04
 0.19820811E-01 0.71111841E+04
 0.20042270E-01 0.70543286E+04
 0.20266203E-01 0.69964614E+04
 0.20492639E-01 0.69375312E+04
 0.20721605E-01 0.68776001E+04
 0.20953128E-01 0.68166895E+04
 0.21187240E-01 0.67548276E+04
 0.21423966E-01 0.66920376E+04
 0.21663338E-01 0.66283472E+04
 0.21905383E-01 0.65637832E+04
 0.22150133E-01 0.64983711E+04
 0.22397619E-01 0.64321406E+04
 0.22647869E-01 0.63651187E+04
 0.22900915E-01 0.62973311E+04
 0.23156788E-01 0.62287969E+04
 0.23415521E-01 0.61595664E+04
 0.23677144E-01 0.60896602E+04
 0.23941690E-01 0.60191069E+04
 0.24209192E-01 0.59479395E+04
 0.24479683E-01 0.58761865E+04
 0.24753196E-01 0.58038857E+04
 0.25029765E-01 0.57310684E+04
 0.25309425E-01 0.56577725E+04
 0.25592210E-01 0.55840361E+04
 0.25878152E-01 0.55099019E+04
 0.26167290E-01 0.54354048E+04
 0.26459660E-01 0.53605879E+04
 0.26755296E-01 0.52854966E+04
 0.27054233E-01 0.52101772E+04
 0.27356513E-01 0.51346748E+04
 0.27662169E-01 0.50590396E+04
 0.27971240E-01 0.49833164E+04
 0.28283766E-01 0.49075576E+04
 0.28599782E-01 0.48318101E+04
 0.28919330E-01 0.47561260E+04
 0.29242447E-01 0.46805522E+04
 0.29569175E-01 0.46051392E+04
 0.29899552E-01 0.45299321E+04
 0.30233623E-01 0.44549819E+04
 0.30571425E-01 0.43803315E+04
 0.30913001E-01 0.43060273E+04
 0.31258393E-01 0.42321123E+04
 0.31607646E-01 0.41586309E+04
 0.31960800E-01 0.40856221E+04
 0.32317903E-01 0.40131277E+04
 0.32678992E-01 0.39411860E+04
 0.33044115E-01 0.38698367E+04
 0.33413321E-01 0.37991160E+04
 0.33786651E-01 0.37290608E+04
 0.34164149E-01 0.36597065E+04
 0.34545869E-01 0.35910891E+04
 0.34931853E-01 0.35232417E+04
 0.35322148E-01 0.34561960E+04
 0.35716806E-01 0.33899851E+04
 0.36115870E-01 0.33246379E+04
 0.36519397E-01 0.32601833E+04
 0.36927432E-01 0.31966492E+04
 0.37340023E-01 0.31340598E+04
 0.37757225E-01 0.30724392E+04
 0.38179088E-01 0.30118103E+04
 0.38605668E-01 0.29521919E+04
 0.39037012E-01 0.28936042E+04
 0.39473172E-01 0.28360632E+04
 0.39914209E-01 0.27795850E+04
 0.40360175E-01 0.27241816E+04
 0.40811121E-01 0.26698657E+04
 0.41267108E-01 0.26166453E+04
 0.41728187E-01 0.25645271E+04
 0.42194419E-01 0.25135151E+04
 0.42665862E-01 0.24636116E+04
 0.43142568E-01 0.24148127E+04
 0.43624602E-01 0.23671160E+04
 0.44112023E-01 0.23205125E+04
 0.44604890E-01 0.22749924E+04
 0.45103267E-01 0.22305442E+04
 0.45607205E-01 0.21871528E+04
 0.46116780E-01 0.21448027E+04
 0.46632044E-01 0.21034756E+04
 0.47153067E-01 0.20631541E+04
 0.47679912E-01 0.20238169E+04
 0.48212644E-01 0.19854427E+04
 0.48751328E-01 0.19480090E+04
 0.49296029E-01 0.19114906E+04
 0.49846817E-01 0.18758604E+04
 0.50403759E-01 0.18410900E+04
 0.50966922E-01 0.18071462E+04
 0.51536381E-01 0.17739962E+04
 0.52112199E-01 0.17416035E+04
 0.52694455E-01 0.17099298E+04
 0.53283211E-01 0.16789363E+04
 0.53878549E-01 0.16485825E+04
 0.54480538E-01 0.16188271E+04
 0.55089254E-01 0.15896305E+04
 0.55704769E-01 0.15609517E+04
 0.56327160E-01 0.15327510E+04
 0.57222035E-01 0.14934868E+04
 0.58116909E-01 0.14567993E+04
 0.59011783E-01 0.14200875E+04
 0.59906658E-01 0.13844269E+04
 0.60801532E-01 0.13496904E+04
 0.61696403E-01 0.13157656E+04
 0.62591277E-01 0.12825527E+04
 0.63486151E-01 0.12499653E+04
 0.64381026E-01 0.12179281E+04
 0.65275900E-01 0.11863785E+04
 0.66170774E-01 0.11552666E+04
 0.67065649E-01 0.11245537E+04
 0.67960523E-01 0.10942134E+04
 0.68855397E-01 0.10642300E+04
 0.69750272E-01 0.10345968E+04
 0.70645146E-01 0.10053139E+04
 0.71540013E-01 0.97638806E+03
 0.72434887E-01 0.94782947E+03
 0.73329762E-01 0.91965002E+03
 0.74224636E-01 0.89187677E+03
 0.75119510E-01 0.86452960E+03
 0.76014385E-01 0.83763477E+03
 0.76909259E-01 0.81122119E+03
 0.77804133E-01 0.78531830E+03
 0.78699008E-01 0.75995502E+03
 0.79593882E-01 0.73515979E+03
 0.80488756E-01 0.71095862E+03
 0.81383631E-01 0.68737622E+03
 0.82278505E-01 0.66443500E+03
 0.83173379E-01 0.64215509E+03
 0.84068254E-01 0.62055402E+03
 0.84963121E-01 0.59964655E+03
 0.85857995E-01 0.57944458E+03
 0.86752869E-01 0.55995734E+03
 0.87647744E-01 0.54119049E+03
 0.88542618E-01 0.52314679E+03
 0.89437492E-01 0.50582556E+03
 0.90332367E-01 0.48922433E+03
 0.91227241E-01 0.47333667E+03
 0.92122115E-01 0.45815280E+03
 0.93016990E-01 0.44366003E+03
 0.93911864E-01 0.42984341E+03
 0.94806738E-01 0.41668597E+03
 0.95701613E-01 0.40416913E+03
 0.96596487E-01 0.39227280E+03
 0.97491361E-01 0.38097562E+03
 0.98386228E-01 0.37025479E+03
 0.99281102E-01 0.36008646E+03
 0.10017598E+00 0.35044553E+03
 0.10107085E+00 0.34130643E+03
 0.10196573E+00 0.33264297E+03
 0.10286060E+00 0.32442899E+03
 0.10375547E+00 0.31663818E+03
 0.10465035E+00 0.30924408E+03
 0.10554522E+00 0.30222095E+03
 0.10644010E+00 0.29554291E+03
 0.10733497E+00 0.28918463E+03
 0.10822985E+00 0.28312131E+03
 0.10912472E+00 0.27732867E+03
 0.11001959E+00 0.27178329E+03
 0.11091446E+00 0.26646243E+03
 0.11180934E+00 0.26134421E+03
 0.11270421E+00 0.25640784E+03
 0.11359908E+00 0.25163324E+03
 0.11449396E+00 0.24700192E+03
 0.11538883E+00 0.24249640E+03
 0.11628371E+00 0.23810060E+03
 0.11717858E+00 0.23379967E+03
 0.11807346E+00 0.22957996E+03
 0.11896833E+00 0.22542906E+03
 0.11986320E+00 0.22133577E+03
 0.12075808E+00 0.21728996E+03
 0.12165295E+00 0.21328296E+03
 0.12254783E+00 0.20930730E+03
 0.12344270E+00 0.20535680E+03
 0.12433757E+00 0.20142654E+03
 0.12523244E+00 0.19751286E+03
 0.12612732E+00 0.19361304E+03
 0.12702219E+00 0.18972552E+03
 0.12791707E+00 0.18584952E+03
 0.12881194E+00 0.18198535E+03
 0.12970681E+00 0.17813400E+03
 0.13060169E+00 0.17429724E+03
 0.13149656E+00 0.17047758E+03
 0.13239144E+00 0.16667802E+03
 0.13328631E+00 0.16290210E+03
 0.13418119E+00 0.15915378E+03
 0.13507606E+00 0.15543729E+03
 0.13597094E+00 0.15175713E+03
 0.13686581E+00 0.14811797E+03
 0.13776068E+00 0.14452451E+03
 0.13865556E+00 0.14098138E+03
 0.13955043E+00 0.13749318E+03
 0.14044531E+00 0.13406421E+03
 0.14134018E+00 0.13069868E+03
 0.14223506E+00 0.12740057E+03
 0.14312993E+00 0.12417361E+03
 0.14402479E+00 0.12102122E+03
 0.14491966E+00 0.11794652E+03
 0.14581454E+00 0.11495226E+03
 0.14670941E+00 0.11204070E+03
 0.14760429E+00 0.10921372E+03
 0.14849916E+00 0.10647280E+03
 0.14939404E+00 0.10381899E+03
 0.15028891E+00 0.10125287E+03
 0.15118378E+00 0.98774750E+02
 0.15207866E+00 0.96384499E+02
 0.15297353E+00 0.94081657E+02
 0.15386841E+00 0.91865364E+02
 0.15476328E+00 0.89734451E+02
 0.15565816E+00 0.87687485E+02
 0.15655303E+00 0.85722664E+02
 0.15744790E+00 0.83838036E+02
 0.15834278E+00 0.82031326E+02
 0.15923765E+00 0.80300064E+02
 0.16013253E+00 0.78641586E+02
 0.16102740E+00 0.77053078E+02
 0.16192228E+00 0.75531609E+02
 0.16281715E+00 0.74074135E+02
 0.16371202E+00 0.72677536E+02
 0.16460690E+00 0.71338638E+02
 0.16550177E+00 0.70054207E+02
 0.16639665E+00 0.68821014E+02
 0.16729152E+00 0.67635719E+02
 0.16818640E+00 0.66495094E+02
 0.16908127E+00 0.65395859E+02
 0.16997615E+00 0.64334854E+02
 0.17087100E+00 0.63308956E+02
 0.17176588E+00 0.62315178E+02
 0.17266075E+00 0.61350594E+02
 0.17355563E+00 0.60412411E+02
 0.17445050E+00 0.59497944E+02
 0.17534538E+00 0.58604641E+02
 0.17624025E+00 0.57730072E+02
 0.17713512E+00 0.56871990E+02
 0.17803000E+00 0.56028263E+02
 0.17892487E+00 0.55196941E+02
 0.17981975E+00 0.54376255E+02
 0.18071462E+00 0.53564583E+02
 0.18160950E+00 0.52760479E+02
 0.18250437E+00 0.51962669E+02
 0.18339925E+00 0.51170078E+02
 0.18429412E+00 0.50381798E+02
 0.18518899E+00 0.49597054E+02
 0.18608387E+00 0.48815269E+02
 0.18697874E+00 0.48035995E+02
 0.18787362E+00 0.47258930E+02
 0.18876849E+00 0.46483913E+02
 0.18966337E+00 0.45710926E+02
 0.19055824E+00 0.44940090E+02
 0.19145311E+00 0.44171612E+02
 0.19234799E+00 0.43405857E+02
 0.19324286E+00 0.42643227E+02
 0.19413774E+00 0.41884228E+02
 0.19503261E+00 0.41129406E+02
 0.19592749E+00 0.40379383E+02
 0.19682235E+00 0.39634804E+02
 0.19771722E+00 0.38896362E+02
 0.19861209E+00 0.38164780E+02
 0.19950697E+00 0.37440773E+02
 0.20040184E+00 0.36725079E+02
 0.20129672E+00 0.36018436E+02
 0.20219159E+00 0.35321548E+02
 0.20308647E+00 0.34635101E+02
 0.20398134E+00 0.33959763E+02
 0.20487621E+00 0.33296139E+02
 0.20577109E+00 0.32644806E+02
 0.20666596E+00 0.32006302E+02
 0.20756084E+00 0.31381079E+02
 0.20845571E+00 0.30769545E+02
 0.20935059E+00 0.30172068E+02
 0.21024546E+00 0.29588942E+02
 0.21301180E+00 0.27879324E+02
 0.21581456E+00 0.26292574E+02
 0.21865419E+00 0.24832064E+02
 0.22153117E+00 0.23496134E+02
 0.22444601E+00 0.22278364E+02
 0.22739920E+00 0.21168139E+02
 0.23039125E+00 0.20151669E+02
 0.23342268E+00 0.19213266E+02
 0.23649399E+00 0.18336447E+02
 0.23960570E+00 0.17505110E+02
 0.24275836E+00 0.16704952E+02
 0.24595250E+00 0.15924303E+02
 0.24918868E+00 0.15154959E+02
 0.25246742E+00 0.14392632E+02
 0.25578931E+00 0.13636864E+02
 0.25915492E+00 0.12890499E+02
 0.26256481E+00 0.12159101E+02
 0.26601955E+00 0.11449708E+02
 0.26951978E+00 0.10769755E+02
 0.27306601E+00 0.10125981E+02
 0.27665895E+00 0.95235004E+01
 0.28029916E+00 0.89652472E+01
 0.28398722E+00 0.84517059E+01
 0.28772387E+00 0.79808826E+01
 0.29150966E+00 0.75488238E+01
 0.29534525E+00 0.71500711E+01
 0.29923132E+00 0.67784348E+01
 0.30316851E+00 0.64277434E+01
 0.30715752E+00 0.60925331E+01
 0.31119901E+00 0.57686787E+01
 0.31529367E+00 0.54536252E+01
 0.31944221E+00 0.51465588E+01
 0.32364532E+00 0.48481574E+01
 0.32790375E+00 0.45601668E+01
 0.33221823E+00 0.42848568E+01
 0.33658946E+00 0.40244203E+01
 0.34101820E+00 0.37805135E+01
 0.34550521E+00 0.35538743E+01
 0.35005128E+00 0.33442473E+01
 0.35465714E+00 0.31504219E+01
 0.35932362E+00 0.29705064E+01
 0.36405149E+00 0.28022432E+01
 0.36884156E+00 0.26434319E+01
 0.37369469E+00 0.24922147E+01
 0.37861165E+00 0.23473415E+01
 0.38359332E+00 0.22082272E+01
 0.38864052E+00 0.20748949E+01
 0.39375412E+00 0.19477701E+01
 0.39893502E+00 0.18274450E+01
 0.40418410E+00 0.17143979E+01
 0.40950224E+00 0.16088367E+01
 0.41489035E+00 0.15105933E+01
 0.42034936E+00 0.14191493E+01
 0.42588019E+00 0.13337537E+01
 0.43148381E+00 0.12535689E+01
 0.43716112E+00 0.11778429E+01
 0.44291317E+00 0.11060202E+01
 0.44874090E+00 0.10377873E+01
 0.45464531E+00 0.97305661E+00
 0.46062738E+00 0.91187376E+00
 0.46668819E+00 0.85431999E+00
 0.47282872E+00 0.80041254E+00
 0.47905007E+00 0.75004894E+00
 0.48535326E+00 0.70301050E+00
 0.49173939E+00 0.65899074E+00
 0.49820957E+00 0.61766577E+00
 0.50476485E+00 0.57875299E+00
 0.51140642E+00 0.54204816E+00
 0.51813537E+00 0.50743091E+00
 0.52495283E+00 0.47484383E+00
 0.53185999E+00 0.44425070E+00
 0.53885806E+00 0.41559893E+00
 0.54594821E+00 0.38880137E+00
 0.55313164E+00 0.36373451E+00
 0.56040955E+00 0.34025717E+00
 0.56778324E+00 0.31823200E+00
 0.57525396E+00 0.29754695E+00
 0.58282298E+00 0.27811897E+00
 0.59049159E+00 0.25988939E+00
 0.59826112E+00 0.24280928E+00
 0.60613286E+00 0.22682634E+00
 0.61410820E+00 0.21187893E+00
 0.62218845E+00 0.19789691E+00
 0.63037503E+00 0.18480977E+00
 0.67884243E+00 0.12494520E+00
 0.73103625E+00 0.84047437E-01
 0.78724313E+00 0.56251794E-01
 0.84777158E+00 0.37466541E-01
 0.91295379E+00 0.24839450E-01
 0.98314768E+00 0.16395491E-01
 0.10587386E+01 0.10775912E-01
 0.11401414E+01 0.70536127E-02
 0.12278029E+01 0.45992397E-02
 0.13222045E+01 0.29876735E-02
 0.14238642E+01 0.19339045E-02
 0.15333402E+01 0.12475379E-02
 0.16512336E+01 0.80215081E-03
 0.17781912E+01 0.51416503E-03
 0.19149102E+01 0.32858973E-03
 0.20621412E+01 0.20939366E-03
 0.22206922E+01 0.13307236E-03
 0.23914335E+01 0.84348292E-04
 0.25753026E+01 0.53331129E-04
 0.27733088E+01 0.33639513E-04
 0.29865391E+01 0.21170417E-04
 0.32161639E+01 0.13294332E-04
 0.34634435E+01 0.83311843E-05
 0.37297359E+01 0.52106830E-05
 0.40165024E+01 0.32529199E-05
 0.43253174E+01 0.20271425E-05
 0.46578765E+01 0.12611609E-05
 0.50160046E+01 0.78338030E-06
 0.54016681E+01 0.48588078E-06
 0.58169837E+01 0.30093895E-06
 0.62642317E+01 0.18614763E-06
 0.67458668E+01 0.11500104E-06
 0.72645335E+01 0.70964909E-07
 0.78230786E+01 0.43743594E-07
 0.84245682E+01 0.26936867E-07
 0.90723047E+01 0.16571668E-07
 0.97698431E+01 0.10185869E-07
 0.10521012E+02 0.62556151E-08
 0.11329937E+02 0.38388697E-08
 0.12201057E+02 0.23540787E-08
 0.13139154E+02 0.14425745E-08
 0.14149379E+02 0.88343394E-09
 0.15237276E+02 0.54068688E-09
 0.16408819E+02 0.33072692E-09
 0.17670437E+02 0.20218738E-09
 0.19029055E+02 0.12354187E-09
 0.20492134E+02 0.75450285E-10
 0.22067705E+02 0.46057828E-10
 0.23764414E+02 0.28102708E-10
 0.25591579E+02 0.17139798E-10
 0.27559227E+02 0.10449162E-10
 0.29678162E+02 0.63677128E-11
 0.31960014E+02 0.38789328E-11
 0.34417309E+02 0.23619613E-11
 0.37063538E+02 0.14377069E-11
 0.39913227E+02 0.87479172E-12
 0.42982018E+02 0.53208533E-12
 0.46286758E+02 0.32351631E-12
 0.49845589E+02 0.19662901E-12
 0.53678047E+02 0.11946516E-12
 0.57805168E+02 0.72554559E-13
 0.62249607E+02 0.44048017E-13
 0.67035767E+02 0.26730479E-13
 0.72189919E+02 0.16215124E-13
 0.77740349E+02 0.98318689E-14
 0.83717545E+02 0.59587637E-14
 0.90154297E+02 0.36096051E-14
 0.97085953E+02 0.21855326E-14
 0.10455056E+03 0.13225261E-14
