#           k/h    P           
 0.10176343E-01 0.24946338E+05
 0.10290044E-01 0.25032006E+05
 0.10405016E-01 0.25115799E+05
 0.10521271E-01 0.25197662E+05
 0.10638827E-01 0.25277568E+05
 0.10757695E-01 0.25355459E+05
 0.10877891E-01 0.25431297E+05
 0.10999431E-01 0.25505033E+05
 0.11122328E-01 0.25576625E+05
 0.11246598E-01 0.25646021E+05
 0.11372258E-01 0.25713188E+05
 0.11499321E-01 0.25778066E+05
 0.11627804E-01 0.25840613E+05
 0.11757722E-01 0.25900791E+05
 0.11889092E-01 0.25958547E+05
 0.12021929E-01 0.26013834E+05
 0.12156251E-01 0.26064414E+05
 0.12292074E-01 0.26114531E+05
 0.12429414E-01 0.26162039E+05
 0.12568288E-01 0.26206893E+05
 0.12708715E-01 0.26249043E+05
 0.12850710E-01 0.26288455E+05
 0.12994292E-01 0.26325074E+05
 0.13139478E-01 0.26358857E+05
 0.13286287E-01 0.26389760E+05
 0.13434735E-01 0.26417736E+05
 0.13584842E-01 0.26442740E+05
 0.13736627E-01 0.26464729E+05
 0.13890107E-01 0.26483664E+05
 0.14045302E-01 0.26499500E+05
 0.14202232E-01 0.26512193E+05
 0.14360914E-01 0.26521703E+05
 0.14521369E-01 0.26527982E+05
 0.14683617E-01 0.26530998E+05
 0.14847678E-01 0.26531498E+05
 0.15013573E-01 0.26527902E+05
 0.15181321E-01 0.26520934E+05
 0.15350942E-01 0.26510537E+05
 0.15522460E-01 0.26496686E+05
 0.15695892E-01 0.26479338E+05
 0.15871264E-01 0.26458465E+05
 0.16048595E-01 0.26434035E+05
 0.16227907E-01 0.26406010E+05
 0.16409222E-01 0.26374354E+05
 0.16592564E-01 0.26339057E+05
 0.16777953E-01 0.26300066E+05
 0.16965415E-01 0.26257379E+05
 0.17154971E-01 0.26210951E+05
 0.17346645E-01 0.26160770E+05
 0.17540460E-01 0.26106529E+05
 0.17736441E-01 0.26048746E+05
 0.17934611E-01 0.25987148E+05
 0.18134996E-01 0.25921717E+05
 0.18337619E-01 0.25852441E+05
 0.18542506E-01 0.25779305E+05
 0.18749684E-01 0.25702307E+05
 0.18959174E-01 0.25621432E+05
 0.19171007E-01 0.25536682E+05
 0.19385206E-01 0.25448053E+05
 0.19601798E-01 0.25355553E+05
 0.19820811E-01 0.25259184E+05
 0.20042270E-01 0.25158947E+05
 0.20266203E-01 0.25054961E+05
 0.20492639E-01 0.24947047E+05
 0.20721605E-01 0.24835314E+05
 0.20953128E-01 0.24719785E+05
 0.21187240E-01 0.24600490E+05
 0.21423966E-01 0.24477441E+05
 0.21663338E-01 0.24350689E+05
 0.21905383E-01 0.24220260E+05
 0.22150133E-01 0.24086193E+05
 0.22397619E-01 0.23948535E+05
 0.22647869E-01 0.23807334E+05
 0.22900915E-01 0.23662633E+05
 0.23156788E-01 0.23514461E+05
 0.23415521E-01 0.23362930E+05
 0.23677144E-01 0.23208086E+05
 0.23941690E-01 0.23049990E+05
 0.24209192E-01 0.22888705E+05
 0.24479683E-01 0.22724316E+05
 0.24753196E-01 0.22556896E+05
 0.25029765E-01 0.22386531E+05
 0.25309425E-01 0.22213299E+05
 0.25592210E-01 0.22037301E+05
 0.25878152E-01 0.21858639E+05
 0.26167290E-01 0.21677391E+05
 0.26459660E-01 0.21493664E+05
 0.26755296E-01 0.21307570E+05
 0.27054233E-01 0.21119219E+05
 0.27356513E-01 0.20928732E+05
 0.27662169E-01 0.20736227E+05
 0.27971240E-01 0.20541822E+05
 0.28283766E-01 0.20345645E+05
 0.28599782E-01 0.20147828E+05
 0.28919330E-01 0.19948508E+05
 0.29242447E-01 0.19747826E+05
 0.29569175E-01 0.19545926E+05
 0.29899552E-01 0.19342949E+05
 0.30233623E-01 0.19139045E+05
 0.30571425E-01 0.18934367E+05
 0.30913001E-01 0.18729070E+05
 0.31258393E-01 0.18523311E+05
 0.31607646E-01 0.18317252E+05
 0.31960800E-01 0.18111047E+05
 0.32317903E-01 0.17904859E+05
 0.32678992E-01 0.17698855E+05
 0.33044115E-01 0.17493195E+05
 0.33413321E-01 0.17288049E+05
 0.33786651E-01 0.17083574E+05
 0.34164149E-01 0.16879934E+05
 0.34545869E-01 0.16677295E+05
 0.34931853E-01 0.16475822E+05
 0.35322148E-01 0.16275662E+05
 0.35716806E-01 0.16076984E+05
 0.36115870E-01 0.15879938E+05
 0.36519397E-01 0.15684680E+05
 0.36927432E-01 0.15491354E+05
 0.37340023E-01 0.15300110E+05
 0.37757225E-01 0.15111086E+05
 0.38179088E-01 0.14924425E+05
 0.38605668E-01 0.14740249E+05
 0.39037012E-01 0.14558693E+05
 0.39473172E-01 0.14379874E+05
 0.39914209E-01 0.14203911E+05
 0.40360175E-01 0.14030906E+05
 0.40811121E-01 0.13860966E+05
 0.41267108E-01 0.13694180E+05
 0.41728187E-01 0.13530642E+05
 0.42194419E-01 0.13370418E+05
 0.42665862E-01 0.13213590E+05
 0.43142568E-01 0.13060210E+05
 0.43624602E-01 0.12910329E+05
 0.44112023E-01 0.12763993E+05
 0.44604890E-01 0.12621228E+05
 0.45103267E-01 0.12482057E+05
 0.45607205E-01 0.12346482E+05
 0.46116780E-01 0.12214507E+05
 0.46632044E-01 0.12086112E+05
 0.47153067E-01 0.11961269E+05
 0.47679912E-01 0.11839944E+05
 0.48212644E-01 0.11722082E+05
 0.48751328E-01 0.11607615E+05
 0.49296029E-01 0.11496467E+05
 0.49846817E-01 0.11388545E+05
 0.50403759E-01 0.11283746E+05
 0.50966922E-01 0.11181950E+05
 0.51536381E-01 0.11083025E+05
 0.52112199E-01 0.10986823E+05
 0.52694455E-01 0.10893189E+05
 0.53283211E-01 0.10801944E+05
 0.53878549E-01 0.10712906E+05
 0.54480538E-01 0.10625875E+05
 0.55089254E-01 0.10540637E+05
 0.55704769E-01 0.10456969E+05
 0.56327160E-01 0.10374640E+05
 0.57222035E-01 0.10259660E+05
 0.58116909E-01 0.10156374E+05
 0.59011783E-01 0.10047040E+05
 0.59906658E-01 0.99392344E+04
 0.60801532E-01 0.98322393E+04
 0.61696403E-01 0.97253945E+04
 0.62591277E-01 0.96181045E+04
 0.63486151E-01 0.95098369E+04
 0.64381026E-01 0.94001318E+04
 0.65275900E-01 0.92885898E+04
 0.66170774E-01 0.91748906E+04
 0.67065649E-01 0.90587793E+04
 0.67960523E-01 0.89400693E+04
 0.68855397E-01 0.88186484E+04
 0.69750272E-01 0.86944658E+04
 0.70645146E-01 0.85675332E+04
 0.71540013E-01 0.84379277E+04
 0.72434887E-01 0.83057754E+04
 0.73329762E-01 0.81712222E+04
 0.74224636E-01 0.80345703E+04
 0.75119510E-01 0.78960518E+04
 0.76014385E-01 0.77559707E+04
 0.76909259E-01 0.76146631E+04
 0.77804133E-01 0.74724907E+04
 0.78699008E-01 0.73298296E+04
 0.79593882E-01 0.71870684E+04
 0.80488756E-01 0.70446079E+04
 0.81383631E-01 0.69028433E+04
 0.82278505E-01 0.67621724E+04
 0.83173379E-01 0.66229810E+04
 0.84068254E-01 0.64856450E+04
 0.84963121E-01 0.63505225E+04
 0.85857995E-01 0.62179521E+04
 0.86752869E-01 0.60882495E+04
 0.87647744E-01 0.59617026E+04
 0.88542618E-01 0.58385771E+04
 0.89437492E-01 0.57190967E+04
 0.90332367E-01 0.56034771E+04
 0.91227241E-01 0.54918926E+04
 0.92122115E-01 0.53844849E+04
 0.93016990E-01 0.52813667E+04
 0.93911864E-01 0.51826191E+04
 0.94806738E-01 0.50882954E+04
 0.95701613E-01 0.49984189E+04
 0.96596487E-01 0.49129824E+04
 0.97491361E-01 0.48319600E+04
 0.98386228E-01 0.47552920E+04
 0.99281102E-01 0.46829014E+04
 0.10017598E+00 0.46146846E+04
 0.10107085E+00 0.45505234E+04
 0.10196573E+00 0.44902739E+04
 0.10286060E+00 0.44337803E+04
 0.10375547E+00 0.43808677E+04
 0.10465035E+00 0.43313521E+04
 0.10554522E+00 0.42850332E+04
 0.10644010E+00 0.42417036E+04
 0.10733497E+00 0.42011426E+04
 0.10822985E+00 0.41631289E+04
 0.10912472E+00 0.41274307E+04
 0.11001959E+00 0.40938135E+04
 0.11091446E+00 0.40620425E+04
 0.11180934E+00 0.40318811E+04
 0.11270421E+00 0.40030952E+04
 0.11359908E+00 0.39754526E+04
 0.11449396E+00 0.39487234E+04
 0.11538883E+00 0.39226875E+04
 0.11628371E+00 0.38971306E+04
 0.11717858E+00 0.38718474E+04
 0.11807346E+00 0.38466428E+04
 0.11896833E+00 0.38213333E+04
 0.11986320E+00 0.37957485E+04
 0.12075808E+00 0.37697317E+04
 0.12165295E+00 0.37431421E+04
 0.12254783E+00 0.37158530E+04
 0.12344270E+00 0.36877546E+04
 0.12433757E+00 0.36587546E+04
 0.12523244E+00 0.36287781E+04
 0.12612732E+00 0.35977661E+04
 0.12702219E+00 0.35656782E+04
 0.12791707E+00 0.35324915E+04
 0.12881194E+00 0.34981980E+04
 0.12970681E+00 0.34628066E+04
 0.13060169E+00 0.34263450E+04
 0.13149656E+00 0.33888506E+04
 0.13239144E+00 0.33503772E+04
 0.13328631E+00 0.33109917E+04
 0.13418119E+00 0.32707712E+04
 0.13507606E+00 0.32298032E+04
 0.13597094E+00 0.31881851E+04
 0.13686581E+00 0.31460188E+04
 0.13776068E+00 0.31034160E+04
 0.13865556E+00 0.30604897E+04
 0.13955043E+00 0.30173586E+04
 0.14044531E+00 0.29741411E+04
 0.14134018E+00 0.29309573E+04
 0.14223506E+00 0.28879260E+04
 0.14312993E+00 0.28451636E+04
 0.14402479E+00 0.28027847E+04
 0.14491966E+00 0.27608982E+04
 0.14581454E+00 0.27196089E+04
 0.14670941E+00 0.26790146E+04
 0.14760429E+00 0.26392085E+04
 0.14849916E+00 0.26002747E+04
 0.14939404E+00 0.25622900E+04
 0.15028891E+00 0.25253247E+04
 0.15118378E+00 0.24894390E+04
 0.15207866E+00 0.24546851E+04
 0.15297353E+00 0.24211062E+04
 0.15386841E+00 0.23887385E+04
 0.15476328E+00 0.23576077E+04
 0.15565816E+00 0.23277319E+04
 0.15655303E+00 0.22991216E+04
 0.15744790E+00 0.22717773E+04
 0.15834278E+00 0.22456946E+04
 0.15923765E+00 0.22208594E+04
 0.16013253E+00 0.21972507E+04
 0.16102740E+00 0.21748423E+04
 0.16192228E+00 0.21536013E+04
 0.16281715E+00 0.21334883E+04
 0.16371202E+00 0.21144587E+04
 0.16460690E+00 0.20964636E+04
 0.16550177E+00 0.20794500E+04
 0.16639665E+00 0.20633601E+04
 0.16729152E+00 0.20481333E+04
 0.16818640E+00 0.20337065E+04
 0.16908127E+00 0.20200142E+04
 0.16997615E+00 0.20069875E+04
 0.17087100E+00 0.19945583E+04
 0.17176588E+00 0.19826575E+04
 0.17266075E+00 0.19712141E+04
 0.17355563E+00 0.19601594E+04
 0.17445050E+00 0.19494240E+04
 0.17534538E+00 0.19389403E+04
 0.17624025E+00 0.19286427E+04
 0.17713512E+00 0.19184669E+04
 0.17803000E+00 0.19083518E+04
 0.17892487E+00 0.18982399E+04
 0.17981975E+00 0.18880759E+04
 0.18071462E+00 0.18778087E+04
 0.18160950E+00 0.18673915E+04
 0.18250437E+00 0.18567816E+04
 0.18339925E+00 0.18459407E+04
 0.18429412E+00 0.18348354E+04
 0.18518899E+00 0.18234375E+04
 0.18608387E+00 0.18117235E+04
 0.18697874E+00 0.17996744E+04
 0.18787362E+00 0.17872765E+04
 0.18876849E+00 0.17745221E+04
 0.18966337E+00 0.17614072E+04
 0.19055824E+00 0.17479335E+04
 0.19145311E+00 0.17341060E+04
 0.19234799E+00 0.17199351E+04
 0.19324286E+00 0.17054348E+04
 0.19413774E+00 0.16906239E+04
 0.19503261E+00 0.16755234E+04
 0.19592749E+00 0.16601581E+04
 0.19682235E+00 0.16445557E+04
 0.19771722E+00 0.16287463E+04
 0.19861209E+00 0.16127623E+04
 0.19950697E+00 0.15966370E+04
 0.20040184E+00 0.15804060E+04
 0.20129672E+00 0.15641053E+04
 0.20219159E+00 0.15477708E+04
 0.20308647E+00 0.15314402E+04
 0.20398134E+00 0.15151492E+04
 0.20487621E+00 0.14989348E+04
 0.20577109E+00 0.14828311E+04
 0.20666596E+00 0.14668729E+04
 0.20756084E+00 0.14510933E+04
 0.20845571E+00 0.14355227E+04
 0.20935059E+00 0.14201903E+04
 0.21024546E+00 0.14051237E+04
 0.21301180E+00 0.13604840E+04
 0.21581456E+00 0.13186816E+04
 0.21865419E+00 0.12802253E+04
 0.22153117E+00 0.12453959E+04
 0.22444601E+00 0.12142303E+04
 0.22739920E+00 0.11865256E+04
 0.23039125E+00 0.11618584E+04
 0.23342268E+00 0.11396233E+04
 0.23649399E+00 0.11190834E+04
 0.23960570E+00 0.10994359E+04
 0.24275836E+00 0.10798850E+04
 0.24595250E+00 0.10597164E+04
 0.24918868E+00 0.10383688E+04
 0.25246742E+00 0.10154866E+04
 0.25578931E+00 0.99095581E+03
 0.25915492E+00 0.96490912E+03
 0.26256481E+00 0.93770007E+03
 0.26601955E+00 0.90985461E+03
 0.26951978E+00 0.88199884E+03
 0.27306601E+00 0.85477710E+03
 0.27665895E+00 0.82877295E+03
 0.28029916E+00 0.80444019E+03
 0.28398722E+00 0.78205255E+03
 0.28772387E+00 0.76168036E+03
 0.29150966E+00 0.74318982E+03
 0.29534525E+00 0.72626978E+03
 0.29923132E+00 0.71048145E+03
 0.30316851E+00 0.69532141E+03
 0.30715752E+00 0.68029590E+03
 0.31119901E+00 0.66499103E+03
 0.31529367E+00 0.64913196E+03
 0.31944221E+00 0.63261682E+03
 0.32364532E+00 0.61552258E+03
 0.32790375E+00 0.59807959E+03
 0.33221823E+00 0.58062097E+03
 0.33658946E+00 0.56351514E+03
 0.34101820E+00 0.54709784E+03
 0.34550521E+00 0.53161316E+03
 0.35005128E+00 0.51717523E+03
 0.35465714E+00 0.50375620E+03
 0.35932362E+00 0.49120209E+03
 0.36405149E+00 0.47927036E+03
 0.36884156E+00 0.46768436E+03
 0.37369469E+00 0.45619055E+03
 0.37861165E+00 0.44460916E+03
 0.38359332E+00 0.43286514E+03
 0.38864052E+00 0.42099442E+03
 0.39375412E+00 0.40912396E+03
 0.39893502E+00 0.39743115E+03
 0.40418410E+00 0.38609570E+03
 0.40950224E+00 0.37525351E+03
 0.41489035E+00 0.36496698E+03
 0.42034936E+00 0.35521503E+03
 0.42588019E+00 0.34590662E+03
 0.43148381E+00 0.33691110E+03
 0.43716112E+00 0.32809613E+03
 0.44291317E+00 0.31936377E+03
 0.44874090E+00 0.31067242E+03
 0.45464531E+00 0.30204099E+03
 0.46062738E+00 0.29353387E+03
 0.46668819E+00 0.28523392E+03
 0.47282872E+00 0.27721237E+03
 0.47905007E+00 0.26950598E+03
 0.48535326E+00 0.26210825E+03
 0.49173939E+00 0.25497585E+03
 0.49820957E+00 0.24804732E+03
 0.50476485E+00 0.24126544E+03
 0.51140642E+00 0.23459564E+03
 0.51813537E+00 0.22803378E+03
 0.52495283E+00 0.22160124E+03
 0.53185999E+00 0.21533116E+03
 0.53885806E+00 0.20925192E+03
 0.54594821E+00 0.20337479E+03
 0.55313164E+00 0.19769063E+03
 0.56040955E+00 0.19217551E+03
 0.56778324E+00 0.18680199E+03
 0.57525396E+00 0.18155022E+03
 0.58282298E+00 0.17641365E+03
 0.59049159E+00 0.17139832E+03
 0.59826112E+00 0.16651581E+03
 0.60613286E+00 0.16177504E+03
 0.61410820E+00 0.15717696E+03
 0.62218845E+00 0.15271385E+03
 0.63037503E+00 0.14837363E+03
 0.67884243E+00 0.12583197E+03
 0.73103625E+00 0.10658942E+03
 0.78724313E+00 0.90169739E+02
 0.84777158E+00 0.76182373E+02
 0.91295379E+00 0.64287422E+02
 0.98314768E+00 0.54188114E+02
 0.10587386E+01 0.45623444E+02
 0.11401414E+01 0.38370403E+02
 0.12278029E+01 0.32237236E+02
 0.13222045E+01 0.27056335E+02
 0.14238642E+01 0.22685898E+02
 0.15333402E+01 0.19003220E+02
 0.16512336E+01 0.15903673E+02
 0.17781912E+01 0.13297775E+02
 0.19149102E+01 0.11109274E+02
 0.20621412E+01 0.92731123E+01
 0.22206922E+01 0.77341585E+01
 0.23914335E+01 0.64455070E+01
 0.25753026E+01 0.53674607E+01
 0.27733088E+01 0.44664121E+01
 0.29865391E+01 0.37139471E+01
 0.32161639E+01 0.30860920E+01
 0.34634435E+01 0.25626400E+01
 0.37297359E+01 0.21265750E+01
 0.40165024E+01 0.17635850E+01
 0.43253174E+01 0.14616442E+01
 0.46578765E+01 0.12106680E+01
 0.50160046E+01 0.10021999E+01
 0.54016681E+01 0.82915545E+00
 0.58169837E+01 0.68560869E+00
 0.62642317E+01 0.56660831E+00
 0.67458668E+01 0.46801728E+00
 0.72645335E+01 0.38638353E+00
 0.78230786E+01 0.31883043E+00
 0.84245682E+01 0.26296058E+00
 0.90723047E+01 0.21677850E+00
 0.97698431E+01 0.17862518E+00
 0.10521012E+02 0.14712068E+00
 0.11329937E+02 0.12111977E+00
 0.12201057E+02 0.99671461E-01
 0.13139154E+02 0.81987046E-01
 0.14149379E+02 0.67412898E-01
 0.15237276E+02 0.55407315E-01
 0.16408819E+02 0.45522097E-01
 0.17670437E+02 0.37386172E-01
 0.19029055E+02 0.30692842E-01
 0.20492134E+02 0.25188569E-01
 0.22067705E+02 0.20663915E-01
 0.23764414E+02 0.16946016E-01
 0.25591579E+02 0.13892165E-01
 0.27559227E+02 0.11384702E-01
 0.29678162E+02 0.93266340E-02
 0.31960014E+02 0.76380102E-02
 0.34417309E+02 0.62529985E-02
 0.37063538E+02 0.51174099E-02
 0.39913227E+02 0.41866368E-02
 0.42982018E+02 0.34239918E-02
 0.46286758E+02 0.27993126E-02
 0.49845589E+02 0.22878058E-02
 0.53678047E+02 0.18691020E-02
 0.57805168E+02 0.15264743E-02
 0.62249607E+02 0.12461880E-02
 0.67035767E+02 0.10169728E-02
 0.72189919E+02 0.82958251E-03
 0.77740349E+02 0.67643385E-03
 0.83717545E+02 0.55131054E-03
 0.90154297E+02 0.44911736E-03
 0.97085953E+02 0.36568049E-03
 0.10455056E+03 0.29758073E-03
