1.e10	0.044046810633130144
1.5848931924611135e10	0.05135481084320739
2.5118864315095802e10	0.05987531353196166
3.9810717055349724e10	0.06980949032207175
6.309573444801933e10	0.08139189010552757
1.e11	0.09489597681328081
1.5848931924611136e11	0.1106405859806315
2.51188643150958e11	0.12899745254979367
3.9810717055349725e11	0.15039998764331647
6.309573444801934e11	0.17535351153061135
1.e12	0.2044471843909935
1.5848931924611135e12	0.23836791656212786
2.51188643150958e12	0.2779165866990174
3.981071705534972e12	0.3240269507591276
6.309573444801934e12	0.3777876882604552
1.e13	0.4404681063313014
1.5848931924611137e13	0.5135481084320737
2.51188643150958e13	0.5987531353196164
3.981071705534972e13	0.6980949032207174
6.3095734448019336e13	0.8139189010552754
1.e14	0.9489597681328081
1.5848931924611138e14	1.1064058598063147
2.51188643150958e14	1.2899745254979367
3.9810717055349725e14	1.5039998764331641
6.309573444801934e14	1.7535351153061136
1.e15	2.0444718439099345
1.5848931924611135e15	2.383679165621278
2.51188643150958e15	2.779165866990173
3.981071705534972e15	3.240269507591275
6.309573444801933e15	3.7778768826045503
1.e16	4.404681063313014
1.5848931924611136e16	5.135481084320737
2.51188643150958e16	5.987531353196164
3.981071705534972e16	6.980949032207173
6.3095734448019336e16	8.139189010552753
1.e17	9.48959768132808
