9.60432e-06 1.00000e+00
9.68168e-06 1.00000e+00
9.75967e-06 1.00000e+00
9.83829e-06 1.00000e+00
9.91754e-06 1.00000e+00
9.99743e-06 1.00000e+00
1.00780e-05 1.00000e+00
1.01591e-05 1.00000e+00
1.02410e-05 1.00000e+00
1.03235e-05 1.00000e+00
1.04066e-05 1.00000e+00
1.04905e-05 1.00000e+00
1.05750e-05 1.00000e+00
1.06602e-05 1.00000e+00
1.07460e-05 1.00000e+00
1.08326e-05 1.00000e+00
1.09199e-05 1.00000e+00
1.10078e-05 1.00000e+00
1.10965e-05 1.00000e+00
1.11859e-05 1.00000e+00
1.12760e-05 1.00000e+00
1.13668e-05 1.00000e+00
1.14584e-05 1.00000e+00
1.15507e-05 1.00000e+00
1.16437e-05 1.00000e+00
1.17375e-05 1.00000e+00
1.18321e-05 1.00000e+00
1.19274e-05 1.00000e+00
1.20235e-05 1.00000e+00
1.21203e-05 1.00000e+00
1.22179e-05 1.00000e+00
1.23164e-05 1.00000e+00
1.24156e-05 1.00000e+00
1.25156e-05 1.00000e+00
1.26164e-05 1.00000e+00
1.27180e-05 1.00000e+00
1.28205e-05 1.00000e+00
1.29238e-05 1.00000e+00
1.30279e-05 1.00000e+00
1.31328e-05 1.00000e+00
1.32386e-05 1.00000e+00
1.33452e-05 1.00000e+00
1.34527e-05 1.00000e+00
1.35611e-05 1.00000e+00
1.36704e-05 1.00000e+00
1.37805e-05 1.00000e+00
1.38915e-05 1.00000e+00
1.40034e-05 1.00000e+00
1.41162e-05 1.00000e+00
1.42299e-05 1.00000e+00
1.43445e-05 1.00000e+00
1.44601e-05 1.00000e+00
1.45766e-05 1.00000e+00
1.46940e-05 9.99999e-01
1.48123e-05 9.99999e-01
1.49317e-05 9.99999e-01
1.50519e-05 9.99999e-01
1.51732e-05 9.99999e-01
1.52954e-05 9.99998e-01
1.54186e-05 9.99998e-01
1.55428e-05 9.99998e-01
1.56680e-05 9.99998e-01
1.57942e-05 9.99997e-01
1.59215e-05 9.99997e-01
1.60497e-05 9.99997e-01
1.61790e-05 9.99997e-01
1.63093e-05 9.99997e-01
1.64407e-05 9.99996e-01
1.65732e-05 9.99996e-01
1.67067e-05 9.99996e-01
1.68412e-05 9.99996e-01
1.69769e-05 9.99996e-01
1.71137e-05 9.99995e-01
1.72515e-05 9.99995e-01
1.73905e-05 9.99995e-01
1.75306e-05 9.99995e-01
1.76718e-05 9.99995e-01
1.78141e-05 9.99995e-01
1.79576e-05 9.99995e-01
1.81023e-05 9.99995e-01
1.82481e-05 9.99995e-01
1.83951e-05 9.99995e-01
1.85433e-05 9.99995e-01
1.86927e-05 9.99995e-01
1.88432e-05 9.99995e-01
1.89950e-05 9.99995e-01
1.91480e-05 9.99995e-01
1.93023e-05 9.99995e-01
1.94578e-05 9.99995e-01
1.96145e-05 9.99995e-01
1.97725e-05 9.99995e-01
1.99318e-05 9.99995e-01
2.00923e-05 9.99995e-01
2.02542e-05 9.99995e-01
2.04174e-05 9.99995e-01
2.05818e-05 9.99995e-01
2.07476e-05 9.99995e-01
2.09147e-05 9.99995e-01
2.10832e-05 9.99995e-01
2.12531e-05 9.99995e-01
2.14243e-05 9.99995e-01
2.15968e-05 9.99995e-01
2.17708e-05 9.99995e-01
2.19462e-05 9.99995e-01
2.21230e-05 9.99995e-01
2.23012e-05 9.99994e-01
2.24808e-05 9.99994e-01
2.26619e-05 9.99994e-01
2.28445e-05 9.99994e-01
2.30285e-05 9.99994e-01
2.32140e-05 9.99994e-01
2.34010e-05 9.99993e-01
2.35895e-05 9.99993e-01
2.37795e-05 9.99993e-01
2.39711e-05 9.99993e-01
2.41642e-05 9.99992e-01
2.43588e-05 9.99992e-01
2.45550e-05 9.99992e-01
2.47528e-05 9.99992e-01
2.49522e-05 9.99991e-01
2.51532e-05 9.99991e-01
2.53558e-05 9.99991e-01
2.55601e-05 9.99991e-01
2.57660e-05 9.99991e-01
2.59735e-05 9.99990e-01
2.61828e-05 9.99990e-01
2.63937e-05 9.99990e-01
2.66063e-05 9.99990e-01
2.68206e-05 9.99990e-01
2.70367e-05 9.99989e-01
2.72545e-05 9.99989e-01
2.74740e-05 9.99989e-01
2.76953e-05 9.99989e-01
2.79184e-05 9.99989e-01
2.81433e-05 9.99989e-01
2.83700e-05 9.99988e-01
2.85985e-05 9.99988e-01
2.88289e-05 9.99988e-01
2.90611e-05 9.99988e-01
2.92952e-05 9.99988e-01
2.95312e-05 9.99988e-01
2.97691e-05 9.99987e-01
3.00089e-05 9.99987e-01
3.02507e-05 9.99987e-01
3.04943e-05 9.99987e-01
3.07400e-05 9.99987e-01
3.09876e-05 9.99986e-01
3.12372e-05 9.99986e-01
3.14888e-05 9.99986e-01
3.17425e-05 9.99986e-01
3.19982e-05 9.99985e-01
3.22560e-05 9.99985e-01
3.25158e-05 9.99985e-01
3.27777e-05 9.99984e-01
3.30417e-05 9.99984e-01
3.33079e-05 9.99984e-01
3.35762e-05 9.99983e-01
3.38467e-05 9.99983e-01
3.41193e-05 9.99982e-01
3.43942e-05 9.99982e-01
3.46712e-05 9.99982e-01
3.49505e-05 9.99981e-01
3.52321e-05 9.99981e-01
3.55159e-05 9.99980e-01
3.58020e-05 9.99980e-01
3.60904e-05 9.99979e-01
3.63811e-05 9.99979e-01
3.66742e-05 9.99979e-01
3.69696e-05 9.99978e-01
3.72674e-05 9.99978e-01
3.75676e-05 9.99977e-01
3.78702e-05 9.99977e-01
3.81753e-05 9.99977e-01
3.84828e-05 9.99976e-01
3.87928e-05 9.99976e-01
3.91053e-05 9.99975e-01
3.94203e-05 9.99975e-01
3.97378e-05 9.99975e-01
4.00579e-05 9.99974e-01
4.03806e-05 9.99974e-01
4.07059e-05 9.99974e-01
4.10338e-05 9.99973e-01
4.13643e-05 9.99973e-01
4.16975e-05 9.99973e-01
4.20334e-05 9.99972e-01
4.23720e-05 9.99972e-01
4.27133e-05 9.99972e-01
4.30574e-05 9.99971e-01
4.34043e-05 9.99971e-01
4.37539e-05 9.99971e-01
4.41064e-05 9.99970e-01
4.44617e-05 9.99970e-01
4.48198e-05 9.99969e-01
4.51808e-05 9.99969e-01
4.55448e-05 9.99969e-01
4.59117e-05 9.99968e-01
4.62815e-05 9.99968e-01
4.66543e-05 9.99967e-01
4.70301e-05 9.99967e-01
4.74090e-05 9.99966e-01
4.77909e-05 9.99966e-01
4.81759e-05 9.99965e-01
4.85639e-05 9.99964e-01
4.89551e-05 9.99964e-01
4.93495e-05 9.99963e-01
4.97470e-05 9.99963e-01
5.01478e-05 9.99962e-01
5.05517e-05 9.99961e-01
5.09589e-05 9.99960e-01
5.13694e-05 9.99960e-01
5.17832e-05 9.99959e-01
5.22004e-05 9.99958e-01
5.26208e-05 9.99957e-01
5.30447e-05 9.99957e-01
5.34720e-05 9.99956e-01
5.39028e-05 9.99955e-01
5.43370e-05 9.99954e-01
5.47747e-05 9.99953e-01
5.52159e-05 9.99952e-01
5.56607e-05 9.99951e-01
5.61091e-05 9.99951e-01
5.65610e-05 9.99950e-01
5.70167e-05 9.99949e-01
5.74759e-05 9.99948e-01
