#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.541416E-02   0.136101E+08   0.136070E+08   0.313154E+05   0.334239E+05   0.106418E+08   0.135961E+08   0.136097E+08   0.135961E+08  -0.483375E+00   0.103316E+08   0.103316E+08   0.288241E+01
   0.547465E-02   0.135873E+08   0.135841E+08   0.299255E+05   0.331435E+05   0.105914E+08   0.135732E+08   0.135868E+08   0.135732E+08  -0.482559E+00   0.103142E+08   0.103142E+08   0.290643E+01
   0.553582E-02   0.135643E+08   0.135610E+08   0.291135E+05   0.330372E+05   0.105407E+08   0.135500E+08   0.135638E+08   0.135500E+08  -0.481735E+00   0.102967E+08   0.102966E+08   0.293062E+01
   0.559767E-02   0.135410E+08   0.135376E+08   0.288552E+05   0.330624E+05   0.104897E+08   0.135266E+08   0.135405E+08   0.135266E+08  -0.480903E+00   0.102789E+08   0.102789E+08   0.295498E+01
   0.566022E-02   0.135175E+08   0.135141E+08   0.289917E+05   0.331324E+05   0.104384E+08   0.135029E+08   0.135170E+08   0.135029E+08  -0.480062E+00   0.102610E+08   0.102609E+08   0.297951E+01
   0.572346E-02   0.134938E+08   0.134902E+08   0.292649E+05   0.331332E+05   0.103867E+08   0.134790E+08   0.134932E+08   0.134790E+08  -0.479212E+00   0.102429E+08   0.102428E+08   0.300420E+01
   0.578741E-02   0.134698E+08   0.134662E+08   0.293813E+05   0.329503E+05   0.103348E+08   0.134549E+08   0.134692E+08   0.134549E+08  -0.478354E+00   0.102246E+08   0.102245E+08   0.302907E+01
   0.585207E-02   0.134455E+08   0.134418E+08   0.290885E+05   0.325013E+05   0.102826E+08   0.134305E+08   0.134449E+08   0.134305E+08  -0.477487E+00   0.102061E+08   0.102060E+08   0.305411E+01
   0.591746E-02   0.134210E+08   0.134173E+08   0.282445E+05   0.317633E+05   0.102298E+08   0.134059E+08   0.134204E+08   0.134059E+08  -0.476611E+00   0.101874E+08   0.101874E+08   0.307932E+01
   0.598357E-02   0.133963E+08   0.133924E+08   0.268614E+05   0.307868E+05   0.101769E+08   0.133810E+08   0.133957E+08   0.133810E+08  -0.475726E+00   0.101686E+08   0.101685E+08   0.310471E+01
   0.605043E-02   0.133713E+08   0.133674E+08   0.251092E+05   0.296890E+05   0.101238E+08   0.133559E+08   0.133707E+08   0.133559E+08  -0.474833E+00   0.101495E+08   0.101494E+08   0.313026E+01
   0.611803E-02   0.133461E+08   0.133421E+08   0.232754E+05   0.286257E+05   0.100703E+08   0.133305E+08   0.133454E+08   0.133305E+08  -0.473931E+00   0.101303E+08   0.101302E+08   0.315598E+01
   0.618639E-02   0.133206E+08   0.133165E+08   0.216889E+05   0.277485E+05   0.100166E+08   0.133049E+08   0.133199E+08   0.133049E+08  -0.473020E+00   0.101108E+08   0.101108E+08   0.318187E+01
   0.625551E-02   0.132948E+08   0.132907E+08   0.206277E+05   0.271586E+05   0.996261E+07   0.132790E+08   0.132942E+08   0.132790E+08  -0.472100E+00   0.100912E+08   0.100912E+08   0.320794E+01
   0.632540E-02   0.132688E+08   0.132646E+08   0.202368E+05   0.268718E+05   0.990831E+07   0.132529E+08   0.132682E+08   0.132529E+08  -0.471171E+00   0.100714E+08   0.100713E+08   0.323418E+01
   0.639608E-02   0.132426E+08   0.132383E+08   0.204810E+05   0.268090E+05   0.985373E+07   0.132265E+08   0.132419E+08   0.132265E+08  -0.470232E+00   0.100514E+08   0.100513E+08   0.326058E+01
   0.646754E-02   0.132161E+08   0.132117E+08   0.211509E+05   0.268166E+05   0.979886E+07   0.131998E+08   0.132154E+08   0.131998E+08  -0.469285E+00   0.100312E+08   0.100311E+08   0.328716E+01
   0.653980E-02   0.131893E+08   0.131848E+08   0.219207E+05   0.267139E+05   0.974373E+07   0.131729E+08   0.131886E+08   0.131729E+08  -0.468328E+00   0.100108E+08   0.100107E+08   0.331390E+01
   0.661287E-02   0.131623E+08   0.131577E+08   0.224464E+05   0.263536E+05   0.968832E+07   0.131458E+08   0.131616E+08   0.131458E+08  -0.467363E+00   0.999021E+07   0.999013E+07   0.334082E+01
   0.668676E-02   0.131350E+08   0.131303E+08   0.224703E+05   0.256753E+05   0.963263E+07   0.131183E+08   0.131343E+08   0.131183E+08  -0.466387E+00   0.996942E+07   0.996934E+07   0.336790E+01
   0.676147E-02   0.131075E+08   0.131027E+08   0.219013E+05   0.247303E+05   0.957668E+07   0.130906E+08   0.131067E+08   0.130906E+08  -0.465403E+00   0.994842E+07   0.994834E+07   0.339516E+01
   0.683702E-02   0.130797E+08   0.130748E+08   0.208402E+05   0.236690E+05   0.952054E+07   0.130627E+08   0.130789E+08   0.130627E+08  -0.464409E+00   0.992723E+07   0.992715E+07   0.342258E+01
   0.691341E-02   0.130516E+08   0.130466E+08   0.195402E+05   0.226885E+05   0.946408E+07   0.130345E+08   0.130508E+08   0.130345E+08  -0.463406E+00   0.990584E+07   0.990576E+07   0.345017E+01
   0.699065E-02   0.130233E+08   0.130182E+08   0.183145E+05   0.219609E+05   0.940736E+07   0.130060E+08   0.130225E+08   0.130060E+08  -0.462393E+00   0.988424E+07   0.988416E+07   0.347793E+01
   0.706876E-02   0.129947E+08   0.129894E+08   0.174216E+05   0.215656E+05   0.935041E+07   0.129772E+08   0.129939E+08   0.129772E+08  -0.461371E+00   0.986244E+07   0.986235E+07   0.350585E+01
   0.714774E-02   0.129658E+08   0.129605E+08   0.169720E+05   0.214551E+05   0.929321E+07   0.129482E+08   0.129650E+08   0.129482E+08  -0.460339E+00   0.984043E+07   0.984035E+07   0.353393E+01
   0.722760E-02   0.129366E+08   0.129312E+08   0.168918E+05   0.214702E+05   0.923577E+07   0.129189E+08   0.129358E+08   0.129189E+08  -0.459297E+00   0.981822E+07   0.981813E+07   0.356218E+01
   0.730835E-02   0.129072E+08   0.129017E+08   0.169596E+05   0.214023E+05   0.917812E+07   0.128893E+08   0.129064E+08   0.128894E+08  -0.458246E+00   0.979580E+07   0.979571E+07   0.359060E+01
   0.739001E-02   0.128775E+08   0.128718E+08   0.169042E+05   0.210793E+05   0.912024E+07   0.128595E+08   0.128766E+08   0.128595E+08  -0.457185E+00   0.977317E+07   0.977308E+07   0.361917E+01
   0.747258E-02   0.128475E+08   0.128418E+08   0.165226E+05   0.204408E+05   0.906215E+07   0.128294E+08   0.128466E+08   0.128294E+08  -0.456114E+00   0.975034E+07   0.975024E+07   0.364791E+01
   0.755607E-02   0.128173E+08   0.128114E+08   0.157709E+05   0.195676E+05   0.900385E+07   0.127990E+08   0.128164E+08   0.127990E+08  -0.455034E+00   0.972729E+07   0.972720E+07   0.367681E+01
   0.764050E-02   0.127868E+08   0.127807E+08   0.147836E+05   0.186491E+05   0.894536E+07   0.127683E+08   0.127858E+08   0.127683E+08  -0.453943E+00   0.970404E+07   0.970394E+07   0.370586E+01
   0.772586E-02   0.127560E+08   0.127498E+08   0.138140E+05   0.178996E+05   0.888667E+07   0.127374E+08   0.127550E+08   0.127374E+08  -0.452843E+00   0.968057E+07   0.968047E+07   0.373507E+01
   0.781218E-02   0.127249E+08   0.127186E+08   0.131176E+05   0.174588E+05   0.882780E+07   0.127061E+08   0.127239E+08   0.127061E+08  -0.451732E+00   0.965688E+07   0.965678E+07   0.376444E+01
   0.789947E-02   0.126935E+08   0.126871E+08   0.128329E+05   0.173235E+05   0.876877E+07   0.126746E+08   0.126925E+08   0.126746E+08  -0.450612E+00   0.963299E+07   0.963288E+07   0.379396E+01
   0.798773E-02   0.126619E+08   0.126553E+08   0.129173E+05   0.173459E+05   0.870956E+07   0.126428E+08   0.126608E+08   0.126428E+08  -0.449481E+00   0.960888E+07   0.960877E+07   0.382363E+01
   0.807698E-02   0.126299E+08   0.126232E+08   0.131710E+05   0.173043E+05   0.865019E+07   0.126107E+08   0.126289E+08   0.126107E+08  -0.448341E+00   0.958455E+07   0.958444E+07   0.385344E+01
   0.816722E-02   0.125977E+08   0.125909E+08   0.133404E+05   0.170139E+05   0.859066E+07   0.125784E+08   0.125966E+08   0.125784E+08  -0.447190E+00   0.956000E+07   0.955989E+07   0.388341E+01
   0.825848E-02   0.125652E+08   0.125582E+08   0.132477E+05   0.164236E+05   0.853097E+07   0.125457E+08   0.125641E+08   0.125457E+08  -0.446029E+00   0.953524E+07   0.953513E+07   0.391352E+01
   0.835075E-02   0.125324E+08   0.125253E+08   0.128801E+05   0.156455E+05   0.847113E+07   0.125128E+08   0.125313E+08   0.125128E+08  -0.444857E+00   0.951026E+07   0.951014E+07   0.394378E+01
   0.844405E-02   0.124993E+08   0.124921E+08   0.123848E+05   0.148972E+05   0.841114E+07   0.124795E+08   0.124982E+08   0.124795E+08  -0.443676E+00   0.948505E+07   0.948494E+07   0.397417E+01
   0.853840E-02   0.124659E+08   0.124585E+08   0.119710E+05   0.143834E+05   0.835100E+07   0.124460E+08   0.124648E+08   0.124460E+08  -0.442484E+00   0.945963E+07   0.945951E+07   0.400470E+01
   0.863380E-02   0.124322E+08   0.124247E+08   0.117717E+05   0.141803E+05   0.829072E+07   0.124122E+08   0.124311E+08   0.124122E+08  -0.441281E+00   0.943398E+07   0.943386E+07   0.403537E+01
   0.873027E-02   0.123982E+08   0.123906E+08   0.117487E+05   0.141892E+05   0.823028E+07   0.123781E+08   0.123971E+08   0.123781E+08  -0.440068E+00   0.940811E+07   0.940799E+07   0.406617E+01
   0.882781E-02   0.123640E+08   0.123561E+08   0.117049E+05   0.141918E+05   0.816968E+07   0.123436E+08   0.123628E+08   0.123436E+08  -0.438845E+00   0.938201E+07   0.938189E+07   0.409710E+01
   0.892644E-02   0.123294E+08   0.123214E+08   0.114060E+05   0.139796E+05   0.810894E+07   0.123089E+08   0.123282E+08   0.123089E+08  -0.437611E+00   0.935569E+07   0.935556E+07   0.412816E+01
   0.902618E-02   0.122945E+08   0.122864E+08   0.107438E+05   0.134814E+05   0.804803E+07   0.122739E+08   0.122933E+08   0.122739E+08  -0.436366E+00   0.932914E+07   0.932901E+07   0.415933E+01
   0.912703E-02   0.122594E+08   0.122511E+08   0.983587E+04   0.128106E+05   0.798696E+07   0.122386E+08   0.122581E+08   0.122386E+08  -0.435111E+00   0.930237E+07   0.930224E+07   0.419063E+01
   0.922901E-02   0.122239E+08   0.122154E+08   0.898554E+04   0.121946E+05   0.792574E+07   0.122030E+08   0.122226E+08   0.122030E+08  -0.433845E+00   0.927536E+07   0.927523E+07   0.422204E+01
   0.933212E-02   0.121881E+08   0.121795E+08   0.851018E+04   0.118281E+05   0.786435E+07   0.121671E+08   0.121868E+08   0.121671E+08  -0.432568E+00   0.924813E+07   0.924799E+07   0.425356E+01
   0.943639E-02   0.121521E+08   0.121432E+08   0.853793E+04   0.117428E+05   0.780280E+07   0.121309E+08   0.121507E+08   0.121309E+08  -0.431280E+00   0.922066E+07   0.922052E+07   0.428520E+01
   0.954182E-02   0.121157E+08   0.121067E+08   0.890816E+04   0.117833E+05   0.774109E+07   0.120943E+08   0.121143E+08   0.120944E+08  -0.429982E+00   0.919296E+07   0.919282E+07   0.431693E+01
   0.964844E-02   0.120790E+08   0.120698E+08   0.925733E+04   0.117129E+05   0.767922E+07   0.120575E+08   0.120776E+08   0.120575E+08  -0.428672E+00   0.916503E+07   0.916489E+07   0.434876E+01
   0.975624E-02   0.120420E+08   0.120326E+08   0.925076E+04   0.113804E+05   0.761719E+07   0.120204E+08   0.120406E+08   0.120204E+08  -0.427352E+00   0.913687E+07   0.913672E+07   0.438069E+01
   0.986524E-02   0.120047E+08   0.119951E+08   0.881136E+04   0.108304E+05   0.755503E+07   0.119829E+08   0.120032E+08   0.119829E+08  -0.426020E+00   0.910846E+07   0.910832E+07   0.441271E+01
   0.997547E-02   0.119671E+08   0.119573E+08   0.817971E+04   0.102729E+05   0.749273E+07   0.119452E+08   0.119656E+08   0.119452E+08  -0.424678E+00   0.907983E+07   0.907968E+07   0.444481E+01
   0.100869E-01   0.119291E+08   0.119192E+08   0.774549E+04   0.992618E+04   0.743030E+07   0.119071E+08   0.119276E+08   0.119071E+08  -0.423324E+00   0.905096E+07   0.905080E+07   0.447699E+01
   0.101996E-01   0.118909E+08   0.118808E+08   0.775488E+04   0.984875E+04   0.736776E+07   0.118687E+08   0.118893E+08   0.118687E+08  -0.421959E+00   0.902184E+07   0.902169E+07   0.450924E+01
   0.103136E-01   0.118523E+08   0.118420E+08   0.810606E+04   0.989148E+04   0.730513E+07   0.118300E+08   0.118507E+08   0.118300E+08  -0.420584E+00   0.899249E+07   0.899233E+07   0.454157E+01
   0.104288E-01   0.118135E+08   0.118029E+08   0.839984E+04   0.981509E+04   0.724241E+07   0.117910E+08   0.118118E+08   0.117910E+08  -0.419196E+00   0.896290E+07   0.896274E+07   0.457395E+01
   0.105453E-01   0.117743E+08   0.117635E+08   0.822967E+04   0.948528E+04   0.717964E+07   0.117517E+08   0.117726E+08   0.117517E+08  -0.417798E+00   0.893307E+07   0.893290E+07   0.460639E+01
   0.106632E-01   0.117348E+08   0.117238E+08   0.750217E+04   0.898595E+04   0.711682E+07   0.117120E+08   0.117331E+08   0.117120E+08  -0.416388E+00   0.890299E+07   0.890282E+07   0.463889E+01
   0.107823E-01   0.116949E+08   0.116838E+08   0.653370E+04   0.854953E+04   0.705397E+07   0.116720E+08   0.116932E+08   0.116720E+08  -0.414967E+00   0.887267E+07   0.887250E+07   0.467142E+01
   0.109028E-01   0.116548E+08   0.116434E+08   0.582840E+04   0.835571E+04   0.699111E+07   0.116317E+08   0.116530E+08   0.116317E+08  -0.413534E+00   0.884211E+07   0.884194E+07   0.470399E+01
   0.110246E-01   0.116143E+08   0.116027E+08   0.569896E+04   0.837111E+04   0.692826E+07   0.115911E+08   0.116125E+08   0.115911E+08  -0.412090E+00   0.881130E+07   0.881113E+07   0.473659E+01
   0.111478E-01   0.115735E+08   0.115616E+08   0.603447E+04   0.837771E+04   0.686542E+07   0.115502E+08   0.115716E+08   0.115502E+08  -0.410635E+00   0.878025E+07   0.878007E+07   0.476921E+01
   0.112723E-01   0.115323E+08   0.115203E+08   0.641164E+04   0.817310E+04   0.680262E+07   0.115089E+08   0.115305E+08   0.115089E+08  -0.409168E+00   0.874895E+07   0.874877E+07   0.480185E+01
   0.113983E-01   0.114909E+08   0.114786E+08   0.645790E+04   0.776172E+04   0.673985E+07   0.114673E+08   0.114890E+08   0.114673E+08  -0.407689E+00   0.871741E+07   0.871722E+07   0.483449E+01
   0.115256E-01   0.114491E+08   0.114366E+08   0.615003E+04   0.735198E+04   0.667713E+07   0.114254E+08   0.114472E+08   0.114254E+08  -0.406199E+00   0.868561E+07   0.868542E+07   0.486713E+01
   0.116544E-01   0.114070E+08   0.113942E+08   0.578487E+04   0.715259E+04   0.661446E+07   0.113832E+08   0.114050E+08   0.113832E+08  -0.404697E+00   0.865357E+07   0.865338E+07   0.489976E+01
   0.117846E-01   0.113645E+08   0.113515E+08   0.565935E+04   0.716310E+04   0.655184E+07   0.113406E+08   0.113625E+08   0.113406E+08  -0.403183E+00   0.862128E+07   0.862108E+07   0.493237E+01
   0.119163E-01   0.113218E+08   0.113085E+08   0.577399E+04   0.717291E+04   0.648926E+07   0.112977E+08   0.113197E+08   0.112977E+08  -0.401658E+00   0.858873E+07   0.858853E+07   0.496495E+01
   0.120494E-01   0.112787E+08   0.112651E+08   0.585008E+04   0.697987E+04   0.642673E+07   0.112544E+08   0.112766E+08   0.112544E+08  -0.400121E+00   0.855594E+07   0.855573E+07   0.499749E+01
   0.121841E-01   0.112352E+08   0.112215E+08   0.563355E+04   0.660549E+04   0.636425E+07   0.112109E+08   0.112331E+08   0.112109E+08  -0.398572E+00   0.852289E+07   0.852268E+07   0.502998E+01
   0.123202E-01   0.111914E+08   0.111774E+08   0.516121E+04   0.627267E+04   0.630180E+07   0.111670E+08   0.111893E+08   0.111670E+08  -0.397011E+00   0.848959E+07   0.848938E+07   0.506242E+01
   0.124579E-01   0.111473E+08   0.111330E+08   0.470779E+04   0.615949E+04   0.623939E+07   0.111228E+08   0.111451E+08   0.111228E+08  -0.395439E+00   0.845604E+07   0.845582E+07   0.509479E+01
   0.125970E-01   0.111029E+08   0.110883E+08   0.448460E+04   0.619767E+04   0.617700E+07   0.110782E+08   0.111006E+08   0.110782E+08  -0.393854E+00   0.842223E+07   0.842201E+07   0.512708E+01
   0.127378E-01   0.110581E+08   0.110433E+08   0.444030E+04   0.615018E+04   0.611465E+07   0.110333E+08   0.110558E+08   0.110333E+08  -0.392258E+00   0.838817E+07   0.838794E+07   0.515927E+01
   0.128801E-01   0.110130E+08   0.109979E+08   0.438890E+04   0.588914E+04   0.605232E+07   0.109880E+08   0.110107E+08   0.109880E+08  -0.390649E+00   0.835385E+07   0.835362E+07   0.519137E+01
   0.130240E-01   0.109675E+08   0.109521E+08   0.428695E+04   0.554935E+04   0.599002E+07   0.109425E+08   0.109652E+08   0.109425E+08  -0.389029E+00   0.831927E+07   0.831904E+07   0.522335E+01
   0.131695E-01   0.109217E+08   0.109061E+08   0.428656E+04   0.536417E+04   0.592775E+07   0.108965E+08   0.109193E+08   0.108965E+08  -0.387396E+00   0.828444E+07   0.828420E+07   0.525520E+01
   0.133167E-01   0.108756E+08   0.108596E+08   0.447605E+04   0.537482E+04   0.586552E+07   0.108503E+08   0.108731E+08   0.108503E+08  -0.385752E+00   0.824935E+07   0.824911E+07   0.528691E+01
   0.134655E-01   0.108291E+08   0.108129E+08   0.465855E+04   0.537753E+04   0.580335E+07   0.108037E+08   0.108266E+08   0.108037E+08  -0.384095E+00   0.821400E+07   0.821376E+07   0.531848E+01
   0.136159E-01   0.107823E+08   0.107657E+08   0.452175E+04   0.518700E+04   0.574123E+07   0.107568E+08   0.107797E+08   0.107568E+08  -0.382427E+00   0.817839E+07   0.817814E+07   0.534987E+01
   0.137681E-01   0.107351E+08   0.107183E+08   0.404236E+04   0.488099E+04   0.567918E+07   0.107095E+08   0.107325E+08   0.107095E+08  -0.380746E+00   0.814252E+07   0.814227E+07   0.538109E+01
   0.139219E-01   0.106876E+08   0.106705E+08   0.358552E+04   0.469574E+04   0.561722E+07   0.106619E+08   0.106850E+08   0.106619E+08  -0.379053E+00   0.810640E+07   0.810614E+07   0.541211E+01
