#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.252171E-03   0.198945E+08   0.198945E+08   0.193663E+08   0.193581E+08   0.198729E+08   0.198944E+08   0.198945E+08   0.198993E+08  -0.471862E+00   0.104583E+08   0.104583E+08   0.142876E+00
   0.281806E-03   0.198909E+08   0.198909E+08   0.178825E+08   0.178735E+08   0.198638E+08   0.198908E+08   0.198909E+08   0.198953E+08  -0.471760E+00   0.104564E+08   0.104564E+08   0.159126E+00
   0.314923E-03   0.198865E+08   0.198865E+08   0.161778E+08   0.161680E+08   0.198525E+08   0.198863E+08   0.198865E+08   0.198904E+08  -0.471634E+00   0.104541E+08   0.104541E+08   0.177092E+00
   0.351933E-03   0.198810E+08   0.198810E+08   0.142619E+08   0.142518E+08   0.198385E+08   0.198808E+08   0.198810E+08   0.198845E+08  -0.471480E+00   0.104511E+08   0.104511E+08   0.196914E+00
   0.393291E-03   0.198743E+08   0.198743E+08   0.121689E+08   0.121591E+08   0.198212E+08   0.198741E+08   0.198743E+08   0.198772E+08  -0.471293E+00   0.104475E+08   0.104475E+08   0.218731E+00
   0.439511E-03   0.198661E+08   0.198661E+08   0.996522E+07   0.995659E+07   0.197997E+08   0.198658E+08   0.198661E+08   0.198683E+08  -0.471067E+00   0.104431E+08   0.104431E+08   0.242682E+00
   0.491162E-03   0.198560E+08   0.198560E+08   0.775470E+07   0.774822E+07   0.197732E+08   0.198556E+08   0.198560E+08   0.198576E+08  -0.470794E+00   0.104377E+08   0.104377E+08   0.268905E+00
   0.548882E-03   0.198437E+08   0.198436E+08   0.567605E+07   0.567261E+07   0.197406E+08   0.198432E+08   0.198437E+08   0.198447E+08  -0.470468E+00   0.104311E+08   0.104311E+08   0.297541E+00
   0.613387E-03   0.198287E+08   0.198287E+08   0.388636E+07   0.388642E+07   0.197005E+08   0.198282E+08   0.198287E+08   0.198291E+08  -0.470080E+00   0.104231E+08   0.104231E+08   0.328739E+00
   0.685471E-03   0.198107E+08   0.198106E+08   0.252517E+07   0.252826E+07   0.196515E+08   0.198100E+08   0.198107E+08   0.198106E+08  -0.469620E+00   0.104134E+08   0.104134E+08   0.362669E+00
   0.766027E-03   0.197890E+08   0.197889E+08   0.166118E+07   0.166565E+07   0.195917E+08   0.197881E+08   0.197890E+08   0.197885E+08  -0.469078E+00   0.104017E+08   0.104017E+08   0.399535E+00
   0.856050E-03   0.197630E+08   0.197629E+08   0.124065E+07   0.124389E+07   0.195191E+08   0.197619E+08   0.197630E+08   0.197622E+08  -0.468440E+00   0.103878E+08   0.103878E+08   0.439586E+00
   0.956652E-03   0.197321E+08   0.197320E+08   0.107797E+07   0.107770E+07   0.194313E+08   0.197307E+08   0.197320E+08   0.197310E+08  -0.467688E+00   0.103713E+08   0.103713E+08   0.483123E+00
   0.106908E-02   0.196954E+08   0.196952E+08   0.933827E+06   0.929798E+06   0.193257E+08   0.196937E+08   0.196953E+08   0.196939E+08  -0.466803E+00   0.103518E+08   0.103518E+08   0.530481E+00
   0.119471E-02   0.196520E+08   0.196518E+08   0.673187E+06   0.667541E+06   0.191995E+08   0.196499E+08   0.196520E+08   0.196501E+08  -0.465760E+00   0.103287E+08   0.103287E+08   0.582012E+00
   0.133512E-02   0.196010E+08   0.196007E+08   0.377433E+06   0.371744E+06   0.190496E+08   0.195984E+08   0.196009E+08   0.195985E+08  -0.464533E+00   0.103016E+08   0.103016E+08   0.638067E+00
   0.149202E-02   0.195411E+08   0.195408E+08   0.228117E+06   0.219681E+06   0.188730E+08   0.195380E+08   0.195410E+08   0.195380E+08  -0.463095E+00   0.102698E+08   0.102698E+08   0.699008E+00
   0.166736E-02   0.194710E+08   0.194707E+08   0.220768E+06   0.206559E+06   0.186670E+08   0.194673E+08   0.194710E+08   0.194673E+08  -0.461417E+00   0.102327E+08   0.102327E+08   0.765235E+00
   0.186330E-02   0.193894E+08   0.193890E+08   0.162852E+06   0.149801E+06   0.184290E+08   0.193850E+08   0.193893E+08   0.193850E+08  -0.459463E+00   0.101894E+08   0.101894E+08   0.837196E+00
   0.208228E-02   0.192947E+08   0.192942E+08   0.623407E+05   0.597328E+05   0.181574E+08   0.192895E+08   0.192947E+08   0.192895E+08  -0.457197E+00   0.101393E+08   0.101393E+08   0.915356E+00
   0.232699E-02   0.191853E+08   0.191847E+08   0.601976E+05   0.590530E+05   0.178510E+08   0.191792E+08   0.191852E+08   0.191792E+08  -0.454581E+00   0.100814E+08   0.100814E+08   0.100020E+01
   0.260045E-02   0.190595E+08   0.190588E+08   0.380408E+05   0.313330E+05   0.175097E+08   0.190523E+08   0.190594E+08   0.190523E+08  -0.451574E+00   0.100148E+08   0.100148E+08   0.109226E+01
   0.290605E-02   0.189155E+08   0.189145E+08   0.218261E+05   0.146579E+05   0.171338E+08   0.189072E+08   0.189154E+08   0.189072E+08  -0.448133E+00   0.993868E+07   0.993867E+07   0.119208E+01
   0.324757E-02   0.187517E+08   0.187505E+08   0.192531E+05   0.884641E+04   0.167336E+08   0.187424E+08   0.187516E+08   0.187424E+08  -0.444225E+00   0.985217E+07   0.985215E+07   0.130025E+01
   0.362922E-02   0.185659E+08   0.185644E+08   0.105881E+05   0.423433E+04   0.162862E+08   0.185553E+08   0.185657E+08   0.185553E+08  -0.439789E+00   0.975400E+07   0.975399E+07   0.141735E+01
   0.405572E-02   0.183563E+08   0.183545E+08   0.181557E+04  -0.441699E+04   0.157991E+08   0.183443E+08   0.183560E+08   0.183443E+08  -0.434790E+00   0.964335E+07   0.964333E+07   0.154398E+01
   0.453235E-02   0.181210E+08   0.181187E+08   0.659520E+04   0.608621E+04   0.152657E+08   0.181076E+08   0.181206E+08   0.181076E+08  -0.429178E+00   0.951915E+07   0.951912E+07   0.168071E+01
   0.506499E-02   0.178582E+08   0.178554E+08   0.498043E+04   0.185617E+05   0.146917E+08   0.178433E+08   0.178578E+08   0.178433E+08  -0.422915E+00   0.938053E+07   0.938050E+07   0.182808E+01
   0.512158E-02   0.178304E+08   0.178275E+08   0.436783E+04   0.183654E+05   0.146318E+08   0.178153E+08   0.178299E+08   0.178153E+08  -0.422251E+00   0.936583E+07   0.936580E+07   0.184342E+01
   0.517880E-02   0.178022E+08   0.177993E+08   0.314894E+04   0.181092E+05   0.145715E+08   0.177870E+08   0.178017E+08   0.177870E+08  -0.421580E+00   0.935098E+07   0.935095E+07   0.185887E+01
   0.523666E-02   0.177737E+08   0.177708E+08   0.160316E+04   0.178800E+05   0.145107E+08   0.177584E+08   0.177733E+08   0.177584E+08  -0.420901E+00   0.933597E+07   0.933594E+07   0.187443E+01
   0.529517E-02   0.177450E+08   0.177419E+08   0.117197E+03   0.177610E+05   0.144495E+08   0.177295E+08   0.177445E+08   0.177295E+08  -0.420216E+00   0.932080E+07   0.932077E+07   0.189010E+01
   0.535434E-02   0.177159E+08   0.177128E+08  -0.921335E+03   0.178124E+05   0.143878E+08   0.177003E+08   0.177154E+08   0.177003E+08  -0.419524E+00   0.930548E+07   0.930545E+07   0.190589E+01
   0.541416E-02   0.176866E+08   0.176834E+08  -0.123634E+04   0.180499E+05   0.143258E+08   0.176707E+08   0.176861E+08   0.176707E+08  -0.418824E+00   0.928999E+07   0.928996E+07   0.192179E+01
   0.547465E-02   0.176569E+08   0.176536E+08  -0.748195E+03   0.184294E+05   0.142633E+08   0.176409E+08   0.176564E+08   0.176409E+08  -0.418117E+00   0.927434E+07   0.927431E+07   0.193780E+01
   0.553582E-02   0.176269E+08   0.176236E+08   0.396528E+03   0.188484E+05   0.142003E+08   0.176108E+08   0.176264E+08   0.176108E+08  -0.417403E+00   0.925854E+07   0.925850E+07   0.195392E+01
   0.559767E-02   0.175966E+08   0.175932E+08   0.186343E+04   0.191679E+05   0.141370E+08   0.175803E+08   0.175961E+08   0.175803E+08  -0.416681E+00   0.924256E+07   0.924253E+07   0.197016E+01
   0.566022E-02   0.175660E+08   0.175626E+08   0.322863E+04   0.192536E+05   0.140732E+08   0.175496E+08   0.175655E+08   0.175496E+08  -0.415952E+00   0.922643E+07   0.922640E+07   0.198651E+01
   0.572346E-02   0.175351E+08   0.175316E+08   0.410876E+04   0.190235E+05   0.140090E+08   0.175185E+08   0.175346E+08   0.175185E+08  -0.415216E+00   0.921013E+07   0.921010E+07   0.200297E+01
   0.578741E-02   0.175039E+08   0.175003E+08   0.428134E+04   0.184843E+05   0.139443E+08   0.174871E+08   0.175034E+08   0.174871E+08  -0.414472E+00   0.919367E+07   0.919363E+07   0.201955E+01
   0.585207E-02   0.174724E+08   0.174687E+08   0.375444E+04   0.177420E+05   0.138793E+08   0.174554E+08   0.174718E+08   0.174554E+08  -0.413720E+00   0.917704E+07   0.917700E+07   0.203624E+01
   0.591746E-02   0.174405E+08   0.174367E+08   0.275935E+04   0.169748E+05   0.138136E+08   0.174234E+08   0.174399E+08   0.174234E+08  -0.412961E+00   0.916023E+07   0.916019E+07   0.205305E+01
   0.598357E-02   0.174083E+08   0.174045E+08   0.166557E+04   0.163757E+05   0.137477E+08   0.173910E+08   0.174077E+08   0.173910E+08  -0.412194E+00   0.914326E+07   0.914323E+07   0.206996E+01
   0.605043E-02   0.173758E+08   0.173719E+08   0.845790E+03   0.160805E+05   0.136814E+08   0.173584E+08   0.173752E+08   0.173584E+08  -0.411420E+00   0.912613E+07   0.912609E+07   0.208700E+01
   0.611803E-02   0.173430E+08   0.173390E+08   0.539235E+03   0.161115E+05   0.136147E+08   0.173254E+08   0.173424E+08   0.173254E+08  -0.410638E+00   0.910882E+07   0.910878E+07   0.210414E+01
   0.618639E-02   0.173098E+08   0.173058E+08   0.765325E+03   0.163609E+05   0.135476E+08   0.172921E+08   0.173092E+08   0.172921E+08  -0.409848E+00   0.909134E+07   0.909130E+07   0.212140E+01
   0.625551E-02   0.172764E+08   0.172722E+08   0.132321E+04   0.166254E+05   0.134800E+08   0.172584E+08   0.172757E+08   0.172584E+08  -0.409051E+00   0.907369E+07   0.907365E+07   0.213878E+01
   0.632540E-02   0.172426E+08   0.172383E+08   0.188024E+04   0.166857E+05   0.134121E+08   0.172244E+08   0.172419E+08   0.172244E+08  -0.408245E+00   0.905586E+07   0.905582E+07   0.215627E+01
   0.639608E-02   0.172084E+08   0.172041E+08   0.211586E+04   0.163987E+05   0.133438E+08   0.171901E+08   0.172077E+08   0.171901E+08  -0.407432E+00   0.903786E+07   0.903782E+07   0.217387E+01
   0.646754E-02   0.171739E+08   0.171695E+08   0.186195E+04   0.157644E+05   0.132751E+08   0.171555E+08   0.171733E+08   0.171555E+08  -0.406611E+00   0.901969E+07   0.901964E+07   0.219159E+01
   0.653980E-02   0.171391E+08   0.171346E+08   0.117826E+04   0.149340E+05   0.132060E+08   0.171205E+08   0.171384E+08   0.171205E+08  -0.405781E+00   0.900134E+07   0.900129E+07   0.220941E+01
   0.661287E-02   0.171040E+08   0.170993E+08   0.327210E+03   0.141490E+05   0.131365E+08   0.170852E+08   0.171033E+08   0.170852E+08  -0.404944E+00   0.898281E+07   0.898276E+07   0.222736E+01
   0.668676E-02   0.170685E+08   0.170638E+08  -0.344599E+03   0.136349E+05   0.130666E+08   0.170495E+08   0.170678E+08   0.170495E+08  -0.404099E+00   0.896410E+07   0.896406E+07   0.224541E+01
   0.676147E-02   0.170327E+08   0.170278E+08  -0.566335E+03   0.134940E+05   0.129963E+08   0.170135E+08   0.170319E+08   0.170135E+08  -0.403246E+00   0.894521E+07   0.894517E+07   0.226358E+01
   0.683702E-02   0.169965E+08   0.169916E+08  -0.269667E+03   0.136519E+05   0.129257E+08   0.169772E+08   0.169957E+08   0.169772E+08  -0.402384E+00   0.892615E+07   0.892610E+07   0.228186E+01
   0.691341E-02   0.169600E+08   0.169549E+08   0.380803E+03   0.138875E+05   0.128547E+08   0.169405E+08   0.169592E+08   0.169405E+08  -0.401515E+00   0.890690E+07   0.890685E+07   0.230025E+01
   0.699065E-02   0.169231E+08   0.169180E+08   0.107201E+04   0.139390E+05   0.127833E+08   0.169034E+08   0.169223E+08   0.169034E+08  -0.400637E+00   0.888747E+07   0.888742E+07   0.231875E+01
   0.706876E-02   0.168859E+08   0.168807E+08   0.150245E+04   0.136370E+05   0.127116E+08   0.168660E+08   0.168851E+08   0.168660E+08  -0.399751E+00   0.886786E+07   0.886781E+07   0.233736E+01
   0.714774E-02   0.168483E+08   0.168430E+08   0.153586E+04   0.129963E+05   0.126395E+08   0.168283E+08   0.168475E+08   0.168283E+08  -0.398856E+00   0.884806E+07   0.884801E+07   0.235609E+01
   0.722760E-02   0.168104E+08   0.168050E+08   0.126489E+04   0.122141E+05   0.125671E+08   0.167902E+08   0.168096E+08   0.167902E+08  -0.397953E+00   0.882808E+07   0.882803E+07   0.237492E+01
   0.730835E-02   0.167721E+08   0.167666E+08   0.945550E+03   0.115672E+05   0.124943E+08   0.167518E+08   0.167713E+08   0.167518E+08  -0.397042E+00   0.880791E+07   0.880786E+07   0.239386E+01
   0.739001E-02   0.167335E+08   0.167278E+08   0.834839E+03   0.112605E+05   0.124212E+08   0.167130E+08   0.167326E+08   0.167130E+08  -0.396123E+00   0.878756E+07   0.878750E+07   0.241291E+01
   0.747258E-02   0.166945E+08   0.166887E+08   0.102371E+04   0.113084E+05   0.123478E+08   0.166738E+08   0.166936E+08   0.166738E+08  -0.395194E+00   0.876701E+07   0.876696E+07   0.243206E+01
   0.755607E-02   0.166552E+08   0.166493E+08   0.136837E+04   0.115219E+05   0.122741E+08   0.166343E+08   0.166543E+08   0.166343E+08  -0.394258E+00   0.874628E+07   0.874623E+07   0.245133E+01
   0.764050E-02   0.166155E+08   0.166094E+08   0.157146E+04   0.116156E+05   0.122001E+08   0.165944E+08   0.166146E+08   0.165944E+08  -0.393313E+00   0.872536E+07   0.872530E+07   0.247069E+01
   0.772586E-02   0.165754E+08   0.165692E+08   0.137458E+04   0.113793E+05   0.121258E+08   0.165542E+08   0.165745E+08   0.165542E+08  -0.392359E+00   0.870425E+07   0.870419E+07   0.249017E+01
   0.781218E-02   0.165350E+08   0.165287E+08   0.746310E+03   0.108092E+05   0.120512E+08   0.165136E+08   0.165340E+08   0.165136E+08  -0.391396E+00   0.868294E+07   0.868288E+07   0.250974E+01
   0.789947E-02   0.164942E+08   0.164878E+08  -0.606254E+02   0.101147E+05   0.119763E+08   0.164726E+08   0.164932E+08   0.164726E+08  -0.390425E+00   0.866145E+07   0.866139E+07   0.252942E+01
   0.798773E-02   0.164530E+08   0.164465E+08  -0.638026E+03   0.958823E+04   0.119011E+08   0.164312E+08   0.164520E+08   0.164312E+08  -0.389445E+00   0.863976E+07   0.863970E+07   0.254920E+01
   0.807698E-02   0.164115E+08   0.164048E+08  -0.671758E+03   0.941342E+04   0.118257E+08   0.163895E+08   0.164104E+08   0.163895E+08  -0.388456E+00   0.861787E+07   0.861781E+07   0.256908E+01
   0.816722E-02   0.163696E+08   0.163627E+08  -0.155598E+03   0.954016E+04   0.117500E+08   0.163474E+08   0.163685E+08   0.163474E+08  -0.387459E+00   0.859579E+07   0.859573E+07   0.258905E+01
   0.825848E-02   0.163273E+08   0.163203E+08   0.582712E+03   0.971465E+04   0.116740E+08   0.163050E+08   0.163262E+08   0.163050E+08  -0.386452E+00   0.857352E+07   0.857345E+07   0.260912E+01
   0.835075E-02   0.162846E+08   0.162775E+08   0.108193E+04   0.965391E+04   0.115978E+08   0.162621E+08   0.162835E+08   0.162621E+08  -0.385437E+00   0.855105E+07   0.855098E+07   0.262929E+01
   0.844405E-02   0.162416E+08   0.162343E+08   0.105562E+04   0.924776E+04   0.115214E+08   0.162189E+08   0.162405E+08   0.162189E+08  -0.384413E+00   0.852838E+07   0.852831E+07   0.264955E+01
   0.853840E-02   0.161982E+08   0.161908E+08   0.596960E+03   0.864209E+04   0.114446E+08   0.161753E+08   0.161970E+08   0.161753E+08  -0.383380E+00   0.850550E+07   0.850544E+07   0.266991E+01
   0.863380E-02   0.161544E+08   0.161468E+08   0.120117E+03   0.813388E+04   0.113676E+08   0.161314E+08   0.161532E+08   0.161314E+08  -0.382337E+00   0.848243E+07   0.848236E+07   0.269035E+01
   0.873027E-02   0.161102E+08   0.161025E+08   0.579678E+02   0.794737E+04   0.112904E+08   0.160870E+08   0.161090E+08   0.160870E+08  -0.381286E+00   0.845916E+07   0.845909E+07   0.271088E+01
   0.882781E-02   0.160656E+08   0.160577E+08   0.523938E+03   0.805871E+04   0.112129E+08   0.160423E+08   0.160644E+08   0.160423E+08  -0.380226E+00   0.843569E+07   0.843562E+07   0.273150E+01
   0.892644E-02   0.160207E+08   0.160126E+08   0.119703E+04   0.821152E+04   0.111351E+08   0.159971E+08   0.160194E+08   0.159971E+08  -0.379156E+00   0.841201E+07   0.841194E+07   0.275220E+01
   0.902618E-02   0.159753E+08   0.159671E+08   0.154138E+04   0.812135E+04   0.110571E+08   0.159516E+08   0.159741E+08   0.159516E+08  -0.378077E+00   0.838814E+07   0.838806E+07   0.277299E+01
   0.912703E-02   0.159296E+08   0.159212E+08   0.121593E+04   0.771032E+04   0.109788E+08   0.159057E+08   0.159283E+08   0.159057E+08  -0.376989E+00   0.836405E+07   0.836397E+07   0.279385E+01
   0.922901E-02   0.158835E+08   0.158749E+08   0.360920E+03   0.717522E+04   0.109002E+08   0.158594E+08   0.158822E+08   0.158594E+08  -0.375892E+00   0.833976E+07   0.833968E+07   0.281479E+01
   0.933212E-02   0.158369E+08   0.158283E+08  -0.481488E+03   0.682132E+04   0.108214E+08   0.158127E+08   0.158356E+08   0.158127E+08  -0.374785E+00   0.831526E+07   0.831518E+07   0.283580E+01
   0.943639E-02   0.157900E+08   0.157812E+08  -0.772752E+03   0.679540E+04   0.107423E+08   0.157656E+08   0.157887E+08   0.157656E+08  -0.373669E+00   0.829056E+07   0.829048E+07   0.285689E+01
   0.954182E-02   0.157427E+08   0.157337E+08  -0.392662E+03   0.695248E+04   0.106629E+08   0.157182E+08   0.157413E+08   0.157182E+08  -0.372544E+00   0.826565E+07   0.826556E+07   0.287804E+01
   0.964844E-02   0.156950E+08   0.156858E+08   0.282851E+03   0.698537E+04   0.105833E+08   0.156703E+08   0.156936E+08   0.156703E+08  -0.371409E+00   0.824052E+07   0.824044E+07   0.289927E+01
   0.975624E-02   0.156469E+08   0.156375E+08   0.714297E+03   0.670962E+04   0.105034E+08   0.156220E+08   0.156454E+08   0.156220E+08  -0.370264E+00   0.821519E+07   0.821511E+07   0.292055E+01
   0.986524E-02   0.155984E+08   0.155888E+08   0.656483E+03   0.624029E+04   0.104233E+08   0.155733E+08   0.155969E+08   0.155733E+08  -0.369110E+00   0.818965E+07   0.818956E+07   0.294189E+01
   0.997547E-02   0.155495E+08   0.155397E+08   0.334672E+03   0.588275E+04   0.103430E+08   0.155242E+08   0.155480E+08   0.155242E+08  -0.367947E+00   0.816389E+07   0.816380E+07   0.296329E+01
   0.100869E-01   0.155001E+08   0.154902E+08   0.182771E+03   0.583162E+04   0.102624E+08   0.154747E+08   0.154986E+08   0.154747E+08  -0.366774E+00   0.813792E+07   0.813783E+07   0.298475E+01
   0.101996E-01   0.154504E+08   0.154402E+08   0.399530E+03   0.597300E+04   0.101817E+08   0.154248E+08   0.154488E+08   0.154248E+08  -0.365591E+00   0.811174E+07   0.811165E+07   0.300625E+01
   0.103136E-01   0.154003E+08   0.153899E+08   0.758898E+03   0.599951E+04   0.101008E+08   0.153745E+08   0.153987E+08   0.153745E+08  -0.364398E+00   0.808534E+07   0.808525E+07   0.302779E+01
   0.104288E-01   0.153497E+08   0.153391E+08   0.860409E+03   0.573223E+04   0.100198E+08   0.153238E+08   0.153481E+08   0.153238E+08  -0.363196E+00   0.805873E+07   0.805863E+07   0.304938E+01
   0.105453E-01   0.152987E+08   0.152880E+08   0.554510E+03   0.531356E+04   0.993860E+07   0.152726E+08   0.152971E+08   0.152726E+08  -0.361984E+00   0.803190E+07   0.803180E+07   0.307101E+01
   0.106632E-01   0.152474E+08   0.152364E+08   0.911893E+02   0.505332E+04   0.985730E+07   0.152211E+08   0.152457E+08   0.152211E+08  -0.360762E+00   0.800485E+07   0.800475E+07   0.309267E+01
   0.107823E-01   0.151956E+08   0.151843E+08  -0.162095E+03   0.508377E+04   0.977590E+07   0.151691E+08   0.151938E+08   0.151691E+08  -0.359530E+00   0.797758E+07   0.797748E+07   0.311436E+01
   0.109028E-01   0.151433E+08   0.151319E+08  -0.108141E+03   0.520793E+04   0.969442E+07   0.151167E+08   0.151416E+08   0.151167E+08  -0.358289E+00   0.795010E+07   0.794999E+07   0.313607E+01
   0.110246E-01   0.150907E+08   0.150790E+08   0.322445E+02   0.512651E+04   0.961288E+07   0.150639E+08   0.150889E+08   0.150639E+08  -0.357037E+00   0.792239E+07   0.792228E+07   0.315780E+01
   0.111478E-01   0.150377E+08   0.150258E+08   0.531361E+02   0.479179E+04   0.953128E+07   0.150107E+08   0.150358E+08   0.150107E+08  -0.355776E+00   0.789446E+07   0.789436E+07   0.317955E+01
   0.112723E-01   0.149842E+08   0.149721E+08   0.446311E+02   0.446629E+04   0.944965E+07   0.149571E+08   0.149823E+08   0.149571E+08  -0.354504E+00   0.786632E+07   0.786621E+07   0.320131E+01
   0.113983E-01   0.149303E+08   0.149179E+08   0.242211E+03   0.440065E+04   0.936798E+07   0.149030E+08   0.149284E+08   0.149030E+08  -0.353223E+00   0.783795E+07   0.783784E+07   0.322307E+01
   0.115256E-01   0.148759E+08   0.148633E+08   0.627444E+03   0.451890E+04   0.928628E+07   0.148485E+08   0.148740E+08   0.148485E+08  -0.351931E+00   0.780935E+07   0.780924E+07   0.324482E+01
   0.116544E-01   0.148212E+08   0.148083E+08   0.838923E+03   0.451455E+04   0.920456E+07   0.147936E+08   0.148192E+08   0.147936E+08  -0.350630E+00   0.778054E+07   0.778042E+07   0.326658E+01
   0.117846E-01   0.147660E+08   0.147529E+08   0.591490E+03   0.424986E+04   0.912281E+07   0.147382E+08   0.147640E+08   0.147382E+08  -0.349318E+00   0.775150E+07   0.775138E+07   0.328831E+01
   0.119163E-01   0.147104E+08   0.146971E+08   0.938878E+02   0.393926E+04   0.904104E+07   0.146825E+08   0.147083E+08   0.146825E+08  -0.347996E+00   0.772223E+07   0.772211E+07   0.331003E+01
   0.120494E-01   0.146543E+08   0.146408E+08  -0.142764E+03   0.385924E+04   0.895924E+07   0.146263E+08   0.146522E+08   0.146263E+08  -0.346664E+00   0.769274E+07   0.769262E+07   0.333173E+01
   0.121841E-01   0.145978E+08   0.145840E+08   0.581627E+02   0.396626E+04   0.887741E+07   0.145696E+08   0.145957E+08   0.145696E+08  -0.345322E+00   0.766302E+07   0.766290E+07   0.335339E+01
   0.123202E-01   0.145409E+08   0.145268E+08   0.295875E+03   0.395777E+04   0.879555E+07   0.145126E+08   0.145388E+08   0.145126E+08  -0.343969E+00   0.763308E+07   0.763295E+07   0.337501E+01
   0.124579E-01   0.144836E+08   0.144692E+08   0.143655E+03   0.370621E+04   0.871365E+07   0.144551E+08   0.144814E+08   0.144551E+08  -0.342606E+00   0.760290E+07   0.760278E+07   0.339659E+01
   0.125970E-01   0.144258E+08   0.144112E+08  -0.211934E+03   0.344542E+04   0.863172E+07   0.143971E+08   0.144235E+08   0.143971E+08  -0.341233E+00   0.757250E+07   0.757237E+07   0.341811E+01
   0.127378E-01   0.143676E+08   0.143527E+08  -0.182504E+03   0.342194E+04   0.854974E+07   0.143388E+08   0.143653E+08   0.143388E+08  -0.339849E+00   0.754187E+07   0.754174E+07   0.343958E+01
   0.128801E-01   0.143089E+08   0.142937E+08   0.368625E+03   0.352059E+04   0.846774E+07   0.142799E+08   0.143066E+08   0.142799E+08  -0.338456E+00   0.751101E+07   0.751088E+07   0.346097E+01
   0.130240E-01   0.142498E+08   0.142344E+08   0.839138E+03   0.344318E+04   0.838571E+07   0.142207E+08   0.142474E+08   0.142207E+08  -0.337051E+00   0.747992E+07   0.747979E+07   0.348229E+01
   0.131695E-01   0.141903E+08   0.141745E+08   0.664487E+03   0.317860E+04   0.830367E+07   0.141610E+08   0.141879E+08   0.141610E+08  -0.335637E+00   0.744860E+07   0.744846E+07   0.350353E+01
   0.133167E-01   0.141303E+08   0.141143E+08   0.949907E+02   0.301976E+04   0.822161E+07   0.141009E+08   0.141278E+08   0.141009E+08  -0.334211E+00   0.741705E+07   0.741691E+07   0.352467E+01
   0.134655E-01   0.140699E+08   0.140535E+08  -0.173844E+03   0.308379E+04   0.813956E+07   0.140403E+08   0.140674E+08   0.140403E+08  -0.332776E+00   0.738526E+07   0.738512E+07   0.354571E+01
   0.136159E-01   0.140090E+08   0.139924E+08   0.185390E+02   0.311770E+04   0.805754E+07   0.139793E+08   0.140064E+08   0.139793E+08  -0.331330E+00   0.735324E+07   0.735310E+07   0.356664E+01
   0.137681E-01   0.139477E+08   0.139307E+08   0.180638E+03   0.292871E+04   0.797554E+07   0.139178E+08   0.139451E+08   0.139178E+08  -0.329873E+00   0.732099E+07   0.732084E+07   0.358745E+01
   0.139219E-01   0.138859E+08   0.138687E+08   0.330338E+02   0.271659E+04   0.789359E+07   0.138559E+08   0.138833E+08   0.138559E+08  -0.328406E+00   0.728851E+07   0.728836E+07   0.360813E+01
