#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.283570E-02   0.191005E+08   0.190995E+08   0.116553E+05   0.395842E+04   0.190010E+08   0.190972E+08   0.191003E+08   0.190972E+08  -0.440572E+00   0.961625E+07   0.961624E+07   0.121510E+01
   0.316895E-02   0.189342E+08   0.189329E+08   0.824301E+04  -0.257809E+04   0.188124E+08   0.189302E+08   0.189339E+08   0.189302E+08  -0.436717E+00   0.953216E+07   0.953215E+07   0.132567E+01
   0.354136E-02   0.187442E+08   0.187426E+08   0.353733E+04  -0.304018E+04   0.185958E+08   0.187393E+08   0.187439E+08   0.187393E+08  -0.432314E+00   0.943612E+07   0.943610E+07   0.144540E+01
   0.395753E-02   0.185280E+08   0.185261E+08  -0.427864E+04  -0.111798E+05   0.183482E+08   0.185221E+08   0.185277E+08   0.185221E+08  -0.427303E+00   0.932683E+07   0.932681E+07   0.157489E+01
   0.442262E-02   0.182831E+08   0.182808E+08   0.763683E+03   0.280070E+04   0.180664E+08   0.182760E+08   0.182827E+08   0.182760E+08  -0.421624E+00   0.920297E+07   0.920295E+07   0.171475E+01
   0.447203E-02   0.182569E+08   0.182545E+08  -0.899289E+03   0.547324E+04   0.180362E+08   0.182497E+08   0.182565E+08   0.182497E+08  -0.421017E+00   0.918973E+07   0.918971E+07   0.172933E+01
   0.452200E-02   0.182304E+08   0.182280E+08  -0.228032E+04   0.805819E+04   0.180056E+08   0.182231E+08   0.182300E+08   0.182231E+08  -0.420403E+00   0.917633E+07   0.917631E+07   0.174401E+01
   0.457253E-02   0.182036E+08   0.182011E+08  -0.262701E+05  -0.262791E+05   0.179747E+08   0.181961E+08   0.182032E+08   0.181961E+08  -0.419781E+00   0.916278E+07   0.916275E+07   0.175881E+01
   0.462362E-02   0.181765E+08   0.181739E+08  -0.256545E+05  -0.256632E+05   0.179434E+08   0.181688E+08   0.181761E+08   0.181688E+08  -0.419151E+00   0.914905E+07   0.914903E+07   0.177371E+01
   0.467527E-02   0.181490E+08   0.181464E+08  -0.250528E+05  -0.250613E+05   0.179117E+08   0.181412E+08   0.181486E+08   0.181412E+08  -0.418515E+00   0.913516E+07   0.913514E+07   0.178873E+01
   0.472751E-02   0.181212E+08   0.181186E+08  -0.244647E+05  -0.244730E+05   0.178796E+08   0.181133E+08   0.181208E+08   0.181133E+08  -0.417870E+00   0.912111E+07   0.912108E+07   0.180386E+01
   0.478033E-02   0.180931E+08   0.180904E+08  -0.238899E+05  -0.238980E+05   0.178472E+08   0.180850E+08   0.180926E+08   0.180850E+08  -0.417218E+00   0.910688E+07   0.910686E+07   0.181910E+01
   0.483374E-02   0.180647E+08   0.180619E+08  -0.233281E+05  -0.233361E+05   0.178143E+08   0.180564E+08   0.180642E+08   0.180564E+08  -0.416558E+00   0.909249E+07   0.909247E+07   0.183445E+01
   0.488775E-02   0.180359E+08   0.180330E+08  -0.227791E+05  -0.227868E+05   0.177810E+08   0.180275E+08   0.180354E+08   0.180275E+08  -0.415891E+00   0.907793E+07   0.907790E+07   0.184992E+01
   0.494236E-02   0.180067E+08   0.180038E+08  -0.222425E+05  -0.222501E+05   0.177474E+08   0.179982E+08   0.180062E+08   0.179982E+08  -0.415215E+00   0.906320E+07   0.906317E+07   0.186550E+01
   0.499758E-02   0.179773E+08   0.179743E+08  -0.217181E+05  -0.217255E+05   0.177133E+08   0.179686E+08   0.179768E+08   0.179686E+08  -0.414532E+00   0.904830E+07   0.904827E+07   0.188119E+01
   0.505342E-02   0.179475E+08   0.179444E+08  -0.212056E+05  -0.212128E+05   0.176788E+08   0.179386E+08   0.179469E+08   0.179386E+08  -0.413840E+00   0.903322E+07   0.903319E+07   0.189699E+01
   0.510988E-02   0.179173E+08   0.179142E+08  -0.207047E+05  -0.207118E+05   0.176440E+08   0.179083E+08   0.179168E+08   0.179083E+08  -0.413141E+00   0.901796E+07   0.901794E+07   0.191291E+01
   0.516698E-02   0.178868E+08   0.178836E+08  -0.202152E+05  -0.202221E+05   0.176087E+08   0.178776E+08   0.178863E+08   0.178776E+08  -0.412433E+00   0.900253E+07   0.900250E+07   0.192895E+01
   0.522471E-02   0.178559E+08   0.178527E+08  -0.197368E+05  -0.197436E+05   0.175730E+08   0.178466E+08   0.178554E+08   0.178466E+08  -0.411718E+00   0.898693E+07   0.898690E+07   0.194510E+01
   0.528308E-02   0.178247E+08   0.178214E+08  -0.192694E+05  -0.192759E+05   0.175369E+08   0.178152E+08   0.178242E+08   0.178152E+08  -0.410994E+00   0.897114E+07   0.897111E+07   0.196136E+01
   0.534211E-02   0.177931E+08   0.177898E+08  -0.188125E+05  -0.188189E+05   0.175004E+08   0.177835E+08   0.177926E+08   0.177835E+08  -0.410262E+00   0.895517E+07   0.895514E+07   0.197774E+01
   0.540180E-02   0.177612E+08   0.177578E+08  -0.183661E+05  -0.183723E+05   0.174634E+08   0.177514E+08   0.177606E+08   0.177514E+08  -0.409521E+00   0.893903E+07   0.893899E+07   0.199423E+01
   0.546216E-02   0.177289E+08   0.177254E+08  -0.179298E+05  -0.179359E+05   0.174261E+08   0.177189E+08   0.177283E+08   0.177189E+08  -0.408772E+00   0.892270E+07   0.892266E+07   0.201084E+01
   0.552318E-02   0.176963E+08   0.176927E+08  -0.175035E+05  -0.175094E+05   0.173883E+08   0.176861E+08   0.176957E+08   0.176861E+08  -0.408015E+00   0.890618E+07   0.890615E+07   0.202757E+01
   0.558490E-02   0.176633E+08   0.176596E+08  -0.170869E+05  -0.170927E+05   0.173501E+08   0.176529E+08   0.176626E+08   0.176529E+08  -0.407249E+00   0.888948E+07   0.888945E+07   0.204441E+01
   0.564730E-02   0.176299E+08   0.176261E+08  -0.166798E+05  -0.166855E+05   0.173114E+08   0.176194E+08   0.176292E+08   0.176194E+08  -0.406475E+00   0.887260E+07   0.887256E+07   0.206137E+01
   0.571039E-02   0.175961E+08   0.175923E+08  -0.162820E+05  -0.162875E+05   0.172724E+08   0.175854E+08   0.175955E+08   0.175854E+08  -0.405692E+00   0.885552E+07   0.885549E+07   0.207844E+01
   0.577420E-02   0.175620E+08   0.175581E+08  -0.158933E+05  -0.158987E+05   0.172329E+08   0.175511E+08   0.175613E+08   0.175511E+08  -0.404901E+00   0.883826E+07   0.883822E+07   0.209563E+01
   0.583871E-02   0.175275E+08   0.175235E+08  -0.155135E+05  -0.155188E+05   0.171929E+08   0.175164E+08   0.175268E+08   0.175164E+08  -0.404100E+00   0.882081E+07   0.882077E+07   0.211294E+01
   0.590395E-02   0.174926E+08   0.174885E+08  -0.151424E+05  -0.151475E+05   0.171526E+08   0.174814E+08   0.174919E+08   0.174814E+08  -0.403291E+00   0.880316E+07   0.880312E+07   0.213036E+01
   0.596991E-02   0.174573E+08   0.174532E+08  -0.147798E+05  -0.147848E+05   0.171117E+08   0.174459E+08   0.174566E+08   0.174459E+08  -0.402474E+00   0.878533E+07   0.878529E+07   0.214790E+01
   0.603662E-02   0.174217E+08   0.174174E+08  -0.144255E+05  -0.144304E+05   0.170705E+08   0.174101E+08   0.174210E+08   0.174101E+08  -0.401647E+00   0.876730E+07   0.876726E+07   0.216556E+01
   0.610406E-02   0.173857E+08   0.173813E+08  -0.140793E+05  -0.140841E+05   0.170288E+08   0.173739E+08   0.173849E+08   0.173739E+08  -0.400811E+00   0.874908E+07   0.874904E+07   0.218333E+01
   0.617226E-02   0.173492E+08   0.173448E+08  -0.137410E+05  -0.137457E+05   0.169866E+08   0.173372E+08   0.173485E+08   0.173372E+08  -0.399967E+00   0.873066E+07   0.873062E+07   0.220122E+01
   0.624123E-02   0.173124E+08   0.173079E+08  -0.134106E+05  -0.134151E+05   0.169440E+08   0.173002E+08   0.173117E+08   0.173002E+08  -0.399113E+00   0.871204E+07   0.871200E+07   0.221923E+01
   0.631096E-02   0.172752E+08   0.172706E+08  -0.130877E+05  -0.130921E+05   0.169010E+08   0.172629E+08   0.172745E+08   0.172628E+08  -0.398250E+00   0.869323E+07   0.869319E+07   0.223735E+01
   0.638147E-02   0.172376E+08   0.172329E+08  -0.127722E+05  -0.127766E+05   0.168575E+08   0.172251E+08   0.172368E+08   0.172251E+08  -0.397379E+00   0.867422E+07   0.867417E+07   0.225558E+01
   0.645277E-02   0.171997E+08   0.171948E+08  -0.124640E+05  -0.124683E+05   0.168136E+08   0.171869E+08   0.171988E+08   0.171869E+08  -0.396498E+00   0.865500E+07   0.865496E+07   0.227394E+01
   0.652487E-02   0.171613E+08   0.171564E+08  -0.121629E+05  -0.121671E+05   0.167692E+08   0.171483E+08   0.171604E+08   0.171483E+08  -0.395607E+00   0.863559E+07   0.863555E+07   0.229240E+01
   0.659777E-02   0.171225E+08   0.171175E+08  -0.118688E+05  -0.118728E+05   0.167243E+08   0.171093E+08   0.171216E+08   0.171093E+08  -0.394708E+00   0.861598E+07   0.861593E+07   0.231099E+01
   0.667149E-02   0.170833E+08   0.170782E+08  -0.115814E+05  -0.115853E+05   0.166790E+08   0.170699E+08   0.170824E+08   0.170699E+08  -0.393799E+00   0.859616E+07   0.859611E+07   0.232968E+01
   0.674603E-02   0.170437E+08   0.170385E+08  -0.113006E+05  -0.113045E+05   0.166333E+08   0.170301E+08   0.170428E+08   0.170301E+08  -0.392881E+00   0.857614E+07   0.857609E+07   0.234849E+01
   0.682141E-02   0.170037E+08   0.169984E+08  -0.110264E+05  -0.110301E+05   0.165870E+08   0.169899E+08   0.170028E+08   0.169899E+08  -0.391954E+00   0.855591E+07   0.855587E+07   0.236741E+01
   0.689762E-02   0.169633E+08   0.169579E+08  -0.107585E+05  -0.107621E+05   0.165403E+08   0.169493E+08   0.169624E+08   0.169493E+08  -0.391017E+00   0.853548E+07   0.853543E+07   0.238645E+01
   0.697469E-02   0.169225E+08   0.169170E+08  -0.104967E+05  -0.105003E+05   0.164932E+08   0.169083E+08   0.169216E+08   0.169083E+08  -0.390070E+00   0.851484E+07   0.851479E+07   0.240560E+01
   0.705262E-02   0.168813E+08   0.168756E+08  -0.102411E+05  -0.102446E+05   0.164456E+08   0.168668E+08   0.168804E+08   0.168668E+08  -0.389114E+00   0.849400E+07   0.849395E+07   0.242486E+01
   0.713142E-02   0.168397E+08   0.168339E+08  -0.999135E+04  -0.999474E+04   0.163975E+08   0.168250E+08   0.168387E+08   0.168250E+08  -0.388149E+00   0.847294E+07   0.847289E+07   0.244423E+01
   0.721110E-02   0.167976E+08   0.167917E+08  -0.974740E+04  -0.975071E+04   0.163490E+08   0.167827E+08   0.167966E+08   0.167827E+08  -0.387174E+00   0.845168E+07   0.845163E+07   0.246371E+01
   0.729167E-02   0.167552E+08   0.167491E+08  -0.950912E+04  -0.951235E+04   0.162999E+08   0.167400E+08   0.167542E+08   0.167400E+08  -0.386189E+00   0.843021E+07   0.843016E+07   0.248329E+01
   0.737314E-02   0.167123E+08   0.167061E+08  -0.927637E+04  -0.927952E+04   0.162505E+08   0.166969E+08   0.167113E+08   0.166969E+08  -0.385195E+00   0.840852E+07   0.840847E+07   0.250299E+01
   0.745552E-02   0.166690E+08   0.166627E+08  -0.904903E+04  -0.905211E+04   0.162005E+08   0.166534E+08   0.166679E+08   0.166534E+08  -0.384191E+00   0.838663E+07   0.838657E+07   0.252279E+01
   0.753882E-02   0.166253E+08   0.166189E+08  -0.882698E+04  -0.882998E+04   0.161501E+08   0.166095E+08   0.166242E+08   0.166095E+08  -0.383177E+00   0.836452E+07   0.836446E+07   0.254270E+01
   0.762305E-02   0.165812E+08   0.165746E+08  -0.861010E+04  -0.861303E+04   0.160992E+08   0.165651E+08   0.165800E+08   0.165651E+08  -0.382153E+00   0.834220E+07   0.834214E+07   0.256272E+01
   0.770823E-02   0.165366E+08   0.165299E+08  -0.839828E+04  -0.840114E+04   0.160478E+08   0.165203E+08   0.165355E+08   0.165203E+08  -0.381120E+00   0.831966E+07   0.831960E+07   0.258284E+01
   0.779435E-02   0.164916E+08   0.164848E+08  -0.819140E+04  -0.819419E+04   0.159960E+08   0.164751E+08   0.164905E+08   0.164751E+08  -0.380077E+00   0.829691E+07   0.829685E+07   0.260306E+01
   0.788144E-02   0.164462E+08   0.164392E+08  -0.798935E+04  -0.799207E+04   0.159436E+08   0.164294E+08   0.164450E+08   0.164294E+08  -0.379024E+00   0.827395E+07   0.827389E+07   0.262338E+01
   0.796950E-02   0.164004E+08   0.163932E+08  -0.779202E+04  -0.779467E+04   0.158909E+08   0.163834E+08   0.163992E+08   0.163834E+08  -0.377961E+00   0.825077E+07   0.825070E+07   0.264380E+01
   0.805854E-02   0.163541E+08   0.163468E+08  -0.759931E+04  -0.760190E+04   0.158376E+08   0.163369E+08   0.163529E+08   0.163368E+08  -0.376887E+00   0.822737E+07   0.822731E+07   0.266432E+01
   0.814858E-02   0.163074E+08   0.163000E+08  -0.741112E+04  -0.741364E+04   0.157838E+08   0.162899E+08   0.163061E+08   0.162899E+08  -0.375805E+00   0.820375E+07   0.820369E+07   0.268493E+01
   0.823962E-02   0.162602E+08   0.162527E+08  -0.722733E+04  -0.722979E+04   0.157296E+08   0.162425E+08   0.162590E+08   0.162425E+08  -0.374712E+00   0.817992E+07   0.817985E+07   0.270564E+01
   0.833169E-02   0.162127E+08   0.162050E+08  -0.704785E+04  -0.705025E+04   0.156749E+08   0.161947E+08   0.162114E+08   0.161947E+08  -0.373609E+00   0.815587E+07   0.815580E+07   0.272644E+01
   0.842478E-02   0.161647E+08   0.161568E+08  -0.687259E+04  -0.687493E+04   0.156197E+08   0.161465E+08   0.161634E+08   0.161465E+08  -0.372496E+00   0.813160E+07   0.813153E+07   0.274733E+01
   0.851891E-02   0.161163E+08   0.161082E+08  -0.670145E+04  -0.670373E+04   0.155641E+08   0.160978E+08   0.161149E+08   0.160978E+08  -0.371372E+00   0.810711E+07   0.810704E+07   0.276832E+01
   0.861409E-02   0.160674E+08   0.160592E+08  -0.653433E+04  -0.653656E+04   0.155079E+08   0.160487E+08   0.160660E+08   0.160487E+08  -0.370239E+00   0.808240E+07   0.808232E+07   0.278938E+01
   0.871033E-02   0.160181E+08   0.160097E+08  -0.637115E+04  -0.637332E+04   0.154513E+08   0.159991E+08   0.160167E+08   0.159991E+08  -0.369096E+00   0.805746E+07   0.805739E+07   0.281054E+01
   0.880766E-02   0.159683E+08   0.159598E+08  -0.621182E+04  -0.621393E+04   0.153942E+08   0.159491E+08   0.159669E+08   0.159491E+08  -0.367942E+00   0.803231E+07   0.803224E+07   0.283177E+01
   0.890606E-02   0.159182E+08   0.159095E+08  -0.605625E+04  -0.605831E+04   0.153366E+08   0.158987E+08   0.159167E+08   0.158987E+08  -0.366779E+00   0.800694E+07   0.800686E+07   0.285309E+01
   0.900557E-02   0.158675E+08   0.158587E+08  -0.590435E+04  -0.590636E+04   0.152786E+08   0.158478E+08   0.158660E+08   0.158478E+08  -0.365605E+00   0.798134E+07   0.798126E+07   0.287448E+01
   0.910619E-02   0.158165E+08   0.158074E+08  -0.575605E+04  -0.575800E+04   0.152200E+08   0.157965E+08   0.158149E+08   0.157965E+08  -0.364421E+00   0.795552E+07   0.795544E+07   0.289594E+01
   0.920794E-02   0.157650E+08   0.157557E+08  -0.561125E+04  -0.561316E+04   0.151610E+08   0.157447E+08   0.157634E+08   0.157447E+08  -0.363226E+00   0.792948E+07   0.792940E+07   0.291748E+01
   0.931082E-02   0.157130E+08   0.157036E+08  -0.546989E+04  -0.547175E+04   0.151015E+08   0.156925E+08   0.157114E+08   0.156925E+08  -0.362022E+00   0.790321E+07   0.790313E+07   0.293909E+01
   0.941485E-02   0.156606E+08   0.156510E+08  -0.533188E+04  -0.533369E+04   0.150415E+08   0.156398E+08   0.156590E+08   0.156398E+08  -0.360807E+00   0.787672E+07   0.787664E+07   0.296076E+01
   0.952004E-02   0.156099E+08   0.156001E+08  -0.519784E+04  -0.519961E+04   0.149857E+08   0.155889E+08   0.156082E+08   0.155889E+08  -0.359632E+00   0.785110E+07   0.785101E+07   0.298250E+01
   0.962641E-02   0.155566E+08   0.155466E+08  -0.506631E+04  -0.506803E+04   0.149247E+08   0.155354E+08   0.155549E+08   0.155354E+08  -0.358397E+00   0.782417E+07   0.782409E+07   0.300429E+01
   0.973396E-02   0.155029E+08   0.154928E+08  -0.493790E+04  -0.493958E+04   0.148633E+08   0.154814E+08   0.155012E+08   0.154814E+08  -0.357152E+00   0.779703E+07   0.779694E+07   0.302614E+01
   0.984272E-02   0.154488E+08   0.154384E+08  -0.481255E+04  -0.481419E+04   0.148014E+08   0.154270E+08   0.154470E+08   0.154270E+08  -0.355897E+00   0.776965E+07   0.776956E+07   0.304804E+01
   0.995270E-02   0.153942E+08   0.153836E+08  -0.469019E+04  -0.469179E+04   0.147389E+08   0.153721E+08   0.153924E+08   0.153721E+08  -0.354631E+00   0.774205E+07   0.774196E+07   0.306999E+01
   0.100639E-01   0.153392E+08   0.153284E+08  -0.457076E+04  -0.457231E+04   0.146760E+08   0.153168E+08   0.153374E+08   0.153168E+08  -0.353355E+00   0.771423E+07   0.771414E+07   0.309198E+01
   0.101763E-01   0.152837E+08   0.152727E+08  -0.445417E+04  -0.445569E+04   0.146126E+08   0.152610E+08   0.152818E+08   0.152610E+08  -0.352069E+00   0.768618E+07   0.768608E+07   0.311401E+01
   0.102900E-01   0.152277E+08   0.152165E+08  -0.434038E+04  -0.434186E+04   0.145488E+08   0.152048E+08   0.152259E+08   0.152048E+08  -0.350772E+00   0.765790E+07   0.765780E+07   0.313608E+01
   0.104050E-01   0.151714E+08   0.151599E+08  -0.422931E+04  -0.423075E+04   0.144844E+08   0.151482E+08   0.151694E+08   0.151482E+08  -0.349464E+00   0.762939E+07   0.762929E+07   0.315818E+01
   0.105213E-01   0.151145E+08   0.151029E+08  -0.412091E+04  -0.412231E+04   0.144195E+08   0.150910E+08   0.151126E+08   0.150910E+08  -0.348147E+00   0.760066E+07   0.760056E+07   0.318030E+01
   0.106388E-01   0.150572E+08   0.150454E+08  -0.401511E+04  -0.401647E+04   0.143542E+08   0.150335E+08   0.150552E+08   0.150335E+08  -0.346818E+00   0.757170E+07   0.757160E+07   0.320245E+01
   0.107577E-01   0.149995E+08   0.149874E+08  -0.391185E+04  -0.391318E+04   0.142884E+08   0.149754E+08   0.149975E+08   0.149754E+08  -0.345480E+00   0.754251E+07   0.754240E+07   0.322462E+01
   0.108779E-01   0.149413E+08   0.149290E+08  -0.381107E+04  -0.381237E+04   0.142221E+08   0.149170E+08   0.149392E+08   0.149170E+08  -0.344131E+00   0.751309E+07   0.751299E+07   0.324679E+01
   0.109994E-01   0.148827E+08   0.148701E+08  -0.371273E+04  -0.371399E+04   0.141553E+08   0.148580E+08   0.148806E+08   0.148580E+08  -0.342771E+00   0.748345E+07   0.748334E+07   0.326897E+01
   0.111223E-01   0.148236E+08   0.148108E+08  -0.361675E+04  -0.361798E+04   0.140880E+08   0.147986E+08   0.148214E+08   0.147986E+08  -0.341401E+00   0.745357E+07   0.745346E+07   0.329115E+01
   0.112466E-01   0.147640E+08   0.147510E+08  -0.352310E+04  -0.352430E+04   0.140202E+08   0.147388E+08   0.147618E+08   0.147388E+08  -0.340021E+00   0.742347E+07   0.742336E+07   0.331333E+01
   0.113723E-01   0.147040E+08   0.146907E+08  -0.343171E+04  -0.343287E+04   0.139520E+08   0.146785E+08   0.147018E+08   0.146785E+08  -0.338630E+00   0.739314E+07   0.739303E+07   0.333550E+01
   0.114993E-01   0.146436E+08   0.146300E+08  -0.334253E+04  -0.334366E+04   0.138832E+08   0.146177E+08   0.146413E+08   0.146177E+08  -0.337228E+00   0.736258E+07   0.736246E+07   0.335765E+01
   0.116278E-01   0.145827E+08   0.145688E+08  -0.325551E+04  -0.325662E+04   0.138140E+08   0.145565E+08   0.145804E+08   0.145565E+08  -0.335816E+00   0.733179E+07   0.733167E+07   0.337977E+01
   0.117577E-01   0.145213E+08   0.145072E+08  -0.317060E+04  -0.317168E+04   0.137443E+08   0.144949E+08   0.145189E+08   0.144949E+08  -0.334393E+00   0.730077E+07   0.730065E+07   0.340186E+01
   0.118891E-01   0.144595E+08   0.144451E+08  -0.308776E+04  -0.308881E+04   0.136742E+08   0.144328E+08   0.144571E+08   0.144328E+08  -0.332960E+00   0.726953E+07   0.726940E+07   0.342392E+01
   0.120219E-01   0.143972E+08   0.143826E+08  -0.300694E+04  -0.300796E+04   0.136035E+08   0.143702E+08   0.143948E+08   0.143702E+08  -0.331517E+00   0.723805E+07   0.723793E+07   0.344594E+01
   0.121563E-01   0.143339E+08   0.143190E+08  -0.292795E+04  -0.292895E+04   0.135315E+08   0.143066E+08   0.143314E+08   0.143066E+08  -0.330049E+00   0.720604E+07   0.720591E+07   0.346790E+01
