#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.225652E-03   0.153047E+08   0.153047E+08   0.170121E+08   0.170064E+08   0.153015E+08   0.153047E+08   0.153047E+08   0.153112E+08  -0.544657E+00   0.116289E+08   0.116289E+08   0.190055E+00
   0.252171E-03   0.153026E+08   0.153026E+08   0.162517E+08   0.162450E+08   0.152986E+08   0.153026E+08   0.153026E+08   0.153088E+08  -0.544567E+00   0.116273E+08   0.116273E+08   0.211913E+00
   0.281806E-03   0.153001E+08   0.153001E+08   0.153471E+08   0.153393E+08   0.152950E+08   0.153000E+08   0.153001E+08   0.153059E+08  -0.544456E+00   0.116253E+08   0.116253E+08   0.236161E+00
   0.314923E-03   0.152969E+08   0.152969E+08   0.142844E+08   0.142756E+08   0.152905E+08   0.152968E+08   0.152969E+08   0.153023E+08  -0.544319E+00   0.116229E+08   0.116229E+08   0.263020E+00
   0.351933E-03   0.152929E+08   0.152929E+08   0.130555E+08   0.130459E+08   0.152850E+08   0.152928E+08   0.152929E+08   0.152978E+08  -0.544151E+00   0.116199E+08   0.116199E+08   0.292714E+00
   0.393291E-03   0.152881E+08   0.152880E+08   0.116631E+08   0.116530E+08   0.152781E+08   0.152880E+08   0.152881E+08   0.152924E+08  -0.543946E+00   0.116162E+08   0.116162E+08   0.325471E+00
   0.439511E-03   0.152821E+08   0.152821E+08   0.101259E+08   0.101159E+08   0.152695E+08   0.152819E+08   0.152821E+08   0.152858E+08  -0.543696E+00   0.116116E+08   0.116116E+08   0.361521E+00
   0.491162E-03   0.152747E+08   0.152747E+08   0.848496E+07   0.847577E+07   0.152590E+08   0.152745E+08   0.152747E+08   0.152778E+08  -0.543393E+00   0.116059E+08   0.116059E+08   0.401088E+00
   0.548882E-03   0.152657E+08   0.152657E+08   0.680850E+07   0.680112E+07   0.152461E+08   0.152655E+08   0.152657E+08   0.152681E+08  -0.543029E+00   0.115990E+08   0.115990E+08   0.444394E+00
   0.613387E-03   0.152547E+08   0.152547E+08   0.519252E+07   0.518791E+07   0.152302E+08   0.152544E+08   0.152547E+08   0.152564E+08  -0.542592E+00   0.115906E+08   0.115906E+08   0.491663E+00
   0.685471E-03   0.152414E+08   0.152414E+08   0.375230E+07   0.375112E+07   0.152108E+08   0.152411E+08   0.152414E+08   0.152425E+08  -0.542072E+00   0.115803E+08   0.115803E+08   0.543129E+00
   0.766027E-03   0.152253E+08   0.152253E+08   0.260048E+07   0.260265E+07   0.151872E+08   0.152249E+08   0.152253E+08   0.152259E+08  -0.541457E+00   0.115679E+08   0.115679E+08   0.599059E+00
   0.856050E-03   0.152060E+08   0.152060E+08   0.181052E+07   0.181481E+07   0.151585E+08   0.152055E+08   0.152060E+08   0.152062E+08  -0.540731E+00   0.115531E+08   0.115531E+08   0.659772E+00
   0.956652E-03   0.151830E+08   0.151829E+08   0.137499E+07   0.137904E+07   0.151239E+08   0.151823E+08   0.151830E+08   0.151828E+08  -0.539879E+00   0.115353E+08   0.115353E+08   0.725669E+00
   0.106908E-02   0.151556E+08   0.151554E+08   0.118398E+07   0.118525E+07   0.150822E+08   0.151547E+08   0.151555E+08   0.151551E+08  -0.538879E+00   0.115142E+08   0.115142E+08   0.797235E+00
   0.119471E-02   0.151231E+08   0.151229E+08   0.105995E+07   0.105737E+07   0.150322E+08   0.151220E+08   0.151231E+08   0.151224E+08  -0.537705E+00   0.114892E+08   0.114892E+08   0.875031E+00
   0.133512E-02   0.150849E+08   0.150847E+08   0.862602E+06   0.857784E+06   0.149724E+08   0.150835E+08   0.150848E+08   0.150839E+08  -0.536327E+00   0.114599E+08   0.114599E+08   0.959645E+00
   0.149202E-02   0.150399E+08   0.150397E+08   0.600894E+06   0.596300E+06   0.149012E+08   0.150383E+08   0.150399E+08   0.150385E+08  -0.534711E+00   0.114255E+08   0.114255E+08   0.105165E+01
   0.166736E-02   0.149873E+08   0.149870E+08   0.411508E+06   0.406138E+06   0.148166E+08   0.149853E+08   0.149873E+08   0.149855E+08  -0.532820E+00   0.113853E+08   0.113852E+08   0.115164E+01
   0.186330E-02   0.149260E+08   0.149256E+08   0.357158E+06   0.346729E+06   0.147167E+08   0.149235E+08   0.149259E+08   0.149237E+08  -0.530616E+00   0.113383E+08   0.113383E+08   0.126023E+01
   0.208228E-02   0.148546E+08   0.148541E+08   0.312055E+06   0.298871E+06   0.145991E+08   0.148516E+08   0.148545E+08   0.148517E+08  -0.528055E+00   0.112838E+08   0.112838E+08   0.137815E+01
   0.232699E-02   0.147719E+08   0.147713E+08   0.204872E+06   0.199850E+06   0.144617E+08   0.147683E+08   0.147718E+08   0.147684E+08  -0.525088E+00   0.112206E+08   0.112206E+08   0.150616E+01
   0.260045E-02   0.146765E+08   0.146757E+08   0.156111E+06   0.157784E+06   0.143020E+08   0.146721E+08   0.146763E+08   0.146721E+08  -0.521665E+00   0.111477E+08   0.111476E+08   0.164504E+01
   0.290605E-02   0.145667E+08   0.145657E+08   0.136686E+06   0.133829E+06   0.141178E+08   0.145614E+08   0.145666E+08   0.145615E+08  -0.517729E+00   0.110638E+08   0.110638E+08   0.179562E+01
   0.324757E-02   0.144411E+08   0.144399E+08   0.928953E+05   0.896472E+05   0.139071E+08   0.144348E+08   0.144409E+08   0.144348E+08  -0.513224E+00   0.109679E+08   0.109679E+08   0.195878E+01
   0.362922E-02   0.142979E+08   0.142964E+08   0.859674E+05   0.801998E+05   0.136684E+08   0.142905E+08   0.142976E+08   0.142905E+08  -0.508092E+00   0.108586E+08   0.108586E+08   0.213539E+01
   0.405572E-02   0.141355E+08   0.141337E+08   0.584041E+05   0.547782E+05   0.134003E+08   0.141268E+08   0.141352E+08   0.141269E+08  -0.502273E+00   0.107348E+08   0.107347E+08   0.232637E+01
   0.453235E-02   0.139524E+08   0.139501E+08   0.463649E+05   0.449192E+05   0.131020E+08   0.139423E+08   0.139520E+08   0.139423E+08  -0.495712E+00   0.105951E+08   0.105951E+08   0.253257E+01
   0.506499E-02   0.137469E+08   0.137441E+08   0.410850E+05   0.367743E+05   0.127729E+08   0.137354E+08   0.137465E+08   0.137354E+08  -0.488353E+00   0.104385E+08   0.104384E+08   0.275479E+01
   0.512158E-02   0.137251E+08   0.137222E+08   0.404197E+05   0.363555E+05   0.127382E+08   0.137134E+08   0.137246E+08   0.137134E+08  -0.487571E+00   0.104219E+08   0.104218E+08   0.277792E+01
   0.517880E-02   0.137030E+08   0.137001E+08   0.391522E+05   0.358032E+05   0.127033E+08   0.136912E+08   0.137026E+08   0.136912E+08  -0.486781E+00   0.104050E+08   0.104050E+08   0.280122E+01
   0.523666E-02   0.136807E+08   0.136777E+08   0.373813E+05   0.351728E+05   0.126680E+08   0.136687E+08   0.136802E+08   0.136687E+08  -0.485982E+00   0.103881E+08   0.103880E+08   0.282468E+01
   0.529517E-02   0.136582E+08   0.136551E+08   0.353120E+05   0.345314E+05   0.126324E+08   0.136460E+08   0.136577E+08   0.136460E+08  -0.485175E+00   0.103709E+08   0.103708E+08   0.284832E+01
   0.535434E-02   0.136354E+08   0.136322E+08   0.332140E+05   0.339520E+05   0.125965E+08   0.136230E+08   0.136349E+08   0.136230E+08  -0.484358E+00   0.103535E+08   0.103535E+08   0.287212E+01
   0.541416E-02   0.136129E+08   0.136097E+08   0.313643E+05   0.335024E+05   0.125658E+08   0.136005E+08   0.136124E+08   0.136005E+08  -0.483556E+00   0.103364E+08   0.103364E+08   0.289609E+01
   0.547465E-02   0.135896E+08   0.135864E+08   0.299813E+05   0.332217E+05   0.125292E+08   0.135770E+08   0.135891E+08   0.135770E+08  -0.482723E+00   0.103187E+08   0.103187E+08   0.292023E+01
   0.553582E-02   0.135661E+08   0.135628E+08   0.291776E+05   0.331156E+05   0.124923E+08   0.135533E+08   0.135656E+08   0.135534E+08  -0.481881E+00   0.103008E+08   0.103007E+08   0.294455E+01
   0.559767E-02   0.135423E+08   0.135390E+08   0.289273E+05   0.331410E+05   0.124551E+08   0.135294E+08   0.135418E+08   0.135294E+08  -0.481030E+00   0.102827E+08   0.102826E+08   0.296903E+01
   0.566022E-02   0.135183E+08   0.135149E+08   0.290689E+05   0.332104E+05   0.124175E+08   0.135052E+08   0.135178E+08   0.135052E+08  -0.480170E+00   0.102644E+08   0.102643E+08   0.299368E+01
   0.572346E-02   0.134941E+08   0.134905E+08   0.293432E+05   0.332089E+05   0.123796E+08   0.134808E+08   0.134935E+08   0.134808E+08  -0.479301E+00   0.102459E+08   0.102459E+08   0.301850E+01
   0.578741E-02   0.134695E+08   0.134659E+08   0.294564E+05   0.330218E+05   0.123413E+08   0.134561E+08   0.134690E+08   0.134561E+08  -0.478423E+00   0.102272E+08   0.102272E+08   0.304349E+01
   0.585207E-02   0.134448E+08   0.134411E+08   0.291566E+05   0.325667E+05   0.123027E+08   0.134312E+08   0.134442E+08   0.134312E+08  -0.477536E+00   0.102084E+08   0.102083E+08   0.306866E+01
   0.591746E-02   0.134197E+08   0.134160E+08   0.283035E+05   0.318215E+05   0.122638E+08   0.134060E+08   0.134191E+08   0.134060E+08  -0.476640E+00   0.101893E+08   0.101893E+08   0.309399E+01
   0.598357E-02   0.133944E+08   0.133906E+08   0.269115E+05   0.308376E+05   0.122245E+08   0.133805E+08   0.133938E+08   0.133805E+08  -0.475735E+00   0.101701E+08   0.101700E+08   0.311950E+01
   0.605043E-02   0.133689E+08   0.133650E+08   0.251529E+05   0.297334E+05   0.121849E+08   0.133548E+08   0.133683E+08   0.133548E+08  -0.474821E+00   0.101506E+08   0.101506E+08   0.314518E+01
   0.611803E-02   0.133431E+08   0.133391E+08   0.233167E+05   0.286658E+05   0.121449E+08   0.133288E+08   0.133425E+08   0.133288E+08  -0.473897E+00   0.101310E+08   0.101309E+08   0.317103E+01
   0.618639E-02   0.133170E+08   0.133129E+08   0.217324E+05   0.277869E+05   0.121046E+08   0.133026E+08   0.133164E+08   0.133026E+08  -0.472964E+00   0.101111E+08   0.101111E+08   0.319705E+01
   0.625551E-02   0.132907E+08   0.132865E+08   0.206771E+05   0.271973E+05   0.120640E+08   0.132761E+08   0.132901E+08   0.132761E+08  -0.472022E+00   0.100911E+08   0.100910E+08   0.322325E+01
   0.632540E-02   0.132641E+08   0.132599E+08   0.202940E+05   0.269121E+05   0.120230E+08   0.132493E+08   0.132635E+08   0.132493E+08  -0.471070E+00   0.100709E+08   0.100708E+08   0.324961E+01
   0.639608E-02   0.132373E+08   0.132329E+08   0.205455E+05   0.268506E+05   0.119816E+08   0.132223E+08   0.132366E+08   0.132223E+08  -0.470109E+00   0.100504E+08   0.100504E+08   0.327615E+01
   0.646754E-02   0.132102E+08   0.132057E+08   0.212197E+05   0.268577E+05   0.119399E+08   0.131950E+08   0.132095E+08   0.131950E+08  -0.469138E+00   0.100298E+08   0.100297E+08   0.330285E+01
   0.653980E-02   0.131828E+08   0.131782E+08   0.219895E+05   0.267521E+05   0.118979E+08   0.131674E+08   0.131821E+08   0.131674E+08  -0.468158E+00   0.100089E+08   0.100089E+08   0.332973E+01
   0.661287E-02   0.131551E+08   0.131505E+08   0.225107E+05   0.263867E+05   0.118555E+08   0.131396E+08   0.131544E+08   0.131396E+08  -0.467169E+00   0.998790E+07   0.998782E+07   0.335678E+01
   0.668676E-02   0.131272E+08   0.131225E+08   0.225270E+05   0.257018E+05   0.118127E+08   0.131115E+08   0.131265E+08   0.131115E+08  -0.466169E+00   0.996665E+07   0.996658E+07   0.338399E+01
   0.676147E-02   0.130990E+08   0.130942E+08   0.219494E+05   0.247506E+05   0.117696E+08   0.130831E+08   0.130983E+08   0.130831E+08  -0.465160E+00   0.994520E+07   0.994512E+07   0.341138E+01
   0.683702E-02   0.130705E+08   0.130656E+08   0.208813E+05   0.236848E+05   0.117261E+08   0.130544E+08   0.130698E+08   0.130544E+08  -0.464142E+00   0.992354E+07   0.992346E+07   0.343893E+01
   0.691341E-02   0.130416E+08   0.130366E+08   0.195776E+05   0.227023E+05   0.116811E+08   0.130253E+08   0.130409E+08   0.130253E+08  -0.463107E+00   0.990154E+07   0.990145E+07   0.346666E+01
   0.699065E-02   0.130126E+08   0.130075E+08   0.183526E+05   0.219758E+05   0.116368E+08   0.129961E+08   0.130118E+08   0.129961E+08  -0.462068E+00   0.987946E+07   0.987938E+07   0.349454E+01
   0.706876E-02   0.129833E+08   0.129781E+08   0.174636E+05   0.215829E+05   0.115923E+08   0.129666E+08   0.129825E+08   0.129666E+08  -0.461020E+00   0.985717E+07   0.985709E+07   0.352260E+01
   0.714774E-02   0.129538E+08   0.129484E+08   0.170192E+05   0.214747E+05   0.115474E+08   0.129369E+08   0.129529E+08   0.129369E+08  -0.459962E+00   0.983468E+07   0.983459E+07   0.355082E+01
   0.722760E-02   0.129239E+08   0.129184E+08   0.169431E+05   0.214902E+05   0.115021E+08   0.129068E+08   0.129231E+08   0.129068E+08  -0.458894E+00   0.981197E+07   0.981189E+07   0.357921E+01
   0.730835E-02   0.128938E+08   0.128882E+08   0.170124E+05   0.214199E+05   0.114565E+08   0.128765E+08   0.128929E+08   0.128765E+08  -0.457816E+00   0.978906E+07   0.978897E+07   0.360776E+01
   0.739001E-02   0.128634E+08   0.128577E+08   0.169550E+05   0.210922E+05   0.114105E+08   0.128459E+08   0.128625E+08   0.128459E+08  -0.456728E+00   0.976593E+07   0.976584E+07   0.363647E+01
   0.747258E-02   0.128327E+08   0.128269E+08   0.165691E+05   0.204480E+05   0.113642E+08   0.128150E+08   0.128318E+08   0.128150E+08  -0.455630E+00   0.974259E+07   0.974250E+07   0.366534E+01
   0.755607E-02   0.128017E+08   0.127958E+08   0.158126E+05   0.195703E+05   0.113175E+08   0.127839E+08   0.128008E+08   0.127839E+08  -0.454521E+00   0.971904E+07   0.971894E+07   0.369437E+01
   0.764050E-02   0.127705E+08   0.127644E+08   0.148222E+05   0.186498E+05   0.112704E+08   0.127524E+08   0.127695E+08   0.127524E+08  -0.453403E+00   0.969527E+07   0.969517E+07   0.372357E+01
   0.772586E-02   0.127389E+08   0.127327E+08   0.138522E+05   0.179014E+05   0.112230E+08   0.127207E+08   0.127380E+08   0.127207E+08  -0.452275E+00   0.967128E+07   0.967118E+07   0.375291E+01
   0.781218E-02   0.127071E+08   0.127008E+08   0.131580E+05   0.174635E+05   0.111752E+08   0.126886E+08   0.127061E+08   0.126886E+08  -0.451136E+00   0.964708E+07   0.964698E+07   0.378242E+01
   0.789947E-02   0.126750E+08   0.126686E+08   0.128765E+05   0.173310E+05   0.111271E+08   0.126563E+08   0.126740E+08   0.126563E+08  -0.449987E+00   0.962266E+07   0.962256E+07   0.381207E+01
   0.798773E-02   0.126426E+08   0.126360E+08   0.129632E+05   0.173542E+05   0.110787E+08   0.126237E+08   0.126416E+08   0.126237E+08  -0.448828E+00   0.959803E+07   0.959792E+07   0.384188E+01
   0.807698E-02   0.126099E+08   0.126032E+08   0.132170E+05   0.173106E+05   0.110299E+08   0.125908E+08   0.126089E+08   0.125908E+08  -0.447658E+00   0.957317E+07   0.957307E+07   0.387184E+01
   0.816722E-02   0.125769E+08   0.125701E+08   0.133839E+05   0.170158E+05   0.109807E+08   0.125576E+08   0.125759E+08   0.125576E+08  -0.446478E+00   0.954810E+07   0.954799E+07   0.390194E+01
   0.825848E-02   0.125436E+08   0.125367E+08   0.132876E+05   0.164208E+05   0.109312E+08   0.125242E+08   0.125426E+08   0.125242E+08  -0.445288E+00   0.952280E+07   0.952269E+07   0.393219E+01
   0.835075E-02   0.125101E+08   0.125030E+08   0.129173E+05   0.156397E+05   0.108813E+08   0.124904E+08   0.125090E+08   0.124904E+08  -0.444087E+00   0.949728E+07   0.949717E+07   0.396259E+01
   0.844405E-02   0.124763E+08   0.124690E+08   0.124218E+05   0.148914E+05   0.108315E+08   0.124564E+08   0.124752E+08   0.124564E+08  -0.442878E+00   0.947159E+07   0.947148E+07   0.399312E+01
   0.853840E-02   0.124421E+08   0.124347E+08   0.120101E+05   0.143802E+05   0.107810E+08   0.124220E+08   0.124410E+08   0.124220E+08  -0.441656E+00   0.944563E+07   0.944552E+07   0.402379E+01
   0.863380E-02   0.124077E+08   0.124001E+08   0.118139E+05   0.141803E+05   0.107301E+08   0.123874E+08   0.124065E+08   0.123874E+08  -0.440424E+00   0.941945E+07   0.941933E+07   0.405460E+01
   0.873027E-02   0.123729E+08   0.123652E+08   0.117926E+05   0.141908E+05   0.106788E+08   0.123524E+08   0.123717E+08   0.123524E+08  -0.439181E+00   0.939304E+07   0.939292E+07   0.408554E+01
   0.882781E-02   0.123379E+08   0.123300E+08   0.117475E+05   0.141922E+05   0.106273E+08   0.123171E+08   0.123367E+08   0.123171E+08  -0.437927E+00   0.936641E+07   0.936628E+07   0.411660E+01
   0.892644E-02   0.123025E+08   0.122945E+08   0.114444E+05   0.139762E+05   0.105754E+08   0.122816E+08   0.123013E+08   0.122816E+08  -0.436663E+00   0.933955E+07   0.933942E+07   0.414780E+01
   0.902618E-02   0.122669E+08   0.122587E+08   0.107773E+05   0.134739E+05   0.105231E+08   0.122457E+08   0.122656E+08   0.122457E+08  -0.435388E+00   0.931246E+07   0.931233E+07   0.417911E+01
   0.912703E-02   0.122309E+08   0.122226E+08   0.986667E+04   0.128008E+05   0.104705E+08   0.122095E+08   0.122296E+08   0.122095E+08  -0.434102E+00   0.928514E+07   0.928501E+07   0.421055E+01
   0.922901E-02   0.121947E+08   0.121861E+08   0.901749E+04   0.121856E+05   0.104176E+08   0.121731E+08   0.121934E+08   0.121731E+08  -0.432805E+00   0.925760E+07   0.925746E+07   0.424210E+01
   0.933212E-02   0.121581E+08   0.121494E+08   0.854662E+04   0.118222E+05   0.103644E+08   0.121363E+08   0.121568E+08   0.121363E+08  -0.431497E+00   0.922982E+07   0.922968E+07   0.427376E+01
   0.943639E-02   0.121213E+08   0.121124E+08   0.857935E+04   0.117397E+05   0.103108E+08   0.120992E+08   0.121199E+08   0.120992E+08  -0.430179E+00   0.920182E+07   0.920168E+07   0.430553E+01
   0.954182E-02   0.120841E+08   0.120750E+08   0.895168E+04   0.117807E+05   0.102569E+08   0.120618E+08   0.120827E+08   0.120618E+08  -0.428849E+00   0.917358E+07   0.917344E+07   0.433740E+01
   0.964844E-02   0.120466E+08   0.120374E+08   0.929839E+04   0.117079E+05   0.102026E+08   0.120241E+08   0.120452E+08   0.120241E+08  -0.427509E+00   0.914511E+07   0.914497E+07   0.436937E+01
   0.975624E-02   0.120088E+08   0.119994E+08   0.928623E+04   0.113715E+05   0.101480E+08   0.119861E+08   0.120073E+08   0.119861E+08  -0.426158E+00   0.911641E+07   0.911626E+07   0.440143E+01
   0.986524E-02   0.119707E+08   0.119611E+08   0.884177E+04   0.108190E+05   0.100931E+08   0.119478E+08   0.119692E+08   0.119478E+08  -0.424795E+00   0.908747E+07   0.908732E+07   0.443358E+01
   0.997547E-02   0.119323E+08   0.119225E+08   0.820915E+04   0.102619E+05   0.100378E+08   0.119091E+08   0.119308E+08   0.119091E+08  -0.423421E+00   0.905828E+07   0.905813E+07   0.446582E+01
   0.100869E-01   0.118936E+08   0.118836E+08   0.777883E+04   0.991796E+04   0.998226E+07   0.118702E+08   0.118920E+08   0.118702E+08  -0.422036E+00   0.902888E+07   0.902872E+07   0.449814E+01
   0.101996E-01   0.118545E+08   0.118443E+08   0.779418E+04   0.984335E+04   0.992637E+07   0.118309E+08   0.118529E+08   0.118309E+08  -0.420640E+00   0.899923E+07   0.899908E+07   0.453053E+01
   0.103136E-01   0.118152E+08   0.118048E+08   0.814891E+04   0.988652E+04   0.987016E+07   0.117913E+08   0.118135E+08   0.117914E+08  -0.419233E+00   0.896935E+07   0.896919E+07   0.456298E+01
   0.104288E-01   0.117755E+08   0.117649E+08   0.844084E+04   0.980770E+04   0.981364E+07   0.117515E+08   0.117738E+08   0.117515E+08  -0.417814E+00   0.893923E+07   0.893907E+07   0.459550E+01
   0.105453E-01   0.117355E+08   0.117247E+08   0.826445E+04   0.947451E+04   0.975681E+07   0.117112E+08   0.117338E+08   0.117112E+08  -0.416385E+00   0.890888E+07   0.890871E+07   0.462807E+01
   0.106632E-01   0.116952E+08   0.116842E+08   0.753066E+04   0.897360E+04   0.969966E+07   0.116707E+08   0.116935E+08   0.116707E+08  -0.414944E+00   0.887828E+07   0.887811E+07   0.466070E+01
   0.107823E-01   0.116546E+08   0.116433E+08   0.656025E+04   0.853862E+04   0.964220E+07   0.116299E+08   0.116528E+08   0.116299E+08  -0.413491E+00   0.884744E+07   0.884727E+07   0.469336E+01
   0.109028E-01   0.116136E+08   0.116022E+08   0.585837E+04   0.834781E+04   0.958443E+07   0.115887E+08   0.116118E+08   0.115887E+08  -0.412027E+00   0.881637E+07   0.881619E+07   0.472606E+01
   0.110246E-01   0.115724E+08   0.115607E+08   0.573459E+04   0.836496E+04   0.952636E+07   0.115472E+08   0.115705E+08   0.115472E+08  -0.410552E+00   0.878505E+07   0.878487E+07   0.475879E+01
   0.111478E-01   0.115308E+08   0.115189E+08   0.607328E+04   0.837034E+04   0.946798E+07   0.115054E+08   0.115289E+08   0.115054E+08  -0.409066E+00   0.875349E+07   0.875331E+07   0.479154E+01
   0.112723E-01   0.114889E+08   0.114767E+08   0.644891E+04   0.816265E+04   0.940932E+07   0.114632E+08   0.114870E+08   0.114633E+08  -0.407567E+00   0.872169E+07   0.872150E+07   0.482430E+01
   0.113983E-01   0.114466E+08   0.114343E+08   0.649086E+04   0.774923E+04   0.935036E+07   0.114208E+08   0.114447E+08   0.114208E+08  -0.406058E+00   0.868964E+07   0.868945E+07   0.485707E+01
   0.115256E-01   0.114041E+08   0.113915E+08   0.618014E+04   0.734043E+04   0.929115E+07   0.113780E+08   0.114021E+08   0.113780E+08  -0.404537E+00   0.865735E+07   0.865716E+07   0.488983E+01
   0.116544E-01   0.113612E+08   0.113483E+08   0.581605E+04   0.714394E+04   0.923163E+07   0.113349E+08   0.113592E+08   0.113349E+08  -0.403004E+00   0.862482E+07   0.862462E+07   0.492258E+01
   0.117846E-01   0.113180E+08   0.113049E+08   0.569401E+04   0.715632E+04   0.917184E+07   0.112915E+08   0.113159E+08   0.112915E+08  -0.401459E+00   0.859204E+07   0.859184E+07   0.495531E+01
   0.119163E-01   0.112744E+08   0.112611E+08   0.581073E+04   0.716509E+04   0.911177E+07   0.112477E+08   0.112724E+08   0.112477E+08  -0.399903E+00   0.855901E+07   0.855881E+07   0.498801E+01
   0.120494E-01   0.112306E+08   0.112170E+08   0.588534E+04   0.696927E+04   0.905145E+07   0.112036E+08   0.112285E+08   0.112036E+08  -0.398335E+00   0.852574E+07   0.852553E+07   0.502067E+01
   0.121841E-01   0.111864E+08   0.111725E+08   0.566532E+04   0.659352E+04   0.899087E+07   0.111592E+08   0.111842E+08   0.111592E+08  -0.396756E+00   0.849222E+07   0.849200E+07   0.505328E+01
   0.123202E-01   0.111418E+08   0.111277E+08   0.519087E+04   0.626230E+04   0.893004E+07   0.111144E+08   0.111397E+08   0.111144E+08  -0.395165E+00   0.845845E+07   0.845823E+07   0.508583E+01
   0.124579E-01   0.110970E+08   0.110826E+08   0.473814E+04   0.615199E+04   0.886896E+07   0.110693E+08   0.110948E+08   0.110693E+08  -0.393562E+00   0.842443E+07   0.842421E+07   0.511831E+01
   0.125970E-01   0.110518E+08   0.110371E+08   0.451662E+04   0.619112E+04   0.880764E+07   0.110239E+08   0.110495E+08   0.110239E+08  -0.391947E+00   0.839016E+07   0.838994E+07   0.515070E+01
   0.127378E-01   0.110063E+08   0.109913E+08   0.447246E+04   0.614172E+04   0.874610E+07   0.109782E+08   0.110040E+08   0.109782E+08  -0.390320E+00   0.835565E+07   0.835543E+07   0.518301E+01
   0.128801E-01   0.109604E+08   0.109452E+08   0.441979E+04   0.587835E+04   0.868432E+07   0.109321E+08   0.109581E+08   0.109321E+08  -0.388682E+00   0.832089E+07   0.832066E+07   0.521521E+01
   0.130240E-01   0.109142E+08   0.108987E+08   0.431779E+04   0.553876E+04   0.862231E+07   0.108857E+08   0.109118E+08   0.108857E+08  -0.387032E+00   0.828588E+07   0.828564E+07   0.524729E+01
   0.131695E-01   0.108677E+08   0.108519E+08   0.431981E+04   0.535610E+04   0.856008E+07   0.108389E+08   0.108653E+08   0.108389E+08  -0.385370E+00   0.825061E+07   0.825037E+07   0.527925E+01
   0.133167E-01   0.108208E+08   0.108048E+08   0.451172E+04   0.536845E+04   0.849764E+07   0.107918E+08   0.108183E+08   0.107918E+08  -0.383696E+00   0.821510E+07   0.821486E+07   0.531106E+01
   0.134655E-01   0.107737E+08   0.107573E+08   0.469314E+04   0.536990E+04   0.843492E+07   0.107444E+08   0.107711E+08   0.107444E+08  -0.382010E+00   0.817933E+07   0.817909E+07   0.534271E+01
   0.136159E-01   0.107261E+08   0.107095E+08   0.455212E+04   0.517696E+04   0.837206E+07   0.106967E+08   0.107235E+08   0.106967E+08  -0.380312E+00   0.814332E+07   0.814307E+07   0.537420E+01
   0.137681E-01   0.106783E+08   0.106613E+08   0.406993E+04   0.487075E+04   0.830898E+07   0.106486E+08   0.106756E+08   0.106486E+08  -0.378603E+00   0.810705E+07   0.810680E+07   0.540551E+01
   0.139219E-01   0.106301E+08   0.106128E+08   0.361496E+04   0.468791E+04   0.824570E+07   0.106002E+08   0.106274E+08   0.106002E+08  -0.376881E+00   0.807053E+07   0.807027E+07   0.543662E+01
