#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.225652E-03   0.120776E+08   0.120776E+08   0.139993E+08   0.139946E+08   0.120719E+08   0.120775E+08   0.120776E+08   0.120846E+08  -0.573224E+00   0.105786E+08   0.105786E+08   0.248982E+00
   0.252171E-03   0.120760E+08   0.120760E+08   0.135158E+08   0.135102E+08   0.120687E+08   0.120759E+08   0.120760E+08   0.120828E+08  -0.573132E+00   0.105772E+08   0.105772E+08   0.277727E+00
   0.281806E-03   0.120740E+08   0.120740E+08   0.129342E+08   0.129275E+08   0.120648E+08   0.120740E+08   0.120740E+08   0.120805E+08  -0.573019E+00   0.105755E+08   0.105755E+08   0.309655E+00
   0.314923E-03   0.120716E+08   0.120716E+08   0.122412E+08   0.122335E+08   0.120599E+08   0.120715E+08   0.120716E+08   0.120777E+08  -0.572879E+00   0.105734E+08   0.105734E+08   0.345072E+00
   0.351933E-03   0.120686E+08   0.120686E+08   0.114255E+08   0.114169E+08   0.120538E+08   0.120685E+08   0.120686E+08   0.120743E+08  -0.572706E+00   0.105707E+08   0.105707E+08   0.384295E+00
   0.393291E-03   0.120649E+08   0.120649E+08   0.104800E+08   0.104705E+08   0.120463E+08   0.120647E+08   0.120649E+08   0.120701E+08  -0.572494E+00   0.105675E+08   0.105675E+08   0.427650E+00
   0.439511E-03   0.120603E+08   0.120603E+08   0.940542E+07   0.939538E+07   0.120370E+08   0.120601E+08   0.120603E+08   0.120649E+08  -0.572235E+00   0.105634E+08   0.105634E+08   0.475465E+00
   0.491162E-03   0.120546E+08   0.120546E+08   0.821432E+07   0.820425E+07   0.120254E+08   0.120544E+08   0.120546E+08   0.120586E+08  -0.571919E+00   0.105584E+08   0.105584E+08   0.528068E+00
   0.548882E-03   0.120477E+08   0.120476E+08   0.693626E+07   0.692689E+07   0.120112E+08   0.120474E+08   0.120477E+08   0.120509E+08  -0.571537E+00   0.105523E+08   0.105523E+08   0.585780E+00
   0.613387E-03   0.120392E+08   0.120391E+08   0.562164E+07   0.561392E+07   0.119936E+08   0.120388E+08   0.120392E+08   0.120417E+08  -0.571076E+00   0.105448E+08   0.105448E+08   0.648913E+00
   0.685471E-03   0.120288E+08   0.120288E+08   0.434289E+07   0.433779E+07   0.119720E+08   0.120284E+08   0.120288E+08   0.120306E+08  -0.570524E+00   0.105356E+08   0.105356E+08   0.717781E+00
   0.766027E-03   0.120163E+08   0.120162E+08   0.318896E+07   0.318723E+07   0.119455E+08   0.120157E+08   0.120163E+08   0.120174E+08  -0.569868E+00   0.105245E+08   0.105245E+08   0.792707E+00
   0.856050E-03   0.120012E+08   0.120011E+08   0.224974E+07   0.225143E+07   0.119132E+08   0.120005E+08   0.120011E+08   0.120016E+08  -0.569091E+00   0.105110E+08   0.105110E+08   0.874061E+00
   0.956652E-03   0.119830E+08   0.119829E+08   0.158873E+07   0.159282E+07   0.118738E+08   0.119822E+08   0.119830E+08   0.119830E+08  -0.568176E+00   0.104949E+08   0.104949E+08   0.962290E+00
   0.106908E-02   0.119613E+08   0.119612E+08   0.120999E+07   0.121428E+07   0.118262E+08   0.119603E+08   0.119613E+08   0.119609E+08  -0.567103E+00   0.104756E+08   0.104756E+08   0.105796E+01
   0.119471E-02   0.119356E+08   0.119355E+08   0.103744E+07   0.103934E+07   0.117688E+08   0.119344E+08   0.119356E+08   0.119349E+08  -0.565847E+00   0.104527E+08   0.104527E+08   0.116176E+01
   0.133512E-02   0.119053E+08   0.119051E+08   0.934855E+06   0.933017E+06   0.116999E+08   0.119037E+08   0.119053E+08   0.119042E+08  -0.564376E+00   0.104257E+08   0.104257E+08   0.127451E+01
   0.149202E-02   0.118696E+08   0.118693E+08   0.782247E+06   0.777952E+06   0.116178E+08   0.118676E+08   0.118696E+08   0.118680E+08  -0.562654E+00   0.103941E+08   0.103940E+08   0.139707E+01
   0.166736E-02   0.118278E+08   0.118275E+08   0.569183E+06   0.565119E+06   0.115205E+08   0.118254E+08   0.118277E+08   0.118257E+08  -0.560641E+00   0.103570E+08   0.103570E+08   0.153026E+01
   0.186330E-02   0.117790E+08   0.117786E+08   0.398172E+06   0.394139E+06   0.114059E+08   0.117761E+08   0.117789E+08   0.117763E+08  -0.558293E+00   0.103139E+08   0.103138E+08   0.167490E+01
   0.208228E-02   0.117223E+08   0.117218E+08   0.337737E+06   0.329369E+06   0.112720E+08   0.117188E+08   0.117222E+08   0.117189E+08  -0.555566E+00   0.102637E+08   0.102637E+08   0.183188E+01
   0.232699E-02   0.116566E+08   0.116559E+08   0.302269E+06   0.289765E+06   0.111172E+08   0.116524E+08   0.116565E+08   0.116525E+08  -0.552413E+00   0.102056E+08   0.102056E+08   0.200224E+01
   0.260045E-02   0.115808E+08   0.115800E+08   0.212480E+06   0.206101E+06   0.109401E+08   0.115758E+08   0.115807E+08   0.115759E+08  -0.548779E+00   0.101387E+08   0.101387E+08   0.218704E+01
   0.290605E-02   0.114938E+08   0.114928E+08   0.156528E+06   0.158293E+06   0.107396E+08   0.114879E+08   0.114936E+08   0.114880E+08  -0.544609E+00   0.100619E+08   0.100619E+08   0.238739E+01
   0.324757E-02   0.113944E+08   0.113932E+08   0.139614E+06   0.138229E+06   0.105156E+08   0.113875E+08   0.113942E+08   0.113876E+08  -0.539847E+00   0.997424E+07   0.997422E+07   0.260443E+01
   0.362922E-02   0.112814E+08   0.112799E+08   0.979105E+05   0.955824E+05   0.102682E+08   0.112735E+08   0.112812E+08   0.112735E+08  -0.534436E+00   0.987461E+07   0.987458E+07   0.283936E+01
   0.405572E-02   0.111536E+08   0.111517E+08   0.885650E+05   0.845935E+05   0.999757E+07   0.111445E+08   0.111533E+08   0.111445E+08  -0.528321E+00   0.976200E+07   0.976196E+07   0.309337E+01
   0.453235E-02   0.110101E+08   0.110078E+08   0.623941E+05   0.592825E+05   0.971018E+07   0.109999E+08   0.110097E+08   0.109999E+08  -0.521463E+00   0.963572E+07   0.963567E+07   0.336762E+01
   0.506499E-02   0.108492E+08   0.108465E+08   0.508488E+05   0.505158E+05   0.939152E+07   0.108378E+08   0.108488E+08   0.108378E+08  -0.513776E+00   0.949420E+07   0.949414E+07   0.366316E+01
   0.512158E-02   0.108322E+08   0.108293E+08   0.486564E+05   0.483637E+05   0.935825E+07   0.108206E+08   0.108317E+08   0.108206E+08  -0.512961E+00   0.947919E+07   0.947913E+07   0.369392E+01
   0.517880E-02   0.108149E+08   0.108120E+08   0.464977E+05   0.462015E+05   0.932471E+07   0.108032E+08   0.108145E+08   0.108032E+08  -0.512137E+00   0.946402E+07   0.946396E+07   0.372491E+01
   0.523666E-02   0.107975E+08   0.107945E+08   0.445533E+05   0.441977E+05   0.929091E+07   0.107856E+08   0.107970E+08   0.107856E+08  -0.511304E+00   0.944869E+07   0.944862E+07   0.375611E+01
   0.529517E-02   0.107799E+08   0.107768E+08   0.429819E+05   0.424970E+05   0.925685E+07   0.107679E+08   0.107794E+08   0.107679E+08  -0.510462E+00   0.943319E+07   0.943312E+07   0.378754E+01
   0.535434E-02   0.107621E+08   0.107590E+08   0.418902E+05   0.411949E+05   0.922252E+07   0.107499E+08   0.107616E+08   0.107499E+08  -0.509611E+00   0.941753E+07   0.941746E+07   0.381920E+01
   0.541416E-02   0.107441E+08   0.107409E+08   0.413106E+05   0.403200E+05   0.918792E+07   0.107318E+08   0.107436E+08   0.107318E+08  -0.508752E+00   0.940171E+07   0.940164E+07   0.385108E+01
   0.547465E-02   0.107258E+08   0.107226E+08   0.411901E+05   0.398268E+05   0.915133E+07   0.107134E+08   0.107253E+08   0.107134E+08  -0.507878E+00   0.938563E+07   0.938556E+07   0.388318E+01
   0.553582E-02   0.107074E+08   0.107041E+08   0.413964E+05   0.396051E+05   0.911616E+07   0.106948E+08   0.107069E+08   0.106949E+08  -0.507001E+00   0.936947E+07   0.936940E+07   0.391552E+01
   0.559767E-02   0.106889E+08   0.106855E+08   0.417364E+05   0.394970E+05   0.908071E+07   0.106761E+08   0.106883E+08   0.106762E+08  -0.506114E+00   0.935314E+07   0.935307E+07   0.394807E+01
   0.566022E-02   0.106701E+08   0.106667E+08   0.419901E+05   0.393289E+05   0.904500E+07   0.106572E+08   0.106696E+08   0.106573E+08  -0.505218E+00   0.933665E+07   0.933658E+07   0.398086E+01
   0.572346E-02   0.106512E+08   0.106476E+08   0.419516E+05   0.389667E+05   0.900902E+07   0.106381E+08   0.106506E+08   0.106382E+08  -0.504313E+00   0.931999E+07   0.931991E+07   0.401387E+01
   0.578741E-02   0.106320E+08   0.106284E+08   0.414690E+05   0.383597E+05   0.897276E+07   0.106189E+08   0.106314E+08   0.106189E+08  -0.503398E+00   0.930316E+07   0.930308E+07   0.404711E+01
   0.585207E-02   0.106127E+08   0.106090E+08   0.404765E+05   0.375048E+05   0.893624E+07   0.105994E+08   0.106121E+08   0.105994E+08  -0.502474E+00   0.928615E+07   0.928607E+07   0.408058E+01
   0.591746E-02   0.105931E+08   0.105894E+08   0.390107E+05   0.364461E+05   0.889944E+07   0.105797E+08   0.105925E+08   0.105797E+08  -0.501541E+00   0.926898E+07   0.926890E+07   0.411427E+01
   0.598357E-02   0.105734E+08   0.105696E+08   0.372059E+05   0.352710E+05   0.886238E+07   0.105598E+08   0.105728E+08   0.105598E+08  -0.500599E+00   0.925163E+07   0.925155E+07   0.414820E+01
   0.605043E-02   0.105535E+08   0.105496E+08   0.352687E+05   0.340954E+05   0.882504E+07   0.105397E+08   0.105529E+08   0.105398E+08  -0.499647E+00   0.923411E+07   0.923402E+07   0.418235E+01
   0.611803E-02   0.105333E+08   0.105293E+08   0.334347E+05   0.330400E+05   0.878743E+07   0.105195E+08   0.105327E+08   0.105195E+08  -0.498686E+00   0.921641E+07   0.921633E+07   0.421673E+01
   0.618639E-02   0.105130E+08   0.105089E+08   0.319171E+05   0.322026E+05   0.874956E+07   0.104990E+08   0.105124E+08   0.104990E+08  -0.497715E+00   0.919854E+07   0.919846E+07   0.425134E+01
   0.625551E-02   0.104924E+08   0.104883E+08   0.308574E+05   0.316331E+05   0.871141E+07   0.104783E+08   0.104918E+08   0.104783E+08  -0.496734E+00   0.918050E+07   0.918041E+07   0.428617E+01
   0.632540E-02   0.104717E+08   0.104675E+08   0.302902E+05   0.313184E+05   0.867300E+07   0.104574E+08   0.104711E+08   0.104574E+08  -0.495744E+00   0.916227E+07   0.916218E+07   0.432124E+01
   0.639608E-02   0.104508E+08   0.104464E+08   0.301323E+05   0.311821E+05   0.863432E+07   0.104363E+08   0.104501E+08   0.104363E+08  -0.494744E+00   0.914387E+07   0.914377E+07   0.435653E+01
   0.646754E-02   0.104296E+08   0.104252E+08   0.302001E+05   0.311003E+05   0.859538E+07   0.104150E+08   0.104289E+08   0.104150E+08  -0.493734E+00   0.912529E+07   0.912519E+07   0.439205E+01
   0.653980E-02   0.104083E+08   0.104038E+08   0.302527E+05   0.309319E+05   0.855617E+07   0.103935E+08   0.104076E+08   0.103935E+08  -0.492715E+00   0.910652E+07   0.910642E+07   0.442779E+01
   0.661287E-02   0.103867E+08   0.103821E+08   0.300531E+05   0.305558E+05   0.851670E+07   0.103718E+08   0.103860E+08   0.103718E+08  -0.491685E+00   0.908758E+07   0.908748E+07   0.446376E+01
   0.668676E-02   0.103650E+08   0.103603E+08   0.294312E+05   0.299051E+05   0.847749E+07   0.103499E+08   0.103642E+08   0.103499E+08  -0.490648E+00   0.906848E+07   0.906838E+07   0.449996E+01
   0.676147E-02   0.103430E+08   0.103382E+08   0.283324E+05   0.289883E+05   0.843751E+07   0.103278E+08   0.103422E+08   0.103278E+08  -0.489599E+00   0.904918E+07   0.904907E+07   0.453638E+01
   0.683702E-02   0.103208E+08   0.103159E+08   0.268383E+05   0.278906E+05   0.839727E+07   0.103055E+08   0.103200E+08   0.103055E+08  -0.488540E+00   0.902969E+07   0.902958E+07   0.457303E+01
   0.691341E-02   0.102984E+08   0.102934E+08   0.251507E+05   0.267526E+05   0.835678E+07   0.102829E+08   0.102976E+08   0.102829E+08  -0.487471E+00   0.901001E+07   0.900990E+07   0.460990E+01
   0.699065E-02   0.102758E+08   0.102707E+08   0.235409E+05   0.257311E+05   0.831603E+07   0.102601E+08   0.102750E+08   0.102602E+08  -0.486391E+00   0.899015E+07   0.899004E+07   0.464700E+01
   0.706876E-02   0.102530E+08   0.102478E+08   0.222763E+05   0.249520E+05   0.827503E+07   0.102372E+08   0.102522E+08   0.102372E+08  -0.485302E+00   0.897010E+07   0.896999E+07   0.468431E+01
   0.714774E-02   0.102299E+08   0.102246E+08   0.215442E+05   0.244708E+05   0.823378E+07   0.102140E+08   0.102291E+08   0.102140E+08  -0.484203E+00   0.894987E+07   0.894976E+07   0.472185E+01
   0.722760E-02   0.102067E+08   0.102013E+08   0.213950E+05   0.242528E+05   0.819227E+07   0.101906E+08   0.102058E+08   0.101906E+08  -0.483093E+00   0.892944E+07   0.892933E+07   0.475960E+01
   0.730835E-02   0.101832E+08   0.101777E+08   0.217236E+05   0.241814E+05   0.815052E+07   0.101669E+08   0.101824E+08   0.101669E+08  -0.481973E+00   0.890883E+07   0.890872E+07   0.479757E+01
   0.739001E-02   0.101595E+08   0.101539E+08   0.222958E+05   0.240941E+05   0.810852E+07   0.101431E+08   0.101586E+08   0.101431E+08  -0.480842E+00   0.888803E+07   0.888791E+07   0.483576E+01
   0.747258E-02   0.101356E+08   0.101299E+08   0.228163E+05   0.238359E+05   0.806627E+07   0.101190E+08   0.101347E+08   0.101190E+08  -0.479702E+00   0.886704E+07   0.886691E+07   0.487416E+01
   0.755607E-02   0.101115E+08   0.101056E+08   0.230168E+05   0.233127E+05   0.802378E+07   0.100947E+08   0.101106E+08   0.100948E+08  -0.478550E+00   0.884585E+07   0.884573E+07   0.491277E+01
   0.764050E-02   0.100871E+08   0.100811E+08   0.227376E+05   0.225261E+05   0.798104E+07   0.100702E+08   0.100862E+08   0.100702E+08  -0.477389E+00   0.882447E+07   0.882435E+07   0.495160E+01
   0.772586E-02   0.100626E+08   0.100564E+08   0.219752E+05   0.215753E+05   0.793807E+07   0.100455E+08   0.100616E+08   0.100455E+08  -0.476216E+00   0.880290E+07   0.880277E+07   0.499063E+01
   0.781218E-02   0.100378E+08   0.100315E+08   0.208784E+05   0.206230E+05   0.789486E+07   0.100206E+08   0.100368E+08   0.100206E+08  -0.475034E+00   0.878113E+07   0.878100E+07   0.502987E+01
   0.789947E-02   0.100128E+08   0.100064E+08   0.196923E+05   0.198365E+05   0.785127E+07   0.999537E+07   0.100118E+08   0.999538E+07  -0.473839E+00   0.875916E+07   0.875903E+07   0.506932E+01
   0.798773E-02   0.998752E+07   0.998100E+07   0.186689E+05   0.193237E+05   0.780758E+07   0.996997E+07   0.998651E+07   0.996998E+07  -0.472635E+00   0.873700E+07   0.873686E+07   0.510897E+01
   0.807698E-02   0.996205E+07   0.995540E+07   0.179759E+05   0.190897E+05   0.776365E+07   0.994434E+07   0.996102E+07   0.994435E+07  -0.471420E+00   0.871464E+07   0.871450E+07   0.514881E+01
   0.816722E-02   0.993636E+07   0.992957E+07   0.176382E+05   0.190324E+05   0.771950E+07   0.991849E+07   0.993531E+07   0.991850E+07  -0.470195E+00   0.869209E+07   0.869195E+07   0.518886E+01
   0.825848E-02   0.991044E+07   0.990351E+07   0.175354E+05   0.189821E+05   0.767511E+07   0.989240E+07   0.990937E+07   0.989242E+07  -0.468958E+00   0.866934E+07   0.866919E+07   0.522909E+01
   0.835075E-02   0.988429E+07   0.987722E+07   0.174578E+05   0.187702E+05   0.763050E+07   0.986609E+07   0.988319E+07   0.986610E+07  -0.467711E+00   0.864638E+07   0.864624E+07   0.526952E+01
   0.844405E-02   0.985790E+07   0.985070E+07   0.171990E+05   0.183014E+05   0.758566E+07   0.983955E+07   0.985679E+07   0.983956E+07  -0.466452E+00   0.862323E+07   0.862308E+07   0.531013E+01
   0.853840E-02   0.983129E+07   0.982394E+07   0.166473E+05   0.175958E+05   0.754060E+07   0.981278E+07   0.983015E+07   0.981278E+07  -0.465183E+00   0.859987E+07   0.859972E+07   0.535093E+01
   0.863380E-02   0.980445E+07   0.979694E+07   0.158354E+05   0.167824E+05   0.749532E+07   0.978577E+07   0.980329E+07   0.978578E+07  -0.463903E+00   0.857631E+07   0.857616E+07   0.539191E+01
   0.873027E-02   0.977737E+07   0.976971E+07   0.149261E+05   0.160428E+05   0.744982E+07   0.975853E+07   0.977619E+07   0.975854E+07  -0.462611E+00   0.855255E+07   0.855239E+07   0.543306E+01
   0.882781E-02   0.975006E+07   0.974225E+07   0.141373E+05   0.155277E+05   0.740411E+07   0.973105E+07   0.974885E+07   0.973106E+07  -0.461309E+00   0.852858E+07   0.852842E+07   0.547439E+01
   0.892644E-02   0.972251E+07   0.971454E+07   0.136412E+05   0.152853E+05   0.735818E+07   0.970334E+07   0.972128E+07   0.970335E+07  -0.459995E+00   0.850441E+07   0.850425E+07   0.551588E+01
   0.902618E-02   0.969473E+07   0.968660E+07   0.134835E+05   0.152366E+05   0.731205E+07   0.967539E+07   0.969347E+07   0.967540E+07  -0.458670E+00   0.848003E+07   0.847986E+07   0.555754E+01
   0.912703E-02   0.966671E+07   0.965842E+07   0.135645E+05   0.152117E+05   0.726575E+07   0.964721E+07   0.966543E+07   0.964722E+07  -0.457334E+00   0.845545E+07   0.845528E+07   0.559935E+01
   0.922901E-02   0.963845E+07   0.962999E+07   0.136915E+05   0.150338E+05   0.721922E+07   0.961879E+07   0.963714E+07   0.961880E+07  -0.455987E+00   0.843066E+07   0.843048E+07   0.564132E+01
   0.933212E-02   0.960995E+07   0.960132E+07   0.136791E+05   0.146104E+05   0.717250E+07   0.959012E+07   0.960862E+07   0.959013E+07  -0.454628E+00   0.840566E+07   0.840548E+07   0.568344E+01
   0.943639E-02   0.958121E+07   0.957241E+07   0.134439E+05   0.139826E+05   0.712559E+07   0.956122E+07   0.957985E+07   0.956123E+07  -0.453258E+00   0.838045E+07   0.838026E+07   0.572570E+01
   0.954182E-02   0.955223E+07   0.954325E+07   0.130414E+05   0.133049E+05   0.707850E+07   0.953208E+07   0.955084E+07   0.953208E+07  -0.451876E+00   0.835502E+07   0.835484E+07   0.576810E+01
   0.964844E-02   0.952301E+07   0.951385E+07   0.126223E+05   0.127626E+05   0.703123E+07   0.950269E+07   0.952160E+07   0.950270E+07  -0.450483E+00   0.832939E+07   0.832920E+07   0.581063E+01
   0.975624E-02   0.949355E+07   0.948420E+07   0.123300E+05   0.124682E+05   0.698379E+07   0.947306E+07   0.949210E+07   0.947307E+07  -0.449078E+00   0.830355E+07   0.830336E+07   0.585329E+01
   0.986524E-02   0.946384E+07   0.945431E+07   0.121997E+05   0.123961E+05   0.693618E+07   0.944319E+07   0.946236E+07   0.944319E+07  -0.447662E+00   0.827749E+07   0.827730E+07   0.589606E+01
   0.997547E-02   0.943388E+07   0.942416E+07   0.121230E+05   0.123959E+05   0.688842E+07   0.941307E+07   0.943238E+07   0.941307E+07  -0.446234E+00   0.825122E+07   0.825102E+07   0.593895E+01
   0.100869E-01   0.940368E+07   0.939377E+07   0.119083E+05   0.122797E+05   0.684050E+07   0.938270E+07   0.940215E+07   0.938271E+07  -0.444794E+00   0.822474E+07   0.822453E+07   0.598194E+01
   0.101996E-01   0.937323E+07   0.936313E+07   0.114074E+05   0.119363E+05   0.679244E+07   0.935209E+07   0.937167E+07   0.935210E+07  -0.443343E+00   0.819804E+07   0.819783E+07   0.602503E+01
   0.103136E-01   0.934253E+07   0.933223E+07   0.106325E+05   0.114007E+05   0.674422E+07   0.932123E+07   0.934094E+07   0.932123E+07  -0.441880E+00   0.817112E+07   0.817091E+07   0.606821E+01
   0.104288E-01   0.931159E+07   0.930108E+07   0.978094E+04   0.108340E+05   0.669588E+07   0.929012E+07   0.930996E+07   0.929012E+07  -0.440405E+00   0.814399E+07   0.814377E+07   0.611147E+01
   0.105453E-01   0.928039E+07   0.926968E+07   0.913902E+04   0.104202E+05   0.664740E+07   0.925876E+07   0.927874E+07   0.925877E+07  -0.438919E+00   0.811664E+07   0.811642E+07   0.615481E+01
   0.106632E-01   0.924895E+07   0.923802E+07   0.891049E+04   0.102450E+05   0.659879E+07   0.922715E+07   0.924726E+07   0.922716E+07  -0.437420E+00   0.808907E+07   0.808885E+07   0.619822E+01
   0.107823E-01   0.921725E+07   0.920611E+07   0.907809E+04   0.102364E+05   0.655006E+07   0.919529E+07   0.921553E+07   0.919530E+07  -0.435910E+00   0.806128E+07   0.806105E+07   0.624168E+01
   0.109028E-01   0.918530E+07   0.917394E+07   0.939675E+04   0.102130E+05   0.650121E+07   0.916318E+07   0.918354E+07   0.916319E+07  -0.434388E+00   0.803327E+07   0.803304E+07   0.628518E+01
   0.110246E-01   0.915310E+07   0.914152E+07   0.953935E+04   0.100099E+05   0.645223E+07   0.913082E+07   0.915130E+07   0.913082E+07  -0.432853E+00   0.800504E+07   0.800481E+07   0.632873E+01
   0.111478E-01   0.912064E+07   0.910884E+07   0.931043E+04   0.959727E+04   0.640314E+07   0.909820E+07   0.911881E+07   0.909820E+07  -0.431307E+00   0.797660E+07   0.797636E+07   0.637231E+01
   0.112723E-01   0.908792E+07   0.907589E+07   0.878302E+04   0.910373E+04   0.635392E+07   0.906532E+07   0.908606E+07   0.906533E+07  -0.429749E+00   0.794792E+07   0.794768E+07   0.641590E+01
   0.113983E-01   0.905495E+07   0.904269E+07   0.825209E+04   0.872131E+04   0.630458E+07   0.903219E+07   0.905306E+07   0.903220E+07  -0.428178E+00   0.791903E+07   0.791878E+07   0.645950E+01
   0.115256E-01   0.902173E+07   0.900923E+07   0.802127E+04   0.855938E+04   0.625513E+07   0.899881E+07   0.901979E+07   0.899881E+07  -0.426595E+00   0.788991E+07   0.788966E+07   0.650310E+01
   0.116544E-01   0.898824E+07   0.897550E+07   0.816748E+04   0.855843E+04   0.620556E+07   0.896516E+07   0.898627E+07   0.896517E+07  -0.425000E+00   0.786057E+07   0.786032E+07   0.654668E+01
   0.117846E-01   0.895450E+07   0.894152E+07   0.846133E+04   0.853584E+04   0.615586E+07   0.893126E+07   0.895249E+07   0.893127E+07  -0.423393E+00   0.783101E+07   0.783075E+07   0.659023E+01
   0.119163E-01   0.892050E+07   0.890727E+07   0.852007E+04   0.833312E+04   0.610603E+07   0.889710E+07   0.891845E+07   0.889710E+07  -0.421774E+00   0.780122E+07   0.780095E+07   0.663375E+01
   0.120494E-01   0.888623E+07   0.887275E+07   0.809470E+04   0.794739E+04   0.605609E+07   0.886268E+07   0.888415E+07   0.886268E+07  -0.420142E+00   0.777120E+07   0.777093E+07   0.667721E+01
   0.121841E-01   0.885171E+07   0.883797E+07   0.727552E+04   0.753506E+04   0.600602E+07   0.882800E+07   0.884958E+07   0.882800E+07  -0.418498E+00   0.774095E+07   0.774068E+07   0.672061E+01
   0.123202E-01   0.881692E+07   0.880293E+07   0.644574E+04   0.727784E+04   0.595583E+07   0.879306E+07   0.881476E+07   0.879306E+07  -0.416841E+00   0.771048E+07   0.771020E+07   0.676393E+01
   0.124579E-01   0.878187E+07   0.876761E+07   0.600364E+04   0.722260E+04   0.590551E+07   0.875785E+07   0.877967E+07   0.875785E+07  -0.415172E+00   0.767978E+07   0.767949E+07   0.680715E+01
   0.125970E-01   0.874656E+07   0.873203E+07   0.606616E+04   0.723817E+04   0.585508E+07   0.872238E+07   0.874432E+07   0.872239E+07  -0.413491E+00   0.764885E+07   0.764856E+07   0.685027E+01
   0.127378E-01   0.871099E+07   0.869618E+07   0.639487E+04   0.713443E+04   0.580454E+07   0.868665E+07   0.870870E+07   0.868665E+07  -0.411797E+00   0.761768E+07   0.761739E+07   0.689327E+01
   0.128801E-01   0.867514E+07   0.866006E+07   0.660777E+04   0.683990E+04   0.575388E+07   0.865066E+07   0.867281E+07   0.865066E+07  -0.410091E+00   0.758630E+07   0.758600E+07   0.693612E+01
   0.130240E-01   0.863904E+07   0.862368E+07   0.649594E+04   0.647077E+04   0.570313E+07   0.861439E+07   0.863666E+07   0.861440E+07  -0.408372E+00   0.755467E+07   0.755437E+07   0.697883E+01
   0.131695E-01   0.860266E+07   0.858702E+07   0.616879E+04   0.621854E+04   0.565228E+07   0.857787E+07   0.860024E+07   0.857787E+07  -0.406640E+00   0.752282E+07   0.752251E+07   0.702136E+01
   0.133167E-01   0.856602E+07   0.855009E+07   0.590569E+04   0.615982E+04   0.560135E+07   0.854107E+07   0.856356E+07   0.854108E+07  -0.404896E+00   0.749074E+07   0.749042E+07   0.706371E+01
   0.134655E-01   0.852912E+07   0.851289E+07   0.586467E+04   0.617783E+04   0.555035E+07   0.850402E+07   0.852661E+07   0.850402E+07  -0.403139E+00   0.745842E+07   0.745810E+07   0.710585E+01
   0.136159E-01   0.849194E+07   0.847542E+07   0.593371E+04   0.608230E+04   0.549929E+07   0.846669E+07   0.848939E+07   0.846669E+07  -0.401370E+00   0.742587E+07   0.742554E+07   0.714777E+01
   0.137681E-01   0.845450E+07   0.843767E+07   0.586506E+04   0.581006E+04   0.544819E+07   0.842909E+07   0.845190E+07   0.842910E+07  -0.399587E+00   0.739309E+07   0.739275E+07   0.718945E+01
   0.139219E-01   0.841679E+07   0.839965E+07   0.554298E+04   0.549358E+04   0.539704E+07   0.839123E+07   0.841414E+07   0.839124E+07  -0.397792E+00   0.736007E+07   0.735973E+07   0.723086E+01
