#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.351933E-03   0.152927E+08   0.152927E+08   0.130559E+08   0.130463E+08   0.152765E+08   0.152926E+08   0.152927E+08   0.152976E+08  -0.544144E+00   0.116197E+08   0.116197E+08   0.292169E+00
   0.393291E-03   0.152878E+08   0.152878E+08   0.116635E+08   0.116535E+08   0.152675E+08   0.152877E+08   0.152878E+08   0.152921E+08  -0.543937E+00   0.116160E+08   0.116160E+08   0.324862E+00
   0.439511E-03   0.152818E+08   0.152818E+08   0.101263E+08   0.101163E+08   0.152563E+08   0.152816E+08   0.152818E+08   0.152855E+08  -0.543685E+00   0.116113E+08   0.116113E+08   0.360840E+00
   0.491162E-03   0.152744E+08   0.152743E+08   0.848534E+07   0.847617E+07   0.152425E+08   0.152741E+08   0.152744E+08   0.152774E+08  -0.543379E+00   0.116056E+08   0.116056E+08   0.400327E+00
   0.548882E-03   0.152653E+08   0.152652E+08   0.680882E+07   0.680145E+07   0.152255E+08   0.152650E+08   0.152653E+08   0.152676E+08  -0.543011E+00   0.115986E+08   0.115986E+08   0.443544E+00
   0.613387E-03   0.152542E+08   0.152542E+08   0.519274E+07   0.518813E+07   0.152045E+08   0.152538E+08   0.152542E+08   0.152558E+08  -0.542570E+00   0.115901E+08   0.115901E+08   0.490712E+00
   0.685471E-03   0.152408E+08   0.152407E+08   0.375237E+07   0.375119E+07   0.151789E+08   0.152403E+08   0.152408E+08   0.152417E+08  -0.542045E+00   0.115798E+08   0.115798E+08   0.542067E+00
   0.766027E-03   0.152245E+08   0.152245E+08   0.260038E+07   0.260254E+07   0.151475E+08   0.152239E+08   0.152245E+08   0.152249E+08  -0.541423E+00   0.115672E+08   0.115672E+08   0.597871E+00
   0.856050E-03   0.152050E+08   0.152049E+08   0.181028E+07   0.181455E+07   0.151094E+08   0.152043E+08   0.152050E+08   0.152050E+08  -0.540690E+00   0.115522E+08   0.115522E+08   0.658445E+00
   0.956652E-03   0.151817E+08   0.151816E+08   0.137468E+07   0.137872E+07   0.150631E+08   0.151808E+08   0.151817E+08   0.151813E+08  -0.539828E+00   0.115342E+08   0.115342E+08   0.724185E+00
   0.106908E-02   0.151540E+08   0.151539E+08   0.118370E+07   0.118496E+07   0.150072E+08   0.151529E+08   0.151540E+08   0.151534E+08  -0.538816E+00   0.115129E+08   0.115129E+08   0.795578E+00
   0.119471E-02   0.151213E+08   0.151211E+08   0.105979E+07   0.105722E+07   0.149400E+08   0.151199E+08   0.151212E+08   0.151203E+08  -0.537628E+00   0.114876E+08   0.114876E+08   0.873181E+00
   0.133512E-02   0.150826E+08   0.150824E+08   0.862553E+06   0.857737E+06   0.148595E+08   0.150809E+08   0.150826E+08   0.150812E+08  -0.536233E+00   0.114580E+08   0.114579E+08   0.957580E+00
   0.149202E-02   0.150372E+08   0.150369E+08   0.600850E+06   0.596244E+06   0.147637E+08   0.150351E+08   0.150372E+08   0.150353E+08  -0.534597E+00   0.114231E+08   0.114231E+08   0.104935E+01
   0.166736E-02   0.149841E+08   0.149837E+08   0.411387E+06   0.405984E+06   0.146502E+08   0.149815E+08   0.149840E+08   0.149816E+08  -0.532683E+00   0.113824E+08   0.113824E+08   0.114907E+01
   0.186330E-02   0.149221E+08   0.149217E+08   0.357043E+06   0.346556E+06   0.145166E+08   0.149189E+08   0.149220E+08   0.149191E+08  -0.530453E+00   0.113350E+08   0.113350E+08   0.125737E+01
   0.208228E-02   0.148500E+08   0.148495E+08   0.312063E+06   0.298793E+06   0.143606E+08   0.148462E+08   0.148499E+08   0.148463E+08  -0.527864E+00   0.112798E+08   0.112798E+08   0.137497E+01
   0.232699E-02   0.147666E+08   0.147660E+08   0.204894E+06   0.199780E+06   0.141800E+08   0.147620E+08   0.147665E+08   0.147621E+08  -0.524867E+00   0.112160E+08   0.112160E+08   0.150264E+01
   0.260045E-02   0.146704E+08   0.146696E+08   0.156033E+06   0.157664E+06   0.139731E+08   0.146650E+08   0.146703E+08   0.146651E+08  -0.521414E+00   0.111425E+08   0.111425E+08   0.164113E+01
   0.290605E-02   0.145600E+08   0.145590E+08   0.136634E+06   0.133777E+06   0.137384E+08   0.145536E+08   0.145599E+08   0.145537E+08  -0.517452E+00   0.110581E+08   0.110581E+08   0.179129E+01
   0.324757E-02   0.144339E+08   0.144327E+08   0.928449E+05   0.895745E+05   0.134751E+08   0.144264E+08   0.144337E+08   0.144265E+08  -0.512928E+00   0.109618E+08   0.109618E+08   0.195398E+01
   0.362922E-02   0.142905E+08   0.142890E+08   0.859469E+05   0.801569E+05   0.131830E+08   0.142819E+08   0.142903E+08   0.142819E+08  -0.507787E+00   0.108524E+08   0.108524E+08   0.213010E+01
   0.405572E-02   0.141284E+08   0.141265E+08   0.583850E+05   0.547289E+05   0.128618E+08   0.141185E+08   0.141281E+08   0.141185E+08  -0.501976E+00   0.107287E+08   0.107287E+08   0.232054E+01
   0.453235E-02   0.139464E+08   0.139442E+08   0.463571E+05   0.449041E+05   0.125178E+08   0.139352E+08   0.139461E+08   0.139352E+08  -0.495460E+00   0.105900E+08   0.105900E+08   0.252617E+01
   0.506499E-02   0.137425E+08   0.137397E+08   0.410699E+05   0.367506E+05   0.121349E+08   0.137298E+08   0.137420E+08   0.137299E+08  -0.488157E+00   0.104347E+08   0.104346E+08   0.274778E+01
   0.512158E-02   0.137208E+08   0.137180E+08   0.404116E+05   0.363348E+05   0.120948E+08   0.137081E+08   0.137204E+08   0.137081E+08  -0.487382E+00   0.104182E+08   0.104181E+08   0.277084E+01
   0.517880E-02   0.136990E+08   0.136960E+08   0.391506E+05   0.357850E+05   0.120544E+08   0.136860E+08   0.136985E+08   0.136860E+08  -0.486599E+00   0.104015E+08   0.104015E+08   0.279407E+01
   0.523666E-02   0.136769E+08   0.136739E+08   0.373849E+05   0.351565E+05   0.120136E+08   0.136638E+08   0.136764E+08   0.136638E+08  -0.485808E+00   0.103847E+08   0.103846E+08   0.281747E+01
   0.529517E-02   0.136545E+08   0.136515E+08   0.353187E+05   0.345162E+05   0.119724E+08   0.136413E+08   0.136540E+08   0.136413E+08  -0.485008E+00   0.103677E+08   0.103676E+08   0.284104E+01
   0.535434E-02   0.136319E+08   0.136288E+08   0.332211E+05   0.339370E+05   0.119310E+08   0.136186E+08   0.136315E+08   0.136186E+08  -0.484200E+00   0.103505E+08   0.103504E+08   0.286478E+01
   0.541416E-02   0.136091E+08   0.136060E+08   0.313684E+05   0.334849E+05   0.118892E+08   0.135956E+08   0.136086E+08   0.135956E+08  -0.483383E+00   0.103331E+08   0.103331E+08   0.288868E+01
   0.547465E-02   0.135860E+08   0.135827E+08   0.299813E+05   0.332026E+05   0.118452E+08   0.135722E+08   0.135855E+08   0.135723E+08  -0.482553E+00   0.103155E+08   0.103154E+08   0.291276E+01
   0.553582E-02   0.135627E+08   0.135593E+08   0.291730E+05   0.330953E+05   0.118027E+08   0.135488E+08   0.135621E+08   0.135488E+08  -0.481719E+00   0.102977E+08   0.102977E+08   0.293700E+01
   0.559767E-02   0.135391E+08   0.135357E+08   0.289183E+05   0.331199E+05   0.117598E+08   0.135251E+08   0.135386E+08   0.135251E+08  -0.480877E+00   0.102798E+08   0.102798E+08   0.296141E+01
   0.566022E-02   0.135153E+08   0.135119E+08   0.290572E+05   0.331894E+05   0.117165E+08   0.135012E+08   0.135148E+08   0.135012E+08  -0.480026E+00   0.102617E+08   0.102617E+08   0.298600E+01
   0.572346E-02   0.134913E+08   0.134878E+08   0.293311E+05   0.331893E+05   0.116729E+08   0.134770E+08   0.134908E+08   0.134770E+08  -0.479166E+00   0.102434E+08   0.102434E+08   0.301075E+01
   0.578741E-02   0.134670E+08   0.134634E+08   0.294462E+05   0.330048E+05   0.116290E+08   0.134525E+08   0.134665E+08   0.134525E+08  -0.478297E+00   0.102249E+08   0.102249E+08   0.303568E+01
   0.585207E-02   0.134425E+08   0.134388E+08   0.291503E+05   0.325531E+05   0.115847E+08   0.134279E+08   0.134419E+08   0.134279E+08  -0.477419E+00   0.102063E+08   0.102062E+08   0.306077E+01
   0.591746E-02   0.134177E+08   0.134140E+08   0.283022E+05   0.318114E+05   0.115400E+08   0.134029E+08   0.134172E+08   0.134029E+08  -0.476533E+00   0.101874E+08   0.101874E+08   0.308604E+01
   0.598357E-02   0.133927E+08   0.133889E+08   0.269150E+05   0.308307E+05   0.114951E+08   0.133777E+08   0.133921E+08   0.133777E+08  -0.475637E+00   0.101684E+08   0.101683E+08   0.311148E+01
   0.605043E-02   0.133675E+08   0.133635E+08   0.251597E+05   0.297285E+05   0.114497E+08   0.133523E+08   0.133669E+08   0.133523E+08  -0.474733E+00   0.101492E+08   0.101491E+08   0.313709E+01
   0.611803E-02   0.133419E+08   0.133379E+08   0.233244E+05   0.286615E+05   0.114040E+08   0.133266E+08   0.133413E+08   0.133266E+08  -0.473819E+00   0.101297E+08   0.101297E+08   0.316287E+01
   0.618639E-02   0.133162E+08   0.133121E+08   0.217384E+05   0.277818E+05   0.113580E+08   0.133007E+08   0.133155E+08   0.133007E+08  -0.472897E+00   0.101101E+08   0.101101E+08   0.318882E+01
   0.625551E-02   0.132901E+08   0.132860E+08   0.206794E+05   0.271905E+05   0.113116E+08   0.132745E+08   0.132895E+08   0.132745E+08  -0.471965E+00   0.100903E+08   0.100902E+08   0.321494E+01
   0.632540E-02   0.132638E+08   0.132596E+08   0.202915E+05   0.269035E+05   0.112649E+08   0.132480E+08   0.132632E+08   0.132480E+08  -0.471025E+00   0.100703E+08   0.100702E+08   0.324124E+01
   0.639608E-02   0.132373E+08   0.132329E+08   0.205387E+05   0.268409E+05   0.112178E+08   0.132213E+08   0.132366E+08   0.132213E+08  -0.470075E+00   0.100501E+08   0.100500E+08   0.326770E+01
   0.646754E-02   0.132105E+08   0.132060E+08   0.212103E+05   0.268484E+05   0.111703E+08   0.131943E+08   0.132098E+08   0.131943E+08  -0.469116E+00   0.100297E+08   0.100296E+08   0.329434E+01
   0.653980E-02   0.131834E+08   0.131789E+08   0.219802E+05   0.267447E+05   0.111226E+08   0.131671E+08   0.131827E+08   0.131671E+08  -0.468147E+00   0.100091E+08   0.100091E+08   0.332114E+01
   0.661287E-02   0.131561E+08   0.131515E+08   0.225040E+05   0.263823E+05   0.110744E+08   0.131396E+08   0.131554E+08   0.131396E+08  -0.467169E+00   0.998834E+07   0.998827E+07   0.334812E+01
   0.668676E-02   0.131285E+08   0.131238E+08   0.225247E+05   0.257010E+05   0.110265E+08   0.131119E+08   0.131278E+08   0.131119E+08  -0.466184E+00   0.996739E+07   0.996731E+07   0.337526E+01
   0.676147E-02   0.131007E+08   0.130959E+08   0.219521E+05   0.247528E+05   0.109777E+08   0.130838E+08   0.130999E+08   0.130838E+08  -0.465187E+00   0.994620E+07   0.994612E+07   0.340258E+01
   0.683702E-02   0.130726E+08   0.130676E+08   0.208880E+05   0.236887E+05   0.109286E+08   0.130555E+08   0.130718E+08   0.130555E+08  -0.464181E+00   0.992481E+07   0.992473E+07   0.343006E+01
   0.691341E-02   0.130442E+08   0.130391E+08   0.195865E+05   0.227065E+05   0.108792E+08   0.130270E+08   0.130434E+08   0.130270E+08  -0.463165E+00   0.990322E+07   0.990314E+07   0.345771E+01
   0.699065E-02   0.130155E+08   0.130104E+08   0.183612E+05   0.219786E+05   0.108294E+08   0.129981E+08   0.130147E+08   0.129981E+08  -0.462140E+00   0.988143E+07   0.988135E+07   0.348552E+01
   0.706876E-02   0.129866E+08   0.129813E+08   0.174701E+05   0.215838E+05   0.107792E+08   0.129690E+08   0.129858E+08   0.129690E+08  -0.461105E+00   0.985944E+07   0.985935E+07   0.351350E+01
   0.714774E-02   0.129574E+08   0.129520E+08   0.170228E+05   0.214741E+05   0.107288E+08   0.129396E+08   0.129566E+08   0.129396E+08  -0.460061E+00   0.983723E+07   0.983715E+07   0.354165E+01
   0.722760E-02   0.129279E+08   0.129225E+08   0.169444E+05   0.214895E+05   0.106780E+08   0.129100E+08   0.129271E+08   0.129100E+08  -0.459006E+00   0.981482E+07   0.981474E+07   0.356996E+01
   0.730835E-02   0.128982E+08   0.128926E+08   0.170129E+05   0.214208E+05   0.106268E+08   0.128801E+08   0.128973E+08   0.128801E+08  -0.457942E+00   0.979221E+07   0.979212E+07   0.359844E+01
   0.739001E-02   0.128681E+08   0.128625E+08   0.169567E+05   0.210959E+05   0.105754E+08   0.128499E+08   0.128673E+08   0.128499E+08  -0.456868E+00   0.976939E+07   0.976930E+07   0.362708E+01
   0.747258E-02   0.128378E+08   0.128320E+08   0.165732E+05   0.204549E+05   0.105236E+08   0.128194E+08   0.128369E+08   0.128194E+08  -0.455785E+00   0.974635E+07   0.974626E+07   0.365587E+01
   0.755607E-02   0.128073E+08   0.128013E+08   0.158192E+05   0.195795E+05   0.104715E+08   0.127886E+08   0.128064E+08   0.127886E+08  -0.454691E+00   0.972311E+07   0.972302E+07   0.368483E+01
   0.764050E-02   0.127764E+08   0.127704E+08   0.148304E+05   0.186598E+05   0.104190E+08   0.127576E+08   0.127755E+08   0.127576E+08  -0.453588E+00   0.969966E+07   0.969956E+07   0.371395E+01
   0.772586E-02   0.127453E+08   0.127391E+08   0.138604E+05   0.179104E+05   0.103663E+08   0.127263E+08   0.127443E+08   0.127263E+08  -0.452474E+00   0.967599E+07   0.967590E+07   0.374322E+01
   0.781218E-02   0.127139E+08   0.127076E+08   0.131647E+05   0.174706E+05   0.103132E+08   0.126947E+08   0.127129E+08   0.126947E+08  -0.451350E+00   0.965212E+07   0.965202E+07   0.377265E+01
   0.789947E-02   0.126821E+08   0.126757E+08   0.128811E+05   0.173364E+05   0.102597E+08   0.126628E+08   0.126811E+08   0.126628E+08  -0.450216E+00   0.962801E+07   0.962791E+07   0.380223E+01
   0.798773E-02   0.126502E+08   0.126436E+08   0.129664E+05   0.173592E+05   0.102060E+08   0.126306E+08   0.126491E+08   0.126306E+08  -0.449072E+00   0.960371E+07   0.960360E+07   0.383196E+01
   0.807698E-02   0.126179E+08   0.126112E+08   0.132200E+05   0.173168E+05   0.101519E+08   0.125981E+08   0.126168E+08   0.125981E+08  -0.447918E+00   0.957918E+07   0.957908E+07   0.386184E+01
   0.816722E-02   0.125853E+08   0.125785E+08   0.133883E+05   0.170246E+05   0.100976E+08   0.125654E+08   0.125843E+08   0.125654E+08  -0.446754E+00   0.955445E+07   0.955434E+07   0.389187E+01
   0.825848E-02   0.125525E+08   0.125455E+08   0.132941E+05   0.164323E+05   0.100429E+08   0.125324E+08   0.125514E+08   0.125324E+08  -0.445579E+00   0.952949E+07   0.952938E+07   0.392205E+01
   0.835075E-02   0.125193E+08   0.125122E+08   0.129253E+05   0.156527E+05   0.998794E+07   0.124990E+08   0.125182E+08   0.124990E+08  -0.444394E+00   0.950431E+07   0.950420E+07   0.395236E+01
   0.844405E-02   0.124859E+08   0.124787E+08   0.124299E+05   0.149042E+05   0.993266E+07   0.124654E+08   0.124848E+08   0.124654E+08  -0.443199E+00   0.947892E+07   0.947880E+07   0.398282E+01
   0.853840E-02   0.124522E+08   0.124448E+08   0.120170E+05   0.143914E+05   0.987708E+07   0.124315E+08   0.124510E+08   0.124315E+08  -0.441993E+00   0.945330E+07   0.945319E+07   0.401341E+01
   0.863380E-02   0.124182E+08   0.124106E+08   0.118191E+05   0.141896E+05   0.982119E+07   0.123973E+08   0.124170E+08   0.123973E+08  -0.440777E+00   0.942747E+07   0.942735E+07   0.404415E+01
   0.873027E-02   0.123838E+08   0.123762E+08   0.117969E+05   0.141993E+05   0.976501E+07   0.123628E+08   0.123827E+08   0.123628E+08  -0.439550E+00   0.940141E+07   0.940129E+07   0.407501E+01
   0.882781E-02   0.123492E+08   0.123414E+08   0.117526E+05   0.142014E+05   0.970853E+07   0.123280E+08   0.123480E+08   0.123280E+08  -0.438313E+00   0.937512E+07   0.937500E+07   0.410600E+01
   0.892644E-02   0.123143E+08   0.123063E+08   0.114519E+05   0.139876E+05   0.965176E+07   0.122929E+08   0.123131E+08   0.122929E+08  -0.437065E+00   0.934862E+07   0.934849E+07   0.413712E+01
   0.902618E-02   0.122791E+08   0.122710E+08   0.107876E+05   0.134877E+05   0.959471E+07   0.122575E+08   0.122779E+08   0.122575E+08  -0.435807E+00   0.932189E+07   0.932176E+07   0.416836E+01
   0.912703E-02   0.122436E+08   0.122353E+08   0.987835E+04   0.128160E+05   0.953742E+07   0.122218E+08   0.122423E+08   0.122218E+08  -0.434538E+00   0.929493E+07   0.929480E+07   0.419971E+01
   0.922901E-02   0.122078E+08   0.121993E+08   0.902837E+04   0.122003E+05   0.947981E+07   0.121858E+08   0.122065E+08   0.121858E+08  -0.433258E+00   0.926775E+07   0.926761E+07   0.423119E+01
   0.933212E-02   0.121717E+08   0.121630E+08   0.855482E+04   0.118352E+05   0.942193E+07   0.121495E+08   0.121704E+08   0.121495E+08  -0.431967E+00   0.924033E+07   0.924020E+07   0.426277E+01
   0.943639E-02   0.121353E+08   0.121265E+08   0.858464E+04   0.117511E+05   0.936379E+07   0.121129E+08   0.121339E+08   0.121129E+08  -0.430666E+00   0.921269E+07   0.921256E+07   0.429447E+01
   0.954182E-02   0.120986E+08   0.120896E+08   0.895575E+04   0.117919E+05   0.930539E+07   0.120760E+08   0.120972E+08   0.120760E+08  -0.429354E+00   0.918482E+07   0.918468E+07   0.432626E+01
   0.964844E-02   0.120616E+08   0.120524E+08   0.930388E+04   0.117206E+05   0.924674E+07   0.120388E+08   0.120601E+08   0.120388E+08  -0.428030E+00   0.915672E+07   0.915658E+07   0.435816E+01
   0.975624E-02   0.120242E+08   0.120148E+08   0.929492E+04   0.113864E+05   0.918784E+07   0.120013E+08   0.120228E+08   0.120013E+08  -0.426696E+00   0.912839E+07   0.912824E+07   0.439015E+01
   0.986524E-02   0.119866E+08   0.119770E+08   0.885333E+04   0.108354E+05   0.912870E+07   0.119634E+08   0.119851E+08   0.119634E+08  -0.425351E+00   0.909982E+07   0.909967E+07   0.442223E+01
   0.997547E-02   0.119486E+08   0.119389E+08   0.822124E+04   0.102780E+05   0.906933E+07   0.119253E+08   0.119471E+08   0.119253E+08  -0.423995E+00   0.907102E+07   0.907087E+07   0.445439E+01
   0.100869E-01   0.119104E+08   0.119004E+08   0.778865E+04   0.993252E+04   0.900974E+07   0.118868E+08   0.119088E+08   0.118868E+08  -0.422628E+00   0.904199E+07   0.904183E+07   0.448663E+01
   0.101996E-01   0.118718E+08   0.118616E+08   0.780059E+04   0.985633E+04   0.894992E+07   0.118481E+08   0.118702E+08   0.118481E+08  -0.421250E+00   0.901272E+07   0.901256E+07   0.451894E+01
   0.103136E-01   0.118329E+08   0.118226E+08   0.815328E+04   0.989929E+04   0.888988E+07   0.118090E+08   0.118313E+08   0.118090E+08  -0.419860E+00   0.898321E+07   0.898305E+07   0.455133E+01
   0.104288E-01   0.117937E+08   0.117831E+08   0.844626E+04   0.982191E+04   0.882964E+07   0.117696E+08   0.117921E+08   0.117696E+08  -0.418459E+00   0.895347E+07   0.895331E+07   0.458377E+01
   0.105453E-01   0.117542E+08   0.117434E+08   0.827336E+04   0.949070E+04   0.876920E+07   0.117299E+08   0.117525E+08   0.117299E+08  -0.417047E+00   0.892349E+07   0.892333E+07   0.461627E+01
   0.106632E-01   0.117144E+08   0.117034E+08   0.754304E+04   0.899072E+04   0.870855E+07   0.116899E+08   0.117127E+08   0.116899E+08  -0.415624E+00   0.889328E+07   0.889311E+07   0.464882E+01
   0.107823E-01   0.116742E+08   0.116630E+08   0.657357E+04   0.855494E+04   0.864770E+07   0.116495E+08   0.116725E+08   0.116495E+08  -0.414190E+00   0.886282E+07   0.886265E+07   0.468142E+01
   0.109028E-01   0.116337E+08   0.116223E+08   0.586957E+04   0.836245E+04   0.858666E+07   0.116088E+08   0.116320E+08   0.116088E+08  -0.412744E+00   0.883213E+07   0.883195E+07   0.471405E+01
   0.110246E-01   0.115929E+08   0.115813E+08   0.574244E+04   0.837865E+04   0.852543E+07   0.115679E+08   0.115911E+08   0.115679E+08  -0.411287E+00   0.880119E+07   0.880101E+07   0.474670E+01
   0.111478E-01   0.115518E+08   0.115400E+08   0.607927E+04   0.838478E+04   0.846400E+07   0.115266E+08   0.115500E+08   0.115266E+08  -0.409818E+00   0.877001E+07   0.876983E+07   0.477938E+01
   0.112723E-01   0.115104E+08   0.114983E+08   0.645577E+04   0.817890E+04   0.840238E+07   0.114849E+08   0.115085E+08   0.114849E+08  -0.408338E+00   0.873859E+07   0.873841E+07   0.481208E+01
   0.113983E-01   0.114686E+08   0.114563E+08   0.650018E+04   0.776669E+04   0.834056E+07   0.114430E+08   0.114667E+08   0.114430E+08  -0.406847E+00   0.870693E+07   0.870674E+07   0.484477E+01
   0.115256E-01   0.114265E+08   0.114140E+08   0.619106E+04   0.735738E+04   0.827855E+07   0.114007E+08   0.114246E+08   0.114007E+08  -0.405344E+00   0.867502E+07   0.867483E+07   0.487747E+01
   0.116544E-01   0.113841E+08   0.113713E+08   0.582631E+04   0.715926E+04   0.821635E+07   0.113581E+08   0.113821E+08   0.113581E+08  -0.403829E+00   0.864287E+07   0.864268E+07   0.491015E+01
   0.117846E-01   0.113414E+08   0.113283E+08   0.570222E+04   0.717060E+04   0.815395E+07   0.113152E+08   0.113394E+08   0.113152E+08  -0.402303E+00   0.861048E+07   0.861028E+07   0.494282E+01
   0.119163E-01   0.112983E+08   0.112850E+08   0.581767E+04   0.717998E+04   0.809136E+07   0.112719E+08   0.112963E+08   0.112719E+08  -0.400765E+00   0.857783E+07   0.857763E+07   0.497545E+01
   0.120494E-01   0.112549E+08   0.112414E+08   0.589302E+04   0.698576E+04   0.802857E+07   0.112283E+08   0.112528E+08   0.112283E+08  -0.399216E+00   0.854494E+07   0.854474E+07   0.500805E+01
   0.121841E-01   0.112112E+08   0.111974E+08   0.567486E+04   0.661079E+04   0.796559E+07   0.111844E+08   0.112091E+08   0.111844E+08  -0.397654E+00   0.851181E+07   0.851160E+07   0.504059E+01
   0.123202E-01   0.111671E+08   0.111531E+08   0.520147E+04   0.627865E+04   0.790242E+07   0.111402E+08   0.111650E+08   0.111402E+08  -0.396081E+00   0.847842E+07   0.847821E+07   0.507308E+01
   0.124579E-01   0.111227E+08   0.111084E+08   0.474821E+04   0.616669E+04   0.783906E+07   0.110956E+08   0.111205E+08   0.110956E+08  -0.394496E+00   0.844478E+07   0.844457E+07   0.510550E+01
   0.125970E-01   0.110780E+08   0.110634E+08   0.452564E+04   0.620529E+04   0.777552E+07   0.110507E+08   0.110758E+08   0.110507E+08  -0.392900E+00   0.841090E+07   0.841068E+07   0.513783E+01
   0.127378E-01   0.110330E+08   0.110181E+08   0.448134E+04   0.615699E+04   0.771180E+07   0.110055E+08   0.110307E+08   0.110055E+08  -0.391291E+00   0.837676E+07   0.837654E+07   0.517008E+01
   0.128801E-01   0.109876E+08   0.109724E+08   0.442936E+04   0.589497E+04   0.764791E+07   0.109599E+08   0.109852E+08   0.109599E+08  -0.389671E+00   0.834238E+07   0.834215E+07   0.520222E+01
   0.130240E-01   0.109418E+08   0.109264E+08   0.432735E+04   0.555529E+04   0.758387E+07   0.109140E+08   0.109395E+08   0.109140E+08  -0.388039E+00   0.830774E+07   0.830751E+07   0.523425E+01
   0.131695E-01   0.108958E+08   0.108801E+08   0.432796E+04   0.537123E+04   0.751968E+07   0.108677E+08   0.108933E+08   0.108677E+08  -0.386394E+00   0.827285E+07   0.827262E+07   0.526614E+01
   0.133167E-01   0.108494E+08   0.108334E+08   0.451844E+04   0.538266E+04   0.745535E+07   0.108212E+08   0.108469E+08   0.108212E+08  -0.384738E+00   0.823771E+07   0.823747E+07   0.529790E+01
   0.134655E-01   0.108026E+08   0.107863E+08   0.470041E+04   0.538488E+04   0.739089E+07   0.107742E+08   0.108001E+08   0.107742E+08  -0.383070E+00   0.820231E+07   0.820207E+07   0.532951E+01
   0.136159E-01   0.107556E+08   0.107390E+08   0.456166E+04   0.519335E+04   0.732633E+07   0.107270E+08   0.107530E+08   0.107270E+08  -0.381390E+00   0.816666E+07   0.816641E+07   0.536094E+01
   0.137681E-01   0.107081E+08   0.106912E+08   0.408087E+04   0.488727E+04   0.726167E+07   0.106794E+08   0.107055E+08   0.106794E+08  -0.379698E+00   0.813076E+07   0.813051E+07   0.539220E+01
   0.139219E-01   0.106604E+08   0.106432E+08   0.362462E+04   0.470305E+04   0.719693E+07   0.106315E+08   0.106577E+08   0.106315E+08  -0.377993E+00   0.809460E+07   0.809434E+07   0.542326E+01
